ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1966,1966-09-11,1,22.086,ATL,,RAM,L 14-19,*,9,25,36.00,154,1,2,37.7,0,0,6.16,3.36,1,3,3.00,1,1,6
2,1966,1966-09-18,2,22.093,ATL,@,PHI,L 10-23,*,14,31,45.16,218,1,3,40.2,0,0,7.03,3.32,0,0,,0,0,0
3,1966,1966-09-25,3,22.100,ATL,@,DET,L 10-28,*,5,14,35.71,47,0,0,45.8,0,0,3.36,3.36,5,27,5.40,0,0,0
4,1966,1966-10-02,4,22.107,ATL,,DAL,L 14-47,*,10,18,55.56,139,0,1,57.4,0,0,7.72,5.22,3,-2,-0.67,1,1,6
5,1966,1966-10-09,5,22.114,ATL,@,WAS,L 20-33,,2,6,33.33,17,0,1,2.8,0,0,2.83,-4.67,2,16,8.00,0,0,0
6,1966,1966-10-16,6,22.121,ATL,,SFO,L 7-44,,4,8,50.00,75,1,1,82.8,0,0,9.38,6.25,0,0,,0,0,0
7,1966,1966-10-23,7,22.128,ATL,@,GNB,L 3-56,,5,17,29.41,91,0,3,9.8,0,0,5.35,-2.59,2,20,10.00,0,0,0
8,1966,1966-10-30,8,22.135,ATL,,CLE,L 17-49,*,14,25,56.00,158,1,1,71.7,0,0,6.32,5.32,4,40,10.00,0,0,0
9,1966,1966-11-13,9,22.149,ATL,,BAL,L 7-19,*,14,27,51.85,171,1,4,44.4,0,0,6.33,0.41,4,4,1.00,0,0,0
10,1966,1966-11-20,10,22.156,ATL,@,NYG,W 27-16,*,15,25,60.00,177,3,1,104.5,0,0,7.08,7.68,3,1,0.33,1,1,6
11,1966,1966-11-27,11,22.163,ATL,@,CHI,L 6-23,*,7,19,36.84,114,1,0,75.3,0,0,6.00,7.05,2,21,10.50,0,0,0
12,1966,1966-12-04,12,22.170,ATL,@,MIN,W 20-13,*,11,22,50.00,114,0,0,65.3,0,0,5.18,5.18,5,7,1.40,1,1,6
13,1966,1966-12-11,13,22.177,ATL,,STL,W 16-10,*,8,32,25.00,105,1,1,38.2,0,0,3.28,2.50,2,5,2.50,0,0,0
14,1966,1966-12-18,14,22.184,ATL,,PIT,L 33-57,*,11,26,42.31,215,2,3,57.9,0,0,8.27,4.62,2,0,0.00,0,0,0
15,1967,1967-09-17,1,23.092,ATL,@,BAL,L 31-38,*,18,29,62.07,217,1,4,56.9,0,0,7.48,1.97,4,39,9.75,1,1,6
16,1967,1967-09-24,2,23.099,ATL,@,SFO,L 7-38,*,9,16,56.25,93,0,1,47.1,0,0,5.81,3.00,1,0,0.00,0,0,0
17,1967,1967-10-01,3,23.106,ATL,@,GNB,L 0-23,*,3,7,42.86,16,0,1,10.7,0,0,2.29,-4.14,2,16,8.00,0,0,0
18,1967,1967-10-08,4,23.113,ATL,,PHI,L 7-38,,15,26,57.69,155,0,2,42.9,0,0,5.96,2.50,1,8,8.00,0,0,0
19,1967,1967-10-15,5,23.120,ATL,,WAS,T 20-20,*,12,21,57.14,132,1,0,91.8,0,0,6.29,7.24,3,14,4.67,0,0,0
20,1967,1967-10-22,6,23.127,ATL,@,DET,L 3-24,,0,0,,0,0,0,,0,0,,,1,-2,-2.00,0,0,0
21,1967,1967-10-29,7,23.134,ATL,,MIN,W 21-20,*,9,17,52.94,118,2,0,114.3,0,0,6.94,9.29,1,7,7.00,0,0,0
22,1967,1967-11-05,8,23.141,ATL,@,DAL,L 7-37,*,18,35,51.43,189,1,3,41.3,0,0,5.40,2.11,0,0,,0,0,0
23,1967,1967-11-12,9,23.148,ATL,,BAL,L 7-49,*,4,12,33.33,22,0,2,2.8,0,0,1.83,-5.67,0,0,,0,0,0
24,1967,1967-11-19,10,23.155,ATL,,RAM,L 3-31,*,12,28,42.86,157,0,4,21.6,0,0,5.61,-0.82,4,10,2.50,0,0,0
25,1967,1967-11-26,11,23.162,ATL,@,NOR,L 24-27,*,8,19,42.11,80,1,0,72.3,0,0,4.21,5.26,3,28,9.33,0,0,0
26,1967,1967-12-03,12,23.169,ATL,@,RAM,L 3-20,*,6,14,42.86,51,0,1,23.2,0,0,3.64,0.43,2,13,6.50,0,0,0
27,1967,1967-12-10,13,23.176,ATL,,SFO,L 28-34,*,14,34,41.18,263,3,2,73.5,0,0,7.74,6.85,2,11,5.50,0,0,0
28,1967,1967-12-17,14,23.183,ATL,,CHI,L 14-23,*,14,30,46.67,127,1,1,55.8,0,0,4.23,3.40,0,0,,0,0,0
29,1968,1968-09-14,1,24.089,ATL,@,MIN,L 7-47,*,15,28,53.57,164,0,0,71.1,0,0,5.86,5.86,1,1,1.00,0,0,0
30,1968,1968-09-22,2,24.097,ATL,,BAL,L 20-28,*,11,24,45.83,172,1,1,66.7,0,0,7.17,6.13,4,6,1.50,1,1,6
31,1968,1968-09-29,3,24.104,ATL,@,SFO,L 13-28,*,12,25,48.00,139,1,1,61.9,0,0,5.56,4.56,3,61,20.33,0,0,0
32,1968,1968-10-06,4,24.111,ATL,,GNB,L 7-38,*,4,14,28.57,94,0,3,15.5,0,0,6.71,-2.93,0,0,,0,0,0
33,1968,1968-10-13,5,24.118,ATL,,NYG,W 24-21,*,5,8,62.50,55,0,0,82.8,0,0,6.88,6.88,0,0,,0,0,0
34,1968,1968-10-27,7,24.132,ATL,@,CLE,L 7-30,,6,15,40.00,70,0,1,27.1,0,0,4.67,1.67,1,26,26.00,0,0,0
35,1968,1968-12-01,12,24.167,ATL,@,BAL,L 0-44,*,7,15,46.67,50,0,3,15.3,0,0,3.33,-5.67,0,0,,0,0,0
36,1968,1968-12-15,14,24.181,ATL,,SFO,L 12-14,*,13,27,48.15,148,0,1,49.6,0,0,5.48,3.81,2,3,1.50,0,0,0
37,1969,1969-10-12,4,25.117,ATL,,DAL,L 17-24,*,11,27,40.74,151,2,1,68.6,0,0,5.59,5.41,4,31,7.75,0,0,0
38,1969,1969-10-19,5,25.124,ATL,@,SFO,W 21-7,*,4,13,30.77,67,0,1,17.1,0,0,5.15,1.69,1,2,2.00,0,0,0
39,1969,1969-11-02,7,25.138,ATL,,RAM,L 6-38,,12,21,57.14,189,0,1,67.4,0,0,9.00,6.86,1,2,2.00,0,0,0
40,1969,1969-11-09,8,25.145,ATL,@,DET,L 21-27,*,11,14,78.57,157,2,1,123.2,0,0,11.21,10.86,1,10,10.00,0,0,0
41,1969,1969-11-16,9,25.152,ATL,,CHI,W 48-31,*,10,14,71.43,202,4,1,123.5,0,0,14.43,16.93,3,5,1.67,0,0,0
42,1969,1969-11-23,10,25.159,ATL,@,WAS,L 20-27,*,3,4,75.00,22,0,0,87.5,0,0,5.50,5.50,1,5,5.00,1,1,6
43,1970,1970-10-18,5,26.123,ATL,@,DEN,L 10-24,,4,6,66.67,65,0,1,63.2,0,0,10.83,3.33,0,0,,0,0,0
44,1970,1970-11-22,10,26.158,ATL,,RAM,L 7-17,,10,17,58.82,130,0,2,43.4,0,0,7.65,2.35,1,14,14.00,0,0,0
45,1970,1970-12-13,13,26.179,ATL,,PIT,W 27-16,*,7,16,43.75,86,2,2,60.9,0,0,5.38,2.25,4,-9,-2.25,0,0,0
46,1970,1970-12-20,14,26.186,ATL,,MIN,L 7-37,*,19,33,57.58,162,0,3,32.6,0,0,4.91,0.82,2,16,8.00,0,0,0
47,1971,1971-09-26,2,27.101,NYG,,WAS,L 3-30,,2,9,22.22,20,0,0,39.6,0,0,2.22,2.22,2,-2,-1.00,0,0,0
48,1971,1971-10-17,5,27.122,NYG,,BAL,L 7-31,,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
49,1971,1971-12-05,12,27.171,NYG,@,WAS,L 7-23,,1,2,50.00,11,0,1,27.1,0,0,5.50,-17.00,0,0,,0,0,0
50,1971,1971-12-12,13,27.178,NYG,,DAL,L 14-42,,8,14,57.14,74,0,0,71.7,0,0,5.29,5.29,2,10,5.00,0,0,0
51,1971,1971-12-19,14,27.185,NYG,,PHI,L 28-41,*,30,47,63.83,372,3,2,91.8,0,0,7.91,7.28,2,21,10.50,0,0,0
52,1972,1972-09-24,2,28.099,NYG,,DAL,L 14-23,*,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,4,4.00,0,0,0
53,1972,1972-10-08,4,28.113,NYG,,NOR,W 45-21,,1,2,50.00,8,0,1,20.8,0,0,4.00,-18.50,1,0,0.00,0,0,0
54,1972,1972-11-26,11,28.162,NYG,,PHI,W 62-10,,4,5,80.00,152,2,0,158.3,0,0,30.40,38.40,5,13,2.60,1,1,6
55,1972,1972-12-03,12,28.169,NYG,@,CIN,L 10-13,,5,9,55.56,70,1,2,78.2,0,0,7.78,0.00,2,9,4.50,0,0,0
56,1973,1973-10-21,6,29.126,NYG,@,DAL,L 28-45,,7,13,53.85,114,2,0,123.1,0,0,8.77,11.85,0,0,,0,0,0
57,1973,1973-10-28,7,29.133,NYG,@,STL,L 27-35,*,28,44,63.64,348,1,1,86.2,0,0,7.91,7.34,2,11,5.50,1,1,6
58,1973,1973-11-04,8,29.140,NYG,@,OAK,L 0-42,*,2,12,16.67,15,0,2,0.0,0,0,1.25,-6.25,0,0,,0,0,0
59,1973,1973-11-11,9,29.147,NYG,,DAL,L 10-23,*,18,31,58.06,232,0,4,42.1,0,0,7.48,1.68,0,0,,0,0,0
60,1973,1973-11-18,10,29.154,NYG,,STL,W 24-13,*,2,3,66.67,13,0,0,75.7,0,0,4.33,4.33,0,0,,0,0,0
61,1973,1973-11-25,11,29.161,NYG,@,PHI,L 16-20,*,18,26,69.23,267,1,0,115.4,0,0,10.27,11.04,1,11,11.00,0,0,0
62,1973,1973-12-02,12,29.168,NYG,@,WAS,L 24-27,*,13,23,56.52,159,2,0,107.0,0,0,6.91,8.65,0,0,,0,0,0
63,1973,1973-12-10,13,29.176,NYG,@,RAM,L 6-40,*,6,12,50.00,42,0,1,23.6,0,0,3.50,-0.25,1,2,2.00,0,0,0
64,1973,1973-12-16,14,29.182,NYG,,MIN,L 7-31,,5,13,38.46,89,1,0,88.3,0,0,6.85,8.38,0,0,,0,0,0
65,1975,1975-09-21,1,31.096,WAS,,NOR,W 41-3,,,,,,,,,,,,,,,,,,
66,1975,1975-09-28,2,31.103,WAS,,NYG,W 49-13,,6,6,100.00,77,2,0,158.3,0,0,12.83,19.50,0,0,,0,0,0
67,1975,1975-10-05,3,31.110,WAS,@,PHI,L 10-26,,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
68,1975,1975-10-26,6,31.131,WAS,@,CLE,W 23-7,,,,,,,,,,,,,,,,,,
69,1975,1975-11-09,8,31.145,WAS,@,NYG,W 21-13,,11,16,68.75,138,0,1,69.3,0,0,8.63,5.81,0,0,,0,0,0
70,1975,1975-11-16,9,31.152,WAS,@,STL,L 17-20,*,14,27,51.85,252,2,3,69.3,0,0,9.33,5.81,1,10,10.00,0,0,0
71,1975,1975-12-13,13,31.179,WAS,@,DAL,L 10-31,,2,8,25.00,25,0,2,0.5,0,0,3.13,-8.13,1,0,0.00,0,0,0
