ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1998,1998-09-06,1,23.002,STL,,NOR,L 17-24,3,5,1.67,0,2,2,8,4.00,0,100.0%,4.00,1,13,13.00,0,0,0
2,1998,1998-10-25,7,23.051,STL,,SFO,L 10-28,0,0,,0,3,2,9,4.50,0,66.7%,3.00,0,0,,0,0,0
3,1998,1998-11-01,8,23.058,STL,@,ATL,L 15-37,9,37,4.11,0,9,6,43,7.17,0,66.7%,4.78,0,0,,0,0,0
4,1998,1998-11-08,9,23.065,STL,@,CHI,W 20-12,6,8,1.33,0,6,5,32,6.40,0,83.3%,5.33,0,0,,0,0,0
5,1998,1998-11-15,10,23.072,STL,@,NOR,L 3-24,2,4,2.00,0,4,4,33,8.25,0,100.0%,8.25,0,0,,0,0,0
6,1998,1998-11-22,11,23.079,STL,,CAR,L 20-24,0,0,,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0
7,1998,1998-11-29,12,23.086,STL,,ATL,L 10-21,0,0,,0,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0
8,1998,1998-12-03,13,23.090,STL,@,PHI,L 14-17,14,53,3.79,1,3,3,24,8.00,0,100.0%,8.00,0,0,,0,1,6
9,1998,1998-12-13,14,23.100,STL,,NWE,W 32-18,24,86,3.58,2,5,3,14,4.67,0,60.0%,2.80,0,0,,0,2,12
10,1998,1998-12-20,15,23.107,STL,@,CAR,L 13-20,17,69,4.06,0,4,3,12,4.00,0,75.0%,3.00,0,0,,0,0,0
11,1998,1998-12-27,16,23.114,STL,@,SFO,L 19-38,13,51,3.92,0,6,5,64,12.80,0,83.3%,10.67,0,0,,0,0,0
