ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1975,1975-10-19,5,26.185,ATL,@,RAM,L 7-22,0,0,,0,0,0,,0,2,30,15.00,0,0,0,,0,0,0
2,1975,1975-10-26,6,26.192,ATL,,CIN,L 14-21,0,0,,0,0,0,,0,0,0,,0,4,34,8.50,0,0,0
3,1975,1975-11-02,7,26.199,ATL,@,NOR,L 7-23,,,,,,,,,,,,,,,,,,
4,1975,1975-11-09,8,26.206,ATL,@,MIN,L 0-38,0,0,,0,0,0,,0,4,82,20.50,0,0,0,,0,0,0
5,1975,1975-11-16,9,26.213,ATL,,RAM,L 7-16,0,0,,0,0,0,,0,2,19,9.50,0,3,27,9.00,0,0,0
6,1975,1975-12-21,14,26.248,ATL,@,GNB,L 13-22,1,3,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
7,1977,1977-09-18,1,28.154,ATL,,RAM,W 17-6,21,60,2.86,0,2,8,4.00,0,0,0,,0,0,0,,0,0,0
8,1977,1977-09-25,2,28.161,ATL,@,WAS,L 6-10,16,38,2.38,0,1,12,12.00,0,0,0,,0,0,0,,0,0,0
9,1977,1977-10-02,3,28.168,ATL,,NYG,W 17-3,9,16,1.78,1,2,13,6.50,0,0,0,,0,0,0,,0,1,6
10,1977,1977-10-09,4,28.175,ATL,@,SFO,W 7-0,8,32,4.00,0,1,5,5.00,0,0,0,,0,0,0,,0,0,0
11,1977,1977-10-16,5,28.182,ATL,@,BUF,L 0-3,25,90,3.60,0,1,3,3.00,0,1,16,16.00,0,0,0,,0,0,0
12,1977,1977-10-23,6,28.189,ATL,@,CHI,W 16-10,9,26,2.89,0,2,19,9.50,0,0,0,,0,0,0,,0,0,0
13,1977,1977-10-30,7,28.196,ATL,,MIN,L 7-14,9,11,1.22,0,0,0,,0,0,0,,0,0,0,,0,0,0
