ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2016,2016-10-09,5,25.318,NYJ,@,PIT,L 13-31,*,0,0,,0,0.0,2,0,0,0,0
2,2016,2016-10-17,6,25.326,NYJ,@,ARI,L 3-28,,0,0,,0,0.0,2,0,0,0,0
3,2016,2016-10-23,7,25.332,NYJ,,BAL,W 24-16,,0,0,,0,0.0,0,0,0,0,0
4,2016,2016-10-30,8,25.339,NYJ,@,CLE,W 31-28,,0,0,,0,0.0,2,0,0,0,0
5,2016,2016-11-06,9,25.346,NYJ,@,MIA,L 23-27,,0,0,,0,0.0,3,1,0,0,0
6,2016,2016-11-13,10,25.353,NYJ,,LAR,L 6-9,,0,0,,0,0.0,1,0,0,0,0
7,2016,2016-11-27,11,26.001,NYJ,,NWE,L 17-22,*,0,0,,0,0.0,4,1,0,0,0
8,2016,2016-12-05,12,26.009,NYJ,,IND,L 10-41,,0,0,,0,0.0,3,0,0,0,0
9,2016,2016-12-11,13,26.015,NYJ,@,SFO,W 23-17,,0,0,,0,0.0,0,0,0,0,0
10,2016,2016-12-17,14,26.021,NYJ,,MIA,L 13-34,,1,0,0.00,0,0.0,0,0,0,0,0
11,2016,2016-12-24,15,26.028,NYJ,@,NWE,L 3-41,,0,0,,0,0.0,0,0,0,0,0
12,2016,2017-01-01,16,26.036,NYJ,,BUF,W 30-10,,0,0,,0,0.0,2,0,0,0,0
13,2017,2017-09-10,1,26.288,NYJ,@,BUF,L 12-21,,0,0,,0,0.0,0,0,0,0,0
14,2017,2017-09-17,2,26.295,NYJ,@,OAK,L 20-45,,0,0,,0,0.0,1,0,0,0,0
15,2017,2017-09-24,3,26.302,NYJ,,MIA,W 20-6,*,0,0,,0,0.0,7,0,0,0,0
16,2017,2017-10-01,4,26.309,NYJ,,JAX,W 23-20,,0,0,,0,0.0,1,0,0,0,0
17,2017,2017-10-15,6,26.323,NYJ,,NWE,L 17-24,*,0,0,,0,0.0,2,0,0,0,0
18,2017,2017-10-22,7,26.330,NYJ,@,MIA,L 28-31,,0,0,,0,0.0,3,1,0,0,0
19,2017,2017-10-29,8,26.337,NYJ,,ATL,L 20-25,*,0,0,,0,0.0,3,0,0,0,0
20,2017,2017-11-02,9,26.341,NYJ,,BUF,W 34-21,*,0,0,,0,0.0,6,0,0,0,0
21,2017,2017-11-12,10,26.351,NYJ,@,TAM,L 10-15,,0,0,,0,0.0,8,0,1,0,0
22,2017,2017-11-26,11,27.000,NYJ,,CAR,L 27-35,,0,0,,0,0.0,2,0,0,0,0
23,2017,2017-12-03,12,27.007,NYJ,,KAN,W 38-31,,0,0,,0,0.0,2,0,0,0,0
24,2017,2017-12-10,13,27.014,NYJ,@,DEN,L 0-23,,0,0,,0,0.0,1,0,0,0,0
25,2017,2017-12-17,14,27.021,NYJ,@,NOR,L 19-31,,0,0,,0,0.0,0,0,0,0,0
26,2017,2017-12-24,15,27.028,NYJ,,LAC,L 7-14,,0,0,,0,0.0,0,0,0,0,0
27,2017,2017-12-31,16,27.035,NYJ,@,NWE,L 6-26,,0,0,,0,0.0,0,0,0,0,0
28,2018,2018-09-10,1,27.288,NYJ,@,DET,W 48-17,,0,0,,0,0.0,1,0,0,0,0
29,2018,2018-09-16,2,27.294,NYJ,,MIA,L 12-20,,0,0,,0,0.0,0,0,0,0,0
30,2018,2018-09-20,3,27.298,NYJ,@,CLE,L 17-21,,0,0,,0,0.0,1,1,0,0,0
