ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1987,1987-09-13,1,22.230,HOU,,RAM,W 20-16,,1,6,6.00,0,,,0,0,,0,1,18,18.00,0,3,11,3.67,0,0,0
2,1987,1987-09-20,2,22.237,HOU,@,BUF,L 30-34,,0,0,,0,,,0,0,,0,0,0,,0,3,4,1.33,0,0,0
3,1987,1987-10-25,6,22.272,HOU,,ATL,W 37-33,,2,55,27.50,2,,,0,0,,0,4,76,19.00,0,2,8,4.00,0,2,12
4,1987,1987-11-01,7,22.279,HOU,@,CIN,W 31-29,,2,30,15.00,1,,,0,0,,0,4,120,30.00,0,0,0,,0,1,6
5,1987,1987-11-08,8,22.286,HOU,@,SFO,L 20-27,,2,14,7.00,1,,,0,0,,0,5,111,22.20,0,0,0,,0,1,6
6,1987,1987-11-15,9,22.293,HOU,@,PIT,W 23-3,,2,26,13.00,1,,,0,0,,0,2,34,17.00,0,0,0,,0,1,6
7,1987,1987-11-22,10,22.300,HOU,,CLE,L 7-40,,2,67,33.50,0,,,0,0,,0,7,104,14.86,0,0,0,,0,0,0
8,1987,1987-11-29,11,22.307,HOU,@,IND,L 27-51,,2,39,19.50,0,,,0,0,,0,5,83,16.60,0,0,0,,0,0,0
9,1987,1987-12-20,14,22.328,HOU,,PIT,W 24-16,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,
10,1987,1987-12-27,15,22.335,HOU,,CIN,W 21-17,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,
11,1988,1988-09-04,1,23.222,HOU,@,IND,W 17-14,,1,9,9.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
12,1988,1988-09-11,2,23.229,HOU,,RAI,W 38-35,,3,60,20.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
13,1988,1988-09-18,3,23.236,HOU,@,NYJ,L 3-45,,2,26,13.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
14,1988,1988-09-25,4,23.243,HOU,,NWE,W 31-6,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,
15,1988,1988-10-02,5,23.250,HOU,@,PHI,L 23-32,,2,24,12.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
16,1988,1988-10-09,6,23.257,HOU,,KAN,W 7-6,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,
17,1988,1988-10-16,7,23.264,HOU,@,PIT,W 34-14,,2,37,18.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
18,1988,1988-10-23,8,23.271,HOU,@,CIN,L 21-44,,1,23,23.00,0,,,0,0,,0,1,34,34.00,0,0,0,,0,0,0
19,1988,1988-10-30,9,23.278,HOU,,WAS,W 41-17,,2,13,6.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
20,1988,1988-11-07,10,23.286,HOU,,CLE,W 24-17,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,
21,1988,1988-11-13,11,23.292,HOU,@,SEA,L 24-27,,2,22,11.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
22,1988,1988-11-20,12,23.299,HOU,,PHO,W 38-20,,1,12,12.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
23,1988,1988-11-24,13,23.303,HOU,@,DAL,W 25-17,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,
24,1988,1988-12-04,14,23.313,HOU,,PIT,L 34-37,,4,27,6.75,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
25,1988,1988-12-11,15,23.320,HOU,,CIN,W 41-6,,2,49,24.50,1,,,0,0,,0,0,0,,0,4,47,11.75,0,1,6
26,1988,1988-12-18,16,23.327,HOU,@,CLE,L 23-28,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,
27,1989,1989-09-10,1,24.227,HOU,@,MIN,L 7-38,,1,6,6.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
28,1989,1989-09-17,2,24.234,HOU,@,SDG,W 34-27,,2,25,12.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
29,1989,1989-09-24,3,24.241,HOU,,BUF,L 41-47,,6,69,11.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
30,1989,1989-10-01,4,24.248,HOU,,MIA,W 39-7,,2,34,17.00,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
31,1989,1989-10-08,5,24.255,HOU,@,NWE,L 13-23,,1,18,18.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
32,1989,1989-10-15,6,24.262,HOU,@,CHI,W 33-28,,1,14,14.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
33,1989,1989-10-22,7,24.269,HOU,,PIT,W 27-0,,3,86,28.67,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
34,1989,1989-10-29,8,24.276,HOU,@,CLE,L 17-28,,2,61,30.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
35,1989,1989-11-05,9,24.283,HOU,,DET,W 35-31,,6,66,11.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
36,1989,1989-11-13,10,24.291,HOU,,CIN,W 26-24,,0,0,,0,,,0,0,,0,,,,,,,,,0,
37,1989,1989-11-19,11,24.297,HOU,,RAI,W 23-7,,5,60,12.00,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
38,1989,1989-11-26,12,24.304,HOU,@,KAN,L 0-34,,1,16,16.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
39,1989,1989-12-03,13,24.311,HOU,@,PIT,W 23-16,,3,42,14.00,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
40,1989,1989-12-10,14,24.318,HOU,,TAM,W 20-17,,1,16,16.00,1,,,1,0,0.00,0,0,0,,0,0,0,,0,1,6
41,1989,1989-12-17,15,24.325,HOU,@,CIN,L 7-61,,2,15,7.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
42,1989,1989-12-23,16,24.331,HOU,,CLE,L 20-24,,7,85,12.14,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
43,1990,1990-09-09,1,25.226,HOU,@,ATL,L 27-47,,5,53,10.60,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
44,1990,1990-09-16,2,25.233,HOU,@,PIT,L 9-20,,3,43,14.33,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
45,1990,1990-09-23,3,25.240,HOU,,IND,W 24-10,,6,44,7.33,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
46,1990,1990-09-30,4,25.247,HOU,@,SDG,W 17-7,,5,73,14.60,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
47,1990,1990-10-07,5,25.254,HOU,,SFO,L 21-24,,3,32,10.67,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
48,1990,1990-10-14,6,25.261,HOU,,CIN,W 48-17,,3,36,12.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
