ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1993,1993-09-05,1,23.038,RAM,@,GNB,L 6-36,1,0,0,,0,0.0%,0.00,,
2,1993,1993-09-12,2,23.045,RAM,,PIT,W 27-0,,0,0,,0,0.0%,,,
3,1993,1993-09-26,4,23.059,RAM,@,HOU,W 28-13,,0,0,,0,0.0%,,,
4,1993,1993-10-24,7,23.087,RAM,,DET,L 13-16,,0,0,,0,0.0%,,,
5,1993,1993-10-31,8,23.094,RAM,@,SFO,L 17-40,,0,0,,0,0.0%,,,
6,1993,1993-11-14,9,23.108,RAM,,ATL,L 0-13,,0,0,,0,0.0%,,,
7,1993,1993-11-21,10,23.115,RAM,,WAS,W 10-6,1,0,0,,0,0.0%,0.00,,
8,1993,1993-11-28,11,23.122,RAM,,SFO,L 10-35,2,0,0,,0,0.0%,0.00,,
9,1993,1993-12-05,12,23.129,RAM,@,PHO,L 10-38,2,1,14,14.00,0,50.0%,7.00,0,0
10,1993,1993-12-19,14,23.143,RAM,@,CIN,L 3-15,1,1,9,9.00,0,100.0%,9.00,0,0
11,1996,1996-09-29,5,26.062,KAN,@,SDG,L 19-22,4,3,56,18.67,0,75.0%,14.00,0,0
12,1996,1996-10-07,6,26.070,KAN,,PIT,L 7-17,1,0,0,,0,0.0%,0.00,,
13,1996,1996-10-17,7,26.080,KAN,,SEA,W 34-16,2,2,22,11.00,1,100.0%,11.00,1,6
14,1996,1996-10-27,8,26.090,KAN,@,DEN,L 7-34,2,2,15,7.50,0,100.0%,7.50,0,0
15,1996,1996-11-03,9,26.097,KAN,@,MIN,W 21-6,7,4,41,10.25,0,57.1%,5.86,0,0
16,1996,1996-11-10,10,26.104,KAN,,GNB,W 27-20,3,2,89,44.50,0,66.7%,29.67,0,0
17,1996,1996-11-17,11,26.111,KAN,,CHI,W 14-10,4,3,46,15.33,0,75.0%,11.50,0,0
18,1996,1996-11-24,12,26.118,KAN,,SDG,L 14-28,6,1,19,19.00,0,16.7%,3.17,0,0
19,1996,1996-11-28,13,26.122,KAN,@,DET,W 28-24,2,2,20,10.00,0,100.0%,10.00,0,0
20,1996,1996-12-09,14,26.133,KAN,@,OAK,L 7-26,9,2,31,15.50,1,22.2%,3.44,1,6
21,1996,1996-12-15,15,26.139,KAN,,IND,L 19-24,8,6,83,13.83,0,75.0%,10.38,0,0
22,1996,1996-12-22,16,26.146,KAN,@,BUF,L 9-20,,0,0,,0,0.0%,,,
