ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1982,1982-09-12,1,21.350,DET,,CHI,W 17-10,,,,,0,0,,0,,
2,1982,1982-09-19,2,21.357,DET,@,RAM,W 19-14,,,,,0,0,,0,,
3,1982,1982-12-06,5,22.070,DET,,NYJ,L 13-28,,,,,0,0,,0,,
4,1982,1982-12-12,6,22.076,DET,@,GNB,W 30-10,,,,,0,0,,0,,
5,1982,1982-12-19,7,22.083,DET,,MIN,L 31-34,,,,,0,0,,0,,
6,1982,1982-12-26,8,22.090,DET,@,TAM,L 21-23,,,,,0,0,,0,,
7,1982,1983-01-02,9,22.097,DET,,GNB,W 27-24,0,0,,0,1,1,1.00,1,1,6
8,1983,1983-09-04,1,22.342,DET,@,TAM,W 11-0,1,4,4.00,0,0,0,,0,0,0
9,1983,1983-09-11,2,22.349,DET,,CLE,L 26-31,0,0,,0,,,,,,
10,1983,1983-09-18,3,22.356,DET,,ATL,L 14-30,3,18,6.00,1,0,0,,0,1,6
11,1983,1983-09-25,4,22.363,DET,@,MIN,L 17-20,0,0,,0,,,,,,
12,1983,1983-10-02,5,23.005,DET,@,RAM,L 10-21,0,0,,0,,,,,,
13,1983,1983-10-09,6,23.012,DET,,GNB,W 38-14,3,24,8.00,0,0,0,,0,0,0
14,1983,1983-10-16,7,23.019,DET,,CHI,W 31-17,0,0,,0,,,,,,
15,1983,1983-10-23,8,23.026,DET,@,WAS,L 17-38,0,0,,0,,,,,,
16,1983,1983-10-30,9,23.033,DET,@,CHI,W 38-17,0,0,,0,,,,,,
17,1983,1983-11-07,10,23.041,DET,,NYG,W 15-9,0,0,,0,,,,,,
18,1983,1983-11-13,11,23.047,DET,@,HOU,L 17-27,0,0,,0,,,,,,
19,1983,1983-11-20,12,23.054,DET,@,GNB,W 23-20,0,0,,0,,,,,,
20,1983,1983-11-24,13,23.058,DET,,PIT,W 45-3,0,0,,0,,,,,,
21,1983,1983-12-05,14,23.069,DET,,MIN,W 13-2,1,14,14.00,0,0,0,,0,0,0
22,1983,1983-12-11,15,23.075,DET,@,CIN,L 9-17,0,0,,0,,,,,,
23,1983,1983-12-18,16,23.082,DET,,TAM,W 23-20,2,21,10.50,0,0,0,,0,0,0
24,1984,1984-09-02,1,23.341,DET,,SFO,L 27-30,0,0,,0,,,,,,
25,1984,1984-09-09,2,23.348,DET,@,ATL,W 27-24,1,6,6.00,0,0,0,,0,0,0
26,1984,1984-09-16,3,23.355,DET,@,TAM,L 17-21,0,0,,0,,,,,,
27,1984,1984-09-23,4,23.362,DET,,MIN,L 28-29,0,0,,0,,,,,,
28,1984,1984-09-30,5,24.003,DET,@,SDG,L 24-27,1,24,24.00,0,0,0,,0,0,0
29,1984,1984-10-07,6,24.010,DET,,DEN,L 7-28,0,0,,0,,,,,,
30,1984,1984-10-14,7,24.017,DET,,TAM,W 13-7,0,0,,0,,,,,,
31,1984,1984-10-21,8,24.024,DET,@,MIN,W 16-14,0,0,,0,,,,,,
32,1984,1984-10-28,9,24.031,DET,@,GNB,L 9-41,2,34,17.00,0,0,0,,0,0,0
33,1984,1984-11-04,10,24.038,DET,,PHI,T 23-23,1,9,9.00,0,0,0,,0,0,0
34,1984,1984-11-11,11,24.045,DET,@,WAS,L 14-28,2,42,21.00,1,0,0,,0,1,6
35,1984,1984-11-18,12,24.052,DET,@,CHI,L 14-16,1,13,13.00,0,0,0,,0,0,0
36,1984,1984-11-22,13,24.056,DET,,GNB,W 31-28,2,23,11.50,0,0,0,,0,0,0
37,1984,1984-12-02,14,24.066,DET,@,SEA,L 17-38,2,21,10.50,0,0,0,,0,0,0
38,1984,1984-12-10,15,24.074,DET,,RAI,L 3-24,2,16,8.00,0,0,0,,0,0,0
39,1984,1984-12-16,16,24.080,DET,,CHI,L 13-30,0,0,,0,,,,,,
40,1985,1985-10-20,7,25.023,DET,,SFO,W 23-21,0,0,,0,,,,,,
41,1985,1985-10-27,8,25.030,DET,,MIA,W 31-21,0,0,,0,,,,,,
42,1985,1985-11-03,9,25.037,DET,@,MIN,L 13-16,1,15,15.00,0,0,0,,0,0,0
43,1985,1985-11-10,10,25.044,DET,@,CHI,L 3-24,1,18,18.00,0,0,0,,0,0,0
44,1985,1985-11-17,11,25.051,DET,,MIN,W 41-21,0,0,,0,,,,,,
45,1985,1985-11-24,12,25.058,DET,@,TAM,L 16-19,0,0,,0,,,,,,
46,1985,1985-11-28,13,25.062,DET,,NYJ,W 31-20,0,0,,0,,,,,,
47,1985,1985-12-08,14,25.072,DET,@,NWE,L 6-23,0,0,,0,,,,,,
48,1985,1985-12-15,15,25.079,DET,,GNB,L 23-26,0,0,,0,,,,,,
49,1986,1986-09-07,1,25.345,DET,@,MIN,W 13-10,0,0,,0,,,,,,
50,1986,1986-09-14,2,25.352,DET,,DAL,L 7-31,0,0,,0,,,,,,
51,1986,1986-09-21,3,25.359,DET,,TAM,L 20-24,0,0,,0,,,,,,
52,1986,1986-09-28,4,26.001,DET,@,CLE,L 21-24,0,0,,0,,,,,,
53,1986,1986-10-05,5,26.008,DET,,HOU,W 24-13,0,0,,0,,,,,,
54,1986,1986-10-12,6,26.015,DET,@,GNB,W 21-14,1,6,6.00,0,0,0,,0,0,0
55,1986,1986-10-19,7,26.022,DET,@,RAM,L 10-14,0,0,,0,,,,,,
56,1986,1986-10-26,8,26.029,DET,@,CHI,L 7-13,4,56,14.00,0,0,0,,0,0,0
57,1986,1986-11-02,9,26.036,DET,,CIN,L 17-24,0,0,,0,,,,,,
58,1986,1986-11-09,10,26.043,DET,,MIN,L 10-24,0,0,,0,,,,,,
59,1986,1986-11-16,11,26.050,DET,@,PHI,W 13-11,0,0,,0,,,,,,
60,1986,1986-11-23,12,26.057,DET,@,TAM,W 38-17,0,0,,0,,,,,,
61,1986,1986-11-27,13,26.061,DET,,GNB,L 40-44,0,0,,0,,,,,,
62,1986,1986-12-07,14,26.071,DET,@,PIT,L 17-27,0,0,,0,,,,,,
63,1986,1986-12-15,15,26.079,DET,,CHI,L 13-16,0,0,,0,,,,,,
64,1986,1986-12-21,16,26.085,DET,,ATL,L 6-20,0,0,,0,,,,,,
65,1987,1987-09-13,1,26.351,DET,@,MIN,L 19-34,1,9,9.00,0,0,0,,0,0,0
66,1987,1987-09-20,2,26.358,DET,@,RAI,L 7-27,2,26,13.00,0,0,0,,0,0,0
67,1987,1987-10-25,6,27.028,DET,,GNB,L 33-34,0,0,,0,,,,,,
68,1987,1987-11-01,7,27.035,DET,@,DEN,L 0-34,0,0,,0,,,,,,
69,1987,1987-11-08,8,27.042,DET,,DAL,W 27-17,2,41,20.50,1,0,0,,0,1,6
70,1987,1987-11-26,11,27.060,DET,,KAN,L 20-27,2,15,7.50,0,0,0,,0,0,0
71,1987,1987-12-06,12,27.070,DET,,RAM,L 16-37,4,34,8.50,0,0,0,,0,0,0
72,1987,1987-12-13,13,27.077,DET,@,TAM,W 20-10,2,22,11.00,0,0,0,,0,0,0
73,1987,1987-12-20,14,27.084,DET,,MIN,L 14-17,0,0,,0,,,,,,
74,1988,1988-09-04,1,27.343,DET,,ATL,W 31-17,,,,,,,,,,
75,1988,1988-09-11,2,27.350,DET,@,RAM,L 10-17,,,,,,,,,,
76,1988,1988-09-25,4,27.364,DET,,NYJ,L 10-17,,,,,,,,,,
77,1988,1988-10-02,5,28.005,DET,@,SFO,L 13-20,,,,,,,,,,
78,1988,1988-10-09,6,28.012,DET,,CHI,L 7-24,,,,,,,,,,
79,1988,1988-10-16,7,28.019,DET,@,NYG,L 10-30,,,,,,,,,,
80,1988,1988-10-23,8,28.026,DET,@,KAN,W 7-6,,,,,,,,,,
81,1988,1988-10-30,9,28.033,DET,,NYG,L 10-13,,,,,,,,,,
82,1988,1988-11-06,10,28.040,DET,@,MIN,L 17-44,,,,,,,,,,
83,1988,1988-11-13,11,28.047,DET,,TAM,L 20-23,,,,,,,,,,
84,1988,1988-11-20,12,28.054,DET,@,GNB,W 19-9,,,,,,,,,,
85,1988,1988-11-24,13,28.058,DET,,MIN,L 0-23,,,,,,,,,,
86,1988,1988-12-04,14,28.068,DET,,GNB,W 30-14,,,,,,,,,,
87,1988,1988-12-11,15,28.075,DET,@,CHI,L 12-13,,,,,,,,,,
88,1988,1988-12-18,16,28.082,DET,@,TAM,L 10-21,,,,,,,,,,
