ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1987,1987-10-04,3,23.300,HOU,@,DEN,W 40-10,0,0,1,28,0
2,1987,1987-10-11,4,23.307,HOU,@,CLE,W 15-10,0,0,2,18,0
3,1987,1987-10-18,5,23.314,HOU,,NWE,L 7-21,,,,,
4,1987,1987-10-25,6,23.321,HOU,,ATL,W 37-33,,,,,
5,1987,1987-11-01,7,23.328,HOU,@,CIN,W 31-29,,,,,
6,1987,1987-11-08,8,23.335,HOU,@,SFO,L 20-27,,,,,
7,1987,1987-11-15,9,23.342,HOU,@,PIT,W 23-3,0,0,1,29,0
8,1987,1987-11-22,10,23.349,HOU,,CLE,L 7-40,,,,,
9,1987,1987-11-29,11,23.356,HOU,@,IND,L 27-51,,,,,
10,1987,1987-12-06,12,23.363,HOU,,SDG,W 33-18,,,,,
11,1987,1987-12-13,13,24.005,HOU,@,NOR,L 10-24,,,,,
12,1987,1987-12-20,14,24.012,HOU,,PIT,W 24-16,,,,,
13,1987,1987-12-27,15,24.019,HOU,,CIN,W 21-17,,,,,
14,1988,1988-09-04,1,24.271,HOU,@,IND,W 17-14,,,,,
15,1988,1988-09-11,2,24.278,HOU,,RAI,W 38-35,0,0,1,0,0
16,1988,1988-09-18,3,24.285,HOU,@,NYJ,L 3-45,,,,,
17,1988,1988-09-25,4,24.292,HOU,,NWE,W 31-6,,,,,
18,1988,1988-10-02,5,24.299,HOU,@,PHI,L 23-32,,,,,
19,1988,1988-10-09,6,24.306,HOU,,KAN,W 7-6,,,,,
20,1988,1988-10-16,7,24.313,HOU,@,PIT,W 34-14,,,,,
21,1988,1988-11-07,10,24.335,HOU,,CLE,W 24-17,,,,,
22,1988,1988-11-13,11,24.341,HOU,@,SEA,L 24-27,,,,,
23,1988,1988-11-20,12,24.348,HOU,,PHO,W 38-20,,,,,
24,1988,1988-11-24,13,24.352,HOU,@,DAL,W 25-17,,,,,
25,1988,1988-12-04,14,24.362,HOU,,PIT,L 34-37,,,,,
26,1988,1988-12-11,15,25.003,HOU,,CIN,W 41-6,,,,,
27,1988,1988-12-18,16,25.010,HOU,@,CLE,L 23-28,1,6,2,56,1
