ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1977,1977-09-18,1,23.070,DET,@,CHI,L 20-30,,,,,,,,,
2,1977,1977-09-25,2,23.077,DET,,NOR,W 23-19,,,,,,,,,
3,1977,1977-10-02,3,23.084,DET,,PHI,W 17-13,,,,,,,,,
4,1977,1977-10-09,4,23.091,DET,@,MIN,L 7-14,,,,,,,,,
5,1977,1977-10-16,5,23.098,DET,,GNB,W 10-6,,,,,,,,,
6,1977,1977-10-23,6,23.105,DET,@,SFO,L 7-28,,,,,,,,,
7,1977,1977-10-30,7,23.112,DET,@,DAL,L 0-37,,,,,,,,,
8,1977,1977-11-06,8,23.119,DET,,SDG,W 20-0,,,,,,,,,
9,1977,1977-11-13,9,23.126,DET,@,ATL,L 6-17,,,,,,,,,
10,1977,1977-11-20,10,23.133,DET,,TAM,W 16-7,,,,,,,,,
11,1977,1977-11-24,11,23.137,DET,,CHI,L 14-31,,,,,,,,,
12,1977,1977-12-04,12,23.147,DET,@,GNB,L 9-10,,,,,,,,,
13,1977,1977-12-11,13,23.154,DET,@,BAL,W 13-10,,,,,,,,,
14,1977,1977-12-17,14,23.160,DET,,MIN,L 21-30,,,,,,,,,
15,1978,1978-09-03,1,24.055,DET,,GNB,L 7-13,,,,,,,,,
16,1978,1978-09-09,2,24.061,DET,@,TAM,W 15-7,,,,,,,,,
17,1978,1978-09-17,3,24.069,DET,,CHI,L 0-19,,,,,,,,,
18,1978,1978-09-24,4,24.076,DET,@,SEA,L 16-28,,,,,,,,,
19,1978,1978-10-01,5,24.083,DET,@,GNB,L 14-35,,,,,,,,,
20,1978,1978-10-08,6,24.090,DET,,WAS,L 19-21,,,,,,,,,
21,1978,1978-10-15,7,24.097,DET,@,ATL,L 0-14,,,,,,,,,
22,1978,1978-10-22,8,24.104,DET,,SDG,W 31-14,,,,,,,,,
23,1978,1978-10-29,9,24.111,DET,@,CHI,W 21-17,0,0,,0,0,0,1,2,0
24,1978,1978-11-12,11,24.125,DET,,TAM,W 34-23,,,,,,,,,
25,1978,1978-11-19,12,24.132,DET,@,OAK,L 17-29,,,,,,,,,
26,1978,1978-11-23,13,24.136,DET,,DEN,W 17-14,,,,,,,,,
27,1978,1978-12-03,14,24.146,DET,@,STL,L 14-21,,,,,,,,,
28,1978,1978-12-09,15,24.152,DET,,MIN,W 45-14,1,1,1.00,0,0,0,0,0,0
29,1978,1978-12-17,16,24.160,DET,,SFO,W 33-14,,,,,,,,,
30,1979,1979-09-01,1,25.053,DET,@,TAM,L 16-31,,,,,,,,,
31,1979,1979-09-16,3,25.068,DET,@,NYJ,L 10-31,,,,,,,,,
32,1979,1979-09-23,4,25.075,DET,,ATL,W 24-23,,,,,,,,,
33,1979,1979-09-30,5,25.082,DET,,MIN,L 10-13,0,0,,0,0,0,1,3,0
34,1979,1979-10-07,6,25.089,DET,@,NWE,L 17-24,,,,,,,,,
35,1979,1979-10-14,7,25.096,DET,@,GNB,L 16-24,0,0,,0,1,6,1,36,1
36,1979,1979-10-21,8,25.103,DET,@,NOR,L 7-17,,,,,,,,,
37,1979,1979-10-28,9,25.110,DET,,BUF,L 17-20,,,,,,,,,
38,1979,1979-11-04,10,25.117,DET,@,CHI,L 7-35,,,,,,,,,
39,1979,1979-11-11,11,25.124,DET,,TAM,L 14-16,,,,,,,,,
40,1979,1979-11-18,12,25.131,DET,@,MIN,L 7-14,,,,,,,,,
41,1979,1979-12-02,14,25.145,DET,@,PHI,L 7-44,,,,,,,,,
42,1980,1980-09-07,1,26.059,DET,@,RAM,W 41-20,,,,,,,,,
43,1980,1980-09-14,2,26.066,DET,@,GNB,W 29-7,,,,,,,,,
44,1980,1980-09-21,3,26.073,DET,,STL,W 20-7,,,,,,,,,
45,1980,1980-09-28,4,26.080,DET,,MIN,W 27-7,,,,,,,,,
46,1980,1980-10-05,5,26.087,DET,@,ATL,L 28-43,0,0,,0,0,0,1,19,0
47,1980,1980-10-12,6,26.094,DET,,NOR,W 24-13,,,,,,,,,
48,1980,1980-10-19,7,26.101,DET,@,CHI,L 7-24,,,,,,,,,
49,1980,1980-10-26,8,26.108,DET,@,KAN,L 17-20,,,,,,,,,
50,1980,1980-11-02,9,26.115,DET,,SFO,W 17-13,,,,,,,,,
51,1980,1980-11-09,10,26.122,DET,@,MIN,L 0-34,,,,,,,,,
52,1980,1980-11-16,11,26.129,DET,,BAL,L 9-10,,,,,,,,,
53,1980,1980-11-23,12,26.136,DET,@,TAM,W 24-10,,,,,,,,,
54,1980,1980-11-27,13,26.140,DET,,CHI,L 17-23,,,,,,,,,
55,1980,1980-12-07,14,26.150,DET,@,STL,L 23-24,,,,,,,,,
56,1980,1980-12-14,15,26.157,DET,,TAM,W 27-14,,,,,,,,,
57,1980,1980-12-21,16,26.164,DET,,GNB,W 24-3,,,,,,,,,
58,1981,1981-09-05,1,27.057,MIN,@,TAM,L 13-21,,,,,,,,,
59,1981,1981-09-14,2,27.066,MIN,,OAK,L 10-36,,,,,,,,,
60,1981,1981-09-20,3,27.072,MIN,,DET,W 26-24,,,,,,,,,
61,1981,1981-09-27,4,27.079,MIN,@,GNB,W 30-13,,,,,,,,,
62,1981,1981-10-04,5,27.086,MIN,,CHI,W 24-21,,,,,,,,,
