ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1998,1998-09-07,1,23.076,NWE,@,DEN,L 21-27,,,,,,,,,,,0.0%,
2,1998,1998-09-13,2,23.082,NWE,,IND,W 29-6,,,,,,,,,,,0.0%,
3,1998,1998-09-20,3,23.089,NWE,,TEN,W 27-16,,,,,,,,,,,0.0%,
4,1998,1998-10-04,4,23.103,NWE,@,NOR,W 30-27,,,,,,,,,,,0.0%,
5,1998,1998-10-11,5,23.110,NWE,,KAN,W 40-10,,3,7,2.33,0,0,0,0,,0,0.0%,
6,1998,1998-10-19,6,23.118,NWE,,NYJ,L 14-24,,,,,,,,,,,0.0%,
7,1998,1998-10-25,7,23.124,NWE,@,MIA,L 9-12,,,,,,,,,,,0.0%,
8,1998,1998-11-01,8,23.131,NWE,@,IND,W 21-16,,,,,,1,,,,,0.0%,
9,1998,1998-11-08,9,23.138,NWE,,ATL,L 10-41,,1,1,1.00,0,0,0,0,,0,0.0%,
10,1998,1998-11-15,10,23.145,NWE,@,BUF,L 10-13,,,,,,,,,,,0.0%,
11,1998,1998-11-23,11,23.153,NWE,,MIA,W 26-23,,,,,,,,,,,0.0%,
12,1998,1998-11-29,12,23.159,NWE,,BUF,W 25-21,,,,,,,,,,,0.0%,
13,1998,1998-12-06,13,23.166,NWE,@,PIT,W 23-9,,0,0,,0,1,1,6,6.00,0,100.0%,6.00
14,1998,1998-12-13,14,23.173,NWE,@,STL,L 18-32,,,,,,,,,,,0.0%,
15,1998,1998-12-20,15,23.180,NWE,,SFO,W 24-21,,2,14,7.00,0,0,0,0,,0,0.0%,
16,1998,1998-12-27,16,23.187,NWE,@,NYJ,L 10-31,,,,,,,,,,,0.0%,
17,1999,1999-09-12,1,24.081,NWE,@,NYJ,W 30-28,,,,,,0,,,,,0.0%,
18,1999,1999-09-19,2,24.088,NWE,,IND,W 31-28,,,,,,,,,,,0.0%,
19,1999,1999-09-26,3,24.095,NWE,,NYG,W 16-14,,,,,,,,,,,0.0%,
20,1999,1999-10-03,4,24.102,NWE,@,CLE,W 19-7,,3,9,3.00,0,1,1,11,11.00,0,100.0%,11.00
21,1999,1999-10-10,5,24.109,NWE,@,KAN,L 14-16,,1,1,1.00,0,2,1,5,5.00,0,50.0%,2.50
22,1999,1999-11-15,9,24.145,NWE,,NYJ,L 17-24,,,,,,0,,,,,0.0%,
23,1999,1999-11-21,10,24.151,NWE,@,MIA,L 17-27,,,,,,,,,,,0.0%,
24,1999,1999-11-28,11,24.158,NWE,@,BUF,L 7-17,,,,,,1,,,,,0.0%,
25,1999,1999-12-05,12,24.165,NWE,,DAL,W 13-6,,1,2,2.00,0,0,0,0,,0,0.0%,
26,1999,1999-12-12,13,24.172,NWE,@,IND,L 15-20,,,,,,,,,,,0.0%,
27,1999,1999-12-19,14,24.179,NWE,@,PHI,L 9-24,,1,0,0.00,0,0,0,0,,0,0.0%,
28,1999,1999-12-26,15,24.186,NWE,,BUF,L 10-13,,,,,,,,,,,0.0%,
29,1999,2000-01-02,16,24.193,NWE,,BAL,W 20-3,,,,,,1,,,,,0.0%,
30,2000,2000-09-03,1,25.072,NWE,,TAM,L 16-21,,,,,,,,,,,0.0%,
31,2000,2000-09-11,2,25.080,NWE,@,NYJ,L 19-20,,1,-1,-1.00,0,1,1,21,21.00,0,100.0%,21.00
32,2000,2000-09-17,3,25.086,NWE,,MIN,L 13-21,,,,,,,,,,,0.0%,
33,2000,2000-09-24,4,25.093,NWE,@,MIA,L 3-10,,,,,,0,,,,,0.0%,
34,2000,2000-10-01,5,25.100,NWE,@,DEN,W 28-19,,1,0,0.00,0,1,0,0,,0,0.0%,0.00
35,2000,2000-10-08,6,25.107,NWE,,IND,W 24-16,,,,,,,,,,,0.0%,
36,2000,2000-10-15,7,25.114,NWE,,NYJ,L 17-34,,,,,,,,,,,0.0%,
37,2000,2000-11-05,9,25.135,NWE,,BUF,L 13-16,,,,,,0,,,,,0.0%,
38,2000,2000-11-12,10,25.142,NWE,@,CLE,L 11-19,,,,,,0,,,,,0.0%,
39,2000,2000-11-19,11,25.149,NWE,,CIN,W 16-13,,,,,,0,,,,,0.0%,
40,2000,2000-11-23,12,25.153,NWE,@,DET,L 9-34,,,,,,0,,,,,0.0%,
41,2000,2000-12-10,15,25.170,CLE,,PHI,L 24-35,,,,,,,,,,,0.0%,
42,2000,2000-12-17,16,25.177,CLE,,TEN,L 0-24,,,,,,,,,,,0.0%,
