ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1987,1987-09-13,1,21.231,DEN,,SEA,W 40-17,,2,15,7.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,1,25,25.00,0,3,11,3.67,0,0,0
2,1987,1987-09-20,2,21.238,DEN,@,GNB,T 17-17,,1,6,6.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,1,20,20.00,0,2,5,2.50,0,0,0
3,1987,1987-10-26,6,21.274,DEN,@,MIN,L 27-34,,3,32,10.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,17,8.50,0,0,0
4,1987,1987-11-01,7,21.280,DEN,,DET,W 34-0,,2,39,19.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,25,8.33,0,0,0
5,1987,1987-11-08,8,21.287,DEN,@,BUF,L 14-21,,2,22,11.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
6,1987,1987-11-16,9,21.295,DEN,,CHI,W 31-29,,4,93,23.25,1,,,1,10,10.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
7,1987,1987-11-22,10,21.301,DEN,@,RAI,W 23-17,,3,87,29.00,0,,,1,3,3.00,0,0,0,,0,0,0,,,,,,1,19,19.00,0,2,15,7.50,0,0,0
8,1987,1987-11-29,11,21.308,DEN,@,SDG,W 31-17,,4,118,29.50,1,,,0,0,,0,0,0,,0,0,0,,,,,,1,14,14.00,0,0,0,,0,1,6
9,1987,1987-12-06,12,21.315,DEN,,NWE,W 31-20,,3,81,27.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
10,1987,1987-12-13,13,21.322,DEN,@,SEA,L 21-28,,3,68,22.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
11,1987,1987-12-19,14,21.328,DEN,,KAN,W 20-17,,2,45,22.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
12,1987,1987-12-27,15,21.336,DEN,,SDG,W 24-0,,2,24,12.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
13,1988,1988-09-04,1,22.223,DEN,,SEA,L 14-21,,2,15,7.50,0,,,0,0,,0,0,0,,0,0,0,,0,,,,1,15,15.00,0,0,0,,0,0,0
14,1988,1988-09-11,2,22.230,DEN,,SDG,W 34-3,,6,85,14.17,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
15,1988,1988-09-18,3,22.237,DEN,@,KAN,L 13-20,,1,7,7.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,-4,-4.00,0,0,0
16,1988,1988-09-26,4,22.245,DEN,,RAI,L 27-30,,2,33,16.50,0,,,0,0,,0,0,0,,0,0,0,,0,,,,1,19,19.00,0,7,63,9.00,0,0,0
17,1988,1988-10-02,5,22.251,DEN,@,SDG,W 12-0,,4,45,11.25,0,,,1,-5,-5.00,0,0,0,,0,0,0,,0,,,,0,0,,0,5,43,8.60,0,0,0
18,1988,1988-10-09,6,22.258,DEN,@,SFO,W 16-13,,0,0,,0,,,0,0,,0,0,0,,0,0,0,,0,,,,2,41,20.50,0,0,0,,0,0,0
19,1988,1988-10-16,7,22.265,DEN,,ATL,W 30-14,,6,83,13.83,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
20,1988,1988-10-23,8,22.272,DEN,@,PIT,L 21-39,,3,102,34.00,1,,,0,0,,0,0,0,,0,0,0,,0,,,,1,24,24.00,0,0,0,,0,1,6
21,1988,1988-10-31,9,22.280,DEN,@,IND,L 23-55,,6,42,7.00,0,,,1,29,29.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,25,25.00,0,0,0,,0,0,0
22,1988,1988-11-06,10,22.286,DEN,,KAN,W 17-11,,3,45,15.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,2,38,19.00,0,0,0
23,1988,1988-11-13,11,22.293,DEN,,CLE,W 30-7,,1,7,7.00,0,,,2,26,13.00,0,0,0,,0,0,0,,0,,,,0,0,,0,3,46,15.33,0,0,0
24,1988,1988-11-20,12,22.300,DEN,@,NOR,L 0-42,,4,34,8.50,0,,,1,1,1.00,0,0,0,,0,0,0,,0,,,,0,0,,0,1,8,8.00,0,0,0
25,1988,1988-12-04,14,22.314,DEN,@,RAI,L 20-21,,4,40,10.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
26,1988,1988-12-11,15,22.321,DEN,@,SEA,L 14-42,,3,33,11.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
27,1988,1988-12-17,16,22.327,DEN,,NWE,W 21-10,,1,3,3.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,4,29,7.25,0,0,0
28,1989,1989-09-10,1,23.228,DEN,,KAN,W 34-20,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,
29,1989,1989-11-05,9,23.284,DEN,,PIT,W 34-7,,3,68,22.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
30,1989,1989-11-12,10,23.291,DEN,@,KAN,W 16-13,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,
31,1989,1989-11-20,11,23.299,DEN,@,WAS,W 14-10,,1,5,5.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,-1,-1.00,0,1,6
32,1989,1989-11-26,12,23.305,DEN,,SEA,W 41-14,,1,17,17.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,7,7.00,0,0,0
33,1989,1989-12-03,13,23.312,DEN,@,RAI,L 13-16,,3,42,14.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,39,19.50,0,0,0
34,1989,1989-12-10,14,23.319,DEN,,NYG,L 7-14,,1,8,8.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,21,7.00,0,0,0
35,1989,1989-12-16,15,23.325,DEN,@,PHO,W 37-0,,1,43,43.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,11,5.50,0,0,0
36,1990,1990-09-09,1,24.227,DEN,@,RAI,L 9-14,,0,0,,0,,,,,,,,,,,,,,,,,,0,0,,0,0,0,,0,,
37,1990,1990-09-17,2,24.235,DEN,,KAN,W 24-23,,1,24,24.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
38,1990,1990-09-23,3,24.241,DEN,,SEA,W 34-31,,1,10,10.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
39,1990,1990-09-30,4,24.248,DEN,@,BUF,L 28-29,,4,62,15.50,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
40,1990,1990-10-08,5,24.256,DEN,,CLE,L 29-30,,1,15,15.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,1,0,0.00,0,0,0,,0,0,0
41,1990,1990-10-14,6,24.262,DEN,,PIT,L 17-34,,0,0,,0,,,,,,,,,,,,,,,,,,0,0,,0,0,0,,0,,
42,1990,1990-10-21,7,24.269,DEN,@,IND,W 27-17,,2,62,31.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
43,1990,1990-11-04,8,24.283,DEN,@,MIN,L 22-27,,0,0,,0,,,,,,,,,,,,,,,,,,0,0,,0,0,0,,0,,
44,1990,1990-11-11,9,24.290,DEN,@,SDG,L 7-19,,2,17,8.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
45,1990,1990-11-18,10,24.297,DEN,,CHI,L 13-16,,3,38,12.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
46,1990,1990-11-22,11,24.301,DEN,@,DET,L 27-40,,3,50,16.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
47,1990,1990-12-02,12,24.311,DEN,,RAI,L 20-23,,1,19,19.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
48,1990,1990-12-09,13,24.318,DEN,@,KAN,L 20-31,,0,0,,0,,,,,,,,,,,,,,,,,,0,0,,0,0,0,,0,,
