ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2004,2004-09-12,1,22.314,ARI,@,STL,L 10-17,,,,,,,,,
2,2004,2004-09-19,2,22.321,ARI,,NWE,L 12-23,,,,,,,,,
3,2004,2004-09-26,3,22.328,ARI,@,ATL,L 3-6,*,0,0,1.0,,,0,0,0
4,2004,2004-10-03,4,22.335,ARI,,NOR,W 34-10,*,,,,,,,,
5,2004,2004-10-10,5,22.342,ARI,@,SFO,L 28-31,*,,,,,,,,
6,2004,2004-10-24,6,22.356,ARI,,SEA,W 25-17,,0,0,0.0,,,1,2,0
7,2004,2004-10-31,7,22.363,ARI,@,BUF,L 14-38,*,,,,,,,,
8,2004,2004-11-07,8,23.004,ARI,@,MIA,W 24-23,,0,0,1.0,,,0,0,0
9,2004,2004-11-14,9,23.011,ARI,,NYG,W 17-14,*,0,0,2.0,,,0,0,0
10,2004,2004-11-28,11,23.025,ARI,,NYJ,L 3-13,*,,,,,,,,
11,2004,2004-12-05,12,23.032,ARI,@,DET,L 12-26,*,,,,,,,,
12,2004,2004-12-12,13,23.039,ARI,,SFO,L 28-31,*,,,,,,,,
13,2004,2004-12-19,14,23.046,ARI,,STL,W 31-7,*,0,0,1.0,,,0,0,0
14,2004,2004-12-26,15,23.053,ARI,@,SEA,L 21-24,*,,,,,,,,
15,2004,2005-01-02,16,23.060,ARI,,TAM,W 12-7,*,,,,,,,,
16,2005,2005-09-11,1,23.312,ARI,@,NYG,L 19-42,*,1,6,1.0,,,2,20,1
17,2005,2005-09-18,2,23.319,ARI,,STL,L 12-17,*,0,0,1.0,,,0,0,0
18,2005,2005-09-25,3,23.326,ARI,@,SEA,L 12-37,*,,,,,,,,
19,2005,2005-10-02,4,23.333,ARI,,SFO,W 31-14,*,,,,,,,,
20,2005,2005-10-09,5,23.340,ARI,,CAR,L 20-24,*,,,,,,,,
21,2005,2005-10-23,6,23.354,ARI,,TEN,W 20-10,*,0,0,1.0,,,0,0,0
22,2005,2005-10-30,7,23.361,ARI,@,DAL,L 13-34,*,,,,,,,,
23,2005,2005-11-06,8,24.003,ARI,,SEA,L 19-33,*,,,,,,,,
24,2005,2005-11-13,9,24.010,ARI,@,DET,L 21-29,*,,,,,,,,
25,2005,2005-11-27,11,24.024,ARI,,JAX,L 17-24,*,,,,,,,,
26,2005,2005-12-04,12,24.031,ARI,@,SFO,W 17-10,*,0,0,1.0,,,0,0,0
27,2005,2005-12-11,13,24.038,ARI,,WAS,L 13-17,*,,,,,,,,
28,2005,2005-12-18,14,24.045,ARI,@,HOU,L 19-30,*,,,,,,,,
29,2005,2005-12-24,15,24.051,ARI,,PHI,W 27-21,*,1,6,0.0,,,1,11,1
30,2005,2006-01-01,16,24.059,ARI,@,IND,L 13-17,*,,,,,,,,
31,2006,2006-09-17,2,24.318,ARI,@,SEA,L 10-21,,,,,,,,,
32,2006,2006-09-24,3,24.325,ARI,,STL,L 14-16,,,,,,,,,
33,2006,2006-10-01,4,24.332,ARI,@,ATL,L 10-32,,,,,,,,,
34,2006,2006-10-08,5,24.339,ARI,,KAN,L 20-23,,0,0,2.0,,,0,0,0
35,2006,2006-10-16,6,24.347,ARI,,CHI,L 23-24,*,,,,,,,,
36,2006,2006-10-22,7,24.353,ARI,@,OAK,L 9-22,*,0,0,1.0,,,0,0,0
37,2006,2006-11-12,9,25.009,ARI,,DAL,L 10-27,*,,,,,,,,
38,2006,2006-11-19,10,25.016,ARI,,DET,W 17-10,*,,,,,,,,
39,2006,2006-11-26,11,25.023,ARI,@,MIN,L 26-31,*,0,0,2.0,,,0,0,0
40,2006,2006-12-03,12,25.030,ARI,@,STL,W 34-20,*,,,,,,,,
41,2006,2006-12-10,13,25.037,ARI,,SEA,W 27-21,*,,,,,,,,
42,2006,2006-12-17,14,25.044,ARI,,DEN,L 20-37,*,,,,,,,,
43,2006,2006-12-24,15,25.051,ARI,@,SFO,W 26-20,*,0,0,1.0,,,0,0,0
44,2006,2006-12-31,16,25.058,ARI,@,SDG,L 20-27,*,0,0,2.0,,,0,0,0
45,2007,2007-09-10,1,25.311,ARI,@,SFO,L 17-20,*,0,0,0.5,,,0,0,0
46,2007,2007-09-16,2,25.317,ARI,,SEA,W 23-20,*,,,,,,,,
47,2007,2007-09-23,3,25.324,ARI,@,BAL,L 23-26,*,0,0,2.0,,,0,0,0
48,2007,2007-09-30,4,25.331,ARI,,PIT,W 21-14,*,,,,,,,,
49,2007,2007-10-07,5,25.338,ARI,@,STL,W 34-31,*,,,,,,,,
50,2007,2007-10-14,6,25.345,ARI,,CAR,L 10-25,*,,,,,,,,
51,2007,2007-11-11,9,26.008,ARI,,DET,W 31-21,*,0,0,0.0,,,2,27,0
52,2007,2007-11-18,10,26.015,ARI,@,CIN,W 35-27,*,0,0,0.0,,,1,28,0
53,2007,2007-11-25,11,26.022,ARI,,SFO,L 31-37,*,0,0,1.0,,,0,0,0
54,2007,2007-12-02,12,26.029,ARI,,CLE,W 27-21,*,,,,,,,,
55,2007,2007-12-09,13,26.036,ARI,@,SEA,L 21-42,*,,,,,,,,
56,2007,2007-12-16,14,26.043,ARI,@,NOR,L 24-31,*,,,,,,,,
57,2007,2007-12-23,15,26.050,ARI,,ATL,W 30-27,*,,,,,,,,
58,2007,2007-12-30,16,26.057,ARI,,STL,W 48-19,*,,,,,,,,
59,2008,2008-09-07,1,26.309,ARI,@,SFO,W 23-13,*,0,0,0.0,5,2,0,0,0
60,2008,2008-09-14,2,26.316,ARI,,MIA,W 31-10,*,0,0,0.0,7,1,0,0,0
61,2008,2008-09-21,3,26.323,ARI,@,WAS,L 17-24,*,0,0,1.0,6,3,0,0,0
62,2008,2008-09-28,4,26.330,ARI,@,NYJ,L 35-56,*,0,0,0.0,4,1,0,0,0
63,2008,2008-10-05,5,26.337,ARI,,BUF,W 41-17,*,0,0,1.0,4,3,0,0,0
64,2008,2008-10-12,6,26.344,ARI,,DAL,W 30-24,*,0,0,0.0,6,0,0,0,0
65,2008,2008-10-26,7,26.358,ARI,@,CAR,L 23-27,*,0,0,1.0,6,3,0,0,0
66,2008,2008-11-02,8,26.365,ARI,@,STL,W 34-13,*,0,0,0.0,4,0,0,0,0
67,2008,2008-11-10,9,27.007,ARI,,SFO,W 29-24,*,0,0,0.0,7,3,1,34,0
68,2008,2008-11-16,10,27.013,ARI,@,SEA,W 26-20,*,0,0,0.0,5,0,1,13,0
69,2008,2008-11-23,11,27.020,ARI,,NYG,L 29-37,*,0,0,0.0,7,2,0,0,0
70,2008,2008-11-27,12,27.024,ARI,@,PHI,L 20-48,*,0,0,0.0,7,0,0,0,0
71,2008,2008-12-07,13,27.034,ARI,,STL,W 34-10,*,0,0,0.0,6,2,0,0,0
72,2008,2008-12-14,14,27.041,ARI,,MIN,L 14-35,*,0,0,0.0,8,0,0,0,0
73,2008,2008-12-21,15,27.048,ARI,@,NWE,L 7-47,*,0,0,1.0,7,5,0,0,0
74,2008,2008-12-28,16,27.055,ARI,,SEA,W 34-21,*,0,0,0.0,5,0,0,0,0
75,2009,2009-09-13,1,27.314,ARI,,SFO,L 16-20,*,0,0,0.0,6,0,0,0,0
76,2009,2009-09-20,2,27.321,ARI,@,JAX,W 31-17,*,0,0,0.5,4,2,0,0,0
77,2009,2009-09-27,3,27.328,ARI,,IND,L 10-31,*,0,0,0.0,7,2,0,0,0
78,2009,2009-10-11,4,27.342,ARI,,HOU,W 28-21,*,0,0,0.0,7,0,0,0,0
79,2009,2009-10-18,5,27.349,ARI,@,SEA,W 27-3,*,0,0,0.0,1,0,0,0,0
80,2009,2009-10-25,6,27.356,ARI,@,NYG,W 24-17,*,0,0,0.0,6,4,0,0,0
81,2009,2009-11-01,7,27.363,ARI,,CAR,L 21-34,*,0,0,0.0,7,5,0,0,0
82,2009,2009-11-08,8,28.005,ARI,@,CHI,W 41-21,*,0,0,0.0,6,0,0,0,0
83,2009,2009-11-15,9,28.012,ARI,,SEA,W 31-20,*,0,0,0.5,6,2,0,0,0
84,2009,2009-11-22,10,28.019,ARI,@,STL,W 21-13,*,0,0,0.0,8,1,0,0,0
85,2009,2009-11-29,11,28.026,ARI,@,TEN,L 17-20,*,0,0,0.0,7,1,0,0,0
86,2009,2009-12-06,12,28.033,ARI,,MIN,W 30-17,*,0,0,0.0,7,1,1,11,0
87,2009,2009-12-14,13,28.041,ARI,@,SFO,L 9-24,*,0,0,0.0,7,1,0,0,0
88,2009,2009-12-20,14,28.047,ARI,@,DET,W 31-24,*,0,0,0.0,3,1,0,0,0
89,2009,2009-12-27,15,28.054,ARI,,STL,W 31-10,*,0,0,0.0,7,0,0,0,0
90,2009,2010-01-03,16,28.061,ARI,,GNB,L 7-33,*,,,,,,,,
91,2010,2010-09-12,1,28.313,MIA,@,BUF,W 15-10,*,0,0,1.0,4,4,0,0,0
92,2010,2010-09-19,2,28.320,MIA,@,MIN,W 14-10,*,0,0,0.0,6,3,0,0,0
93,2010,2010-09-26,3,28.327,MIA,,NYJ,L 23-31,*,0,0,0.0,7,1,0,0,0
94,2010,2010-10-04,4,28.335,MIA,,NWE,L 14-41,*,0,0,0.0,4,0,0,0,0
95,2010,2010-10-17,5,28.348,MIA,@,GNB,W 23-20,*,0,0,0.0,4,0,0,0,0
96,2010,2010-10-24,6,28.355,MIA,,PIT,L 22-23,*,0,0,0.0,6,2,0,0,0
97,2010,2010-10-31,7,28.362,MIA,@,CIN,W 22-14,*,0,0,0.0,5,3,0,0,0
98,2010,2010-11-07,8,29.004,MIA,@,BAL,L 10-26,*,0,0,0.0,10,0,0,0,0
99,2010,2010-11-14,9,29.011,MIA,,TEN,W 29-17,*,0,0,0.0,6,2,0,0,0
100,2010,2010-11-18,10,29.015,MIA,,CHI,L 0-16,*,0,0,1.0,10,0,0,0,0
101,2010,2010-11-28,11,29.025,MIA,@,OAK,W 33-17,,0,0,0.0,2,0,0,0,0
102,2010,2010-12-05,12,29.032,MIA,,CLE,L 10-13,*,0,0,0.0,3,0,0,0,0
