ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2008,2008-09-07,1,21.080,PIT,,HOU,W 38-17,,10,28,2.80,0,0,0,0,,0,0.0%,,2,46,23.00,0,,0,0,0.0,0,0
2,2008,2008-09-14,2,21.087,PIT,@,CLE,W 10-6,,0,0,,0,0,0,0,,0,0.0%,,2,21,10.50,0,,0,0,0.0,0,0
3,2008,2008-09-21,3,21.094,PIT,@,PHI,L 6-15,,0,0,,0,2,1,11,11.00,0,50.0%,5.50,2,48,24.00,0,,0,0,0.0,0,0
4,2008,2008-09-29,4,21.102,PIT,,BAL,W 23-20,*,9,30,3.33,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,0,0
5,2009,2009-09-10,1,22.083,PIT,,TEN,W 13-10,,4,6,1.50,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
6,2009,2009-09-20,2,22.093,PIT,@,CHI,L 14-17,,3,39,13.00,0,1,1,13,13.00,0,100.0%,13.00,0,0,,0,,0,0,0.0,0,0
7,2009,2009-09-27,3,22.100,PIT,@,CIN,L 20-23,,0,0,,0,0,0,0,,0,0.0%,,1,8,8.00,0,,0,0,0.0,0,0
8,2009,2009-10-04,4,22.107,PIT,,SDG,W 38-28,*,29,165,5.69,2,2,2,26,13.00,0,100.0%,13.00,0,0,,0,,2,12,0.0,0,0
9,2009,2009-10-11,5,22.114,PIT,@,DET,W 28-20,*,15,77,5.13,1,2,2,16,8.00,0,100.0%,8.00,0,0,,0,,1,6,0.0,0,0
10,2009,2009-10-18,6,22.121,PIT,,CLE,W 27-14,*,17,62,3.65,1,2,2,15,7.50,0,100.0%,7.50,0,0,,0,,1,6,0.0,0,0
11,2009,2009-10-25,7,22.128,PIT,,MIN,W 27-17,*,10,69,6.90,0,2,1,-1,-1.00,0,50.0%,-0.50,0,0,,0,,0,0,0.0,0,0
12,2009,2009-11-09,8,22.143,PIT,@,DEN,W 28-10,*,22,155,7.05,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,,0,0,0.0,1,0
13,2009,2009-11-15,9,22.149,PIT,,CIN,L 12-18,*,13,36,2.77,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,,0,0,0.0,0,0
14,2009,2009-11-22,10,22.156,PIT,@,KAN,L 24-27,*,21,80,3.81,0,5,4,36,9.00,1,80.0%,7.20,0,0,,0,,1,6,0.0,1,0
