ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2007,2007-09-09,1,22.112,ATL,@,MIN,L 3-24,*,4,3,32,10.67,0,75.0%,8.00,0,0,,0,0,0,0.0,,
2,2007,2007-09-23,3,22.126,ATL,,CAR,L 20-27,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
3,2007,2007-09-30,4,22.133,ATL,,HOU,W 26-16,*,4,4,31,7.75,0,100.0%,7.75,0,0,,0,0,0,0.0,,
4,2007,2007-10-07,5,22.140,ATL,@,TEN,L 13-20,,7,4,27,6.75,0,57.1%,3.86,0,0,,0,0,0,0.0,,
5,2007,2007-10-15,6,22.148,ATL,,NYG,L 10-31,,7,1,8,8.00,0,14.3%,1.14,0,0,,0,0,0,0.0,,
6,2007,2007-10-21,7,22.154,ATL,@,NOR,L 16-22,,5,3,53,17.67,0,60.0%,10.60,0,0,,0,0,0,0.0,,
7,2007,2007-11-04,8,22.168,ATL,,SFO,W 20-16,,3,1,10,10.00,0,33.3%,3.33,0,0,,0,0,0,0.0,,
8,2007,2007-11-11,9,22.175,ATL,@,CAR,W 20-13,*,5,5,32,6.40,0,100.0%,6.40,0,0,,0,0,0,0.0,,
9,2007,2007-11-18,10,22.182,ATL,,TAM,L 7-31,*,7,2,43,21.50,0,28.6%,6.14,0,0,,0,0,0,0.0,,
10,2007,2007-11-22,11,22.186,ATL,,IND,L 13-31,*,5,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
11,2007,2007-12-02,12,22.196,ATL,@,STL,L 16-28,,6,2,10,5.00,0,33.3%,1.67,0,0,,0,0,0,0.0,,
12,2007,2007-12-10,13,22.204,ATL,,NOR,L 14-34,,4,3,48,16.00,0,75.0%,12.00,0,0,,0,0,0,0.0,,
13,2007,2007-12-16,14,22.210,ATL,@,TAM,L 3-37,,2,1,18,18.00,0,50.0%,9.00,0,0,,0,0,0,0.0,,
14,2007,2007-12-23,15,22.217,ATL,@,ARI,L 27-30,*,10,7,114,16.29,1,70.0%,11.40,0,0,,0,1,6,0.0,,
15,2007,2007-12-30,16,22.224,ATL,,SEA,W 44-41,,3,1,11,11.00,0,33.3%,3.67,0,0,,0,0,0,0.0,,
16,2008,2008-09-07,1,23.110,ATL,,DET,W 34-21,,,,,,,0.0%,,,,,,,,,,
17,2008,2008-09-14,2,23.117,ATL,@,TAM,L 9-24,,5,4,45,11.25,0,80.0%,9.00,0,0,,0,0,0,0.0,0,0
18,2008,2008-09-21,3,23.124,ATL,,KAN,W 38-14,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0
19,2008,2008-11-02,8,23.166,ATL,@,OAK,W 24-0,,,,,,,0.0%,,,,,,,,,,
20,2008,2008-11-09,9,23.173,ATL,,NOR,W 34-20,,,,,,,0.0%,,,,,,,,,,
21,2008,2008-11-16,10,23.180,ATL,,DEN,L 20-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
22,2009,2009-09-13,1,24.116,STL,@,SEA,L 0-28,*,10,5,87,17.40,0,50.0%,8.70,0,0,,0,0,0,0.0,0,0
23,2009,2009-09-20,2,24.123,STL,@,WAS,L 7-9,*,9,6,54,9.00,1,66.7%,6.00,0,0,,0,1,6,0.0,0,0
