ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,def_int,def_int_yds,def_int_td
1,2000,2000-09-04,1,21.004,STL,,DEN,W 41-36,,,,
2,2000,2000-09-10,2,21.010,STL,@,SEA,W 37-34,,,,
3,2000,2000-09-17,3,21.017,STL,,SFO,W 41-24,,,,
4,2000,2000-09-24,4,21.024,STL,@,ATL,W 41-20,,,,
5,2000,2000-10-01,5,21.031,STL,,SDG,W 57-31,,1,0,0
6,2000,2000-10-15,6,21.045,STL,,ATL,W 45-29,,,,
7,2000,2000-10-22,7,21.052,STL,@,KAN,L 34-54,,,,
8,2000,2000-10-29,8,21.059,STL,@,SFO,W 34-24,,,,
9,2000,2000-11-05,9,21.066,STL,,CAR,L 24-27,*,,,
10,2000,2000-11-12,10,21.073,STL,@,NYG,W 38-24,,,,
11,2000,2000-11-20,11,21.081,STL,,WAS,L 20-33,,,,
12,2000,2000-12-03,13,21.094,STL,@,CAR,L 3-16,,,,
13,2000,2000-12-10,14,21.101,STL,,MIN,W 40-29,,,,
14,2000,2000-12-18,15,21.109,STL,@,TAM,L 35-38,,,,
15,2000,2000-12-24,16,21.115,STL,@,NOR,W 26-21,,,,
16,2001,2001-09-23,2,22.023,STL,@,SFO,W 30-26,,,,
17,2001,2001-09-30,3,22.030,STL,,MIA,W 42-10,,,,
18,2001,2001-10-08,4,22.038,STL,@,DET,W 35-0,,,,
19,2001,2001-10-14,5,22.044,STL,,NYG,W 15-14,,,,
20,2001,2001-10-21,6,22.051,STL,@,NYJ,W 34-14,,,,
21,2001,2001-10-28,7,22.058,STL,,NOR,L 31-34,,,,
22,2001,2001-11-11,8,22.072,STL,,CAR,W 48-14,,,,
23,2003,2003-09-04,1,24.004,NYJ,@,WAS,L 13-16,,,,
24,2003,2003-09-14,2,24.014,NYJ,,MIA,L 10-21,,,,
25,2003,2003-09-21,3,24.021,NYJ,@,NWE,L 16-23,,,,
26,2003,2003-09-28,4,24.028,NYJ,,DAL,L 6-17,,,,
27,2003,2003-11-02,8,24.063,DET,,OAK,W 23-13,,,,
28,2003,2003-11-09,9,24.070,DET,,CHI,W 12-10,,,,
29,2003,2003-11-16,10,24.077,DET,@,SEA,L 14-35,,,,
30,2003,2003-11-23,11,24.084,DET,@,MIN,L 14-24,,,,
