ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
16,2012,2012-12-30,16,24.156,MIA,@,NWE,L 0-28,*,20,35,57.14,235,0,1,65.8,7,26,6.71,5.43,2,8,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
17,2013,2013-09-08,1,25.043,MIA,@,CLE,W 23-10,*,24,38,63.16,272,1,1,82.3,4,17,7.16,6.50,5,3,0.60,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
18,2013,2013-09-15,2,25.050,MIA,@,IND,W 24-20,*,23,34,67.65,319,1,0,107.4,5,22,9.38,9.97,4,1,0.25,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
19,2013,2013-09-22,3,25.057,MIA,,ATL,W 27-23,*,24,35,68.57,236,2,1,94.5,5,41,6.74,6.60,2,7,3.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
20,2013,2013-09-30,4,25.065,MIA,@,NOR,L 17-38,*,22,35,62.86,249,1,3,57.9,4,33,7.11,3.83,4,48,12.00,0,0,0,0,,0,0.0%,,0,0,0.0,1,0
21,2013,2013-10-06,5,25.071,MIA,,BAL,L 23-26,*,21,40,52.50,307,1,0,86.1,6,35,7.68,8.18,2,6,3.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
22,2013,2013-10-20,6,25.085,MIA,,BUF,L 21-23,*,19,37,51.35,194,3,2,71.2,2,21,5.24,4.43,3,5,1.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
23,2013,2013-10-27,7,25.092,MIA,@,NWE,L 17-27,*,22,42,52.38,192,2,2,60.8,6,47,4.57,3.38,1,12,12.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
24,2013,2013-10-31,8,25.096,MIA,,CIN,W 22-20,*,20,28,71.43,208,0,0,92.6,3,20,7.43,7.43,1,1,1.00,1,0,0,0,,0,0.0%,,1,6,0.0,1,0
25,2013,2013-11-11,9,25.107,MIA,@,TAM,L 19-22,*,27,42,64.29,229,2,1,84.3,2,18,5.45,5.33,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
26,2013,2013-11-17,10,25.113,MIA,,SDG,W 20-16,*,22,35,62.86,268,1,1,84.0,4,29,7.66,6.94,4,21,5.25,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
27,2013,2013-11-24,11,25.120,MIA,,CAR,L 16-20,*,28,42,66.67,310,1,1,86.4,3,30,7.38,6.79,4,36,9.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
28,2013,2013-12-01,12,25.127,MIA,@,NYJ,W 23-3,*,28,43,65.12,331,2,1,94.2,1,3,7.70,7.58,3,22,7.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
29,2013,2013-12-08,13,25.134,MIA,@,PIT,W 34-28,*,20,33,60.61,200,3,1,95.5,2,14,6.06,6.52,3,56,18.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
30,2013,2013-12-15,14,25.141,MIA,,NWE,W 24-20,*,25,37,67.57,312,3,0,120.6,4,23,8.43,10.05,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
31,2013,2013-12-22,15,25.148,MIA,@,BUF,L 0-19,*,10,27,37.04,82,0,0,45.6,7,46,3.04,3.04,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
32,2013,2013-12-29,16,25.155,MIA,,NYJ,L 7-20,*,20,40,50.00,204,1,3,42.1,0,0,5.10,2.23,2,19,9.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
33,2014,2014-09-07,1,26.042,MIA,,NWE,W 33-20,*,18,32,56.25,178,2,1,79.9,1,9,5.56,5.41,3,-2,-0.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
34,2014,2014-09-14,2,26.049,MIA,@,BUF,L 10-29,*,31,49,63.27,241,1,1,73.6,4,31,4.92,4.41,4,11,2.75,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
35,2014,2014-09-21,3,26.056,MIA,,KAN,L 15-34,*,21,43,48.84,205,1,0,70.4,4,14,4.77,5.23,1,9,9.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
36,2014,2014-09-28,4,26.063,MIA,@,OAK,W 38-14,*,23,31,74.19,278,2,1,109.3,0,0,8.97,8.81,5,35,7.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
37,2014,2014-10-12,5,26.077,MIA,,GNB,L 24-27,*,20,31,64.52,244,2,2,83.3,1,7,7.87,6.26,3,49,16.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
38,2014,2014-10-19,6,26.084,MIA,@,CHI,W 27-14,*,25,32,78.13,277,2,0,123.6,4,21,8.66,9.91,6,48,8.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
39,2014,2014-10-26,7,26.091,MIA,@,JAX,W 27-13,*,16,29,55.17,196,1,1,73.3,3,18,6.76,5.90,5,48,9.60,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
40,2014,2014-11-02,8,26.098,MIA,,SDG,W 37-0,*,24,34,70.59,288,3,0,125.6,0,0,8.47,10.24,4,47,11.75,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
41,2014,2014-11-09,9,26.105,MIA,@,DET,L 16-20,*,27,38,71.05,207,1,1,81.8,3,29,5.45,4.79,2,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,1,0
42,2014,2014-11-13,10,26.109,MIA,,BUF,W 22-9,*,26,34,76.47,240,2,0,114.8,5,35,7.06,8.24,4,16,4.00,0,1,1,-4,-4.00,0,100.0%,-4.00,0,0,0.0,0,0
43,2014,2014-11-23,11,26.119,MIA,@,DEN,L 36-39,*,26,36,72.22,228,3,1,104.9,1,12,6.33,6.75,4,15,3.75,1,0,0,0,,0,0.0%,,1,6,0.0,1,0
44,2014,2014-12-01,12,26.127,MIA,@,NYJ,W 16-13,*,25,35,71.43,235,0,1,77.7,2,18,6.71,5.43,4,13,3.25,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
45,2014,2014-12-07,13,26.133,MIA,,BAL,L 13-28,*,23,33,69.70,227,1,0,98.9,6,41,6.88,7.48,2,6,3.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
46,2014,2014-12-14,14,26.140,MIA,@,NWE,L 13-41,*,29,47,61.70,346,1,2,73.5,4,38,7.36,5.87,3,21,7.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
47,2014,2014-12-21,15,26.147,MIA,,MIN,W 37-35,*,35,47,74.47,396,4,1,118.8,1,13,8.43,9.17,6,-5,-0.83,0,0,0,0,,0,0.0%,,0,0,0.0,1,0
48,2014,2014-12-28,16,26.154,MIA,,NYJ,L 24-37,*,23,39,58.97,259,1,0,87.4,7,51,6.64,7.15,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
49,2015,2015-09-13,1,27.048,MIA,@,WAS,W 17-10,*,22,34,64.71,226,1,0,93.5,3,44,6.65,7.24,3,7,2.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
50,2015,2015-09-20,2,27.055,MIA,@,JAX,L 20-23,*,30,44,68.18,359,2,0,108.0,2,15,8.16,9.07,3,17,5.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
51,2015,2015-09-27,3,27.062,MIA,,BUF,L 14-41,*,26,49,53.06,297,2,3,59.7,2,8,6.06,4.12,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
52,2015,2015-10-04,4,27.069,MIA,,NYJ,L 14-27,*,19,44,43.18,198,2,2,53.0,3,31,4.50,3.36,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
53,2015,2015-10-18,5,27.083,MIA,@,TEN,W 38-10,*,22,29,75.86,266,2,2,97.8,2,12,9.17,7.45,2,14,7.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
54,2015,2015-10-25,6,27.090,MIA,,HOU,W 44-26,*,18,19,94.74,282,4,0,158.3,4,41,14.84,19.05,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
55,2015,2015-10-29,7,27.094,MIA,@,NWE,L 7-36,*,28,44,63.64,300,0,2,64.6,5,45,6.82,4.77,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
56,2015,2015-11-08,8,27.104,MIA,@,BUF,L 17-33,*,26,35,74.29,307,0,0,100.5,2,27,8.77,8.77,2,3,1.50,0,1,1,9,9.00,0,100.0%,9.00,0,0,0.0,0,0
57,2015,2015-11-15,9,27.111,MIA,@,PHI,W 20-19,*,21,36,58.33,217,2,0,94.3,4,27,6.03,7.14,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
58,2015,2015-11-22,10,27.118,MIA,,DAL,L 14-24,*,13,24,54.17,188,2,1,90.3,3,48,7.83,7.63,3,13,4.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
59,2015,2015-11-29,11,27.125,MIA,@,NYJ,L 20-38,*,33,58,56.90,351,3,1,84.8,3,30,6.05,6.31,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
60,2015,2015-12-06,12,27.132,MIA,,BAL,W 15-13,*,9,19,47.37,86,1,0,78.0,1,4,4.53,5.58,1,11,11.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
61,2015,2015-12-14,13,27.140,MIA,,NYG,L 24-31,*,25,41,60.98,236,1,0,85.0,1,1,5.76,6.24,4,24,6.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
62,2015,2015-12-20,14,27.146,MIA,@,SDG,L 14-30,*,20,34,58.82,216,0,0,77.6,3,29,6.35,6.35,3,4,1.33,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
63,2015,2015-12-27,15,27.153,MIA,,IND,L 12-18,*,26,38,68.42,329,0,1,84.2,6,50,8.66,7.47,1,28,28.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
64,2015,2016-01-03,16,27.160,MIA,,NWE,W 20-10,*,25,38,65.79,350,2,0,112.8,1,8,9.21,10.26,3,17,5.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
65,2016,2016-09-11,1,28.046,MIA,@,SEA,L 10-12,*,16,29,55.17,186,0,0,74.8,5,36,6.41,6.41,5,17,3.40,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
66,2016,2016-09-18,2,28.053,MIA,@,NWE,L 24-31,*,32,45,71.11,387,2,2,93.5,0,0,8.60,7.49,6,35,5.83,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
67,2016,2016-09-25,3,28.060,MIA,,CLE,W 30-24,*,25,39,64.10,319,3,2,93.9,1,8,8.18,7.41,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
68,2016,2016-09-29,4,28.064,MIA,@,CIN,L 7-22,*,15,25,60.00,189,1,1,80.2,5,29,7.56,6.56,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
69,2016,2016-10-09,5,28.074,MIA,,TEN,L 17-30,*,12,18,66.67,191,0,2,62.3,6,42,10.61,5.61,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
70,2016,2016-10-16,6,28.081,MIA,,PIT,W 30-15,*,24,32,75.00,252,0,0,97.4,0,0,7.88,7.88,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
71,2016,2016-10-23,7,28.088,MIA,,BUF,W 28-25,*,15,25,60.00,204,1,0,99.4,1,6,8.16,8.96,6,21,3.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
72,2016,2016-11-06,8,28.102,MIA,,NYJ,W 27-23,*,17,28,60.71,149,1,0,86.8,1,12,5.32,6.04,2,-3,-1.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
73,2016,2016-11-13,9,28.109,MIA,@,SDG,W 31-24,*,17,24,70.83,240,2,0,130.6,1,9,10.00,11.67,3,16,5.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
74,2016,2016-11-20,10,28.116,MIA,@,LAR,W 14-10,*,24,34,70.59,172,2,1,89.3,4,30,5.06,4.91,2,19,9.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
75,2016,2016-11-27,11,28.123,MIA,,SFO,W 31-24,*,20,30,66.67,285,3,0,130.6,2,22,9.50,11.50,6,34,5.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
76,2016,2016-12-04,12,28.130,MIA,@,BAL,L 6-38,*,29,40,72.50,226,1,3,63.1,2,11,5.65,2.78,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
77,2016,2016-12-11,13,28.137,MIA,,ARI,W 26-23,*,15,20,75.00,195,3,1,124.0,1,11,9.75,10.50,5,20,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
78,2018,2018-09-09,1,30.044,MIA,,TEN,W 27-20,*,20,28,71.43,230,2,2,89.9,1,8,8.21,6.43,4,4,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
79,2018,2018-09-16,2,30.051,MIA,@,NYJ,W 20-12,*,17,23,73.91,168,2,0,123.1,4,46,7.30,9.04,8,44,5.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
80,2018,2018-09-23,3,30.058,MIA,,OAK,W 28-20,*,17,23,73.91,289,3,0,155.3,1,9,12.57,15.17,3,26,8.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
