ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2010,2010-09-12,1,22.186,DAL,@,WAS,L 7-13,,,,,,,,,,,
2,2010,2010-09-19,2,22.193,DAL,,CHI,L 20-27,,0,0,,0,0.0,0,1,0,0,0
3,2010,2010-09-26,3,22.200,DAL,@,HOU,W 27-13,,0,0,,0,0.0,0,0,1,0,0
4,2010,2010-10-10,4,22.214,DAL,,TEN,L 27-34,,0,0,,0,0.0,1,0,0,0,0
5,2010,2010-10-17,5,22.221,DAL,@,MIN,L 21-24,,0,0,,0,0.0,0,0,0,0,0
6,2010,2010-10-25,6,22.229,DAL,,NYG,L 35-41,,0,0,,0,0.0,0,1,0,0,0
7,2010,2010-10-31,7,22.235,DAL,,JAX,L 17-35,,,,,,,,,,,
8,2010,2010-11-07,8,22.242,DAL,@,GNB,L 7-45,,0,0,,0,0.0,0,0,0,0,0
9,2010,2010-11-14,9,22.249,DAL,@,NYG,W 33-20,,0,0,,0,0.0,0,2,0,0,0
10,2010,2010-11-21,10,22.256,DAL,,DET,W 35-19,,0,0,,0,0.0,1,0,0,0,0
11,2010,2010-11-25,11,22.260,DAL,,NOR,L 27-30,,,,,,,,,,,
12,2010,2010-12-05,12,22.270,DAL,@,IND,W 38-35,,0,0,,0,0.0,0,0,0,0,0
13,2010,2010-12-12,13,22.277,DAL,,PHI,L 27-30,,0,0,,0,0.0,0,0,0,0,0
14,2010,2010-12-19,14,22.284,DAL,,WAS,W 33-30,,0,0,,0,0.0,1,1,0,0,0
15,2010,2010-12-25,15,22.290,DAL,@,ARI,L 26-27,,0,0,,0,0.0,0,1,0,0,0
16,2010,2011-01-02,16,22.298,DAL,@,PHI,W 14-13,,0,0,,0,0.0,0,0,0,0,0
17,2011,2011-09-11,1,23.185,DAL,@,NYJ,L 24-27,,0,0,,0,1.0,1,0,0,0,0
18,2011,2011-09-18,2,23.192,DAL,@,SFO,W 27-24,,0,0,,0,0.0,0,0,0,0,0
19,2011,2011-09-26,3,23.200,DAL,,WAS,W 18-16,,0,0,,0,0.0,0,0,0,0,0
20,2011,2011-10-02,4,23.206,DAL,,DET,L 30-34,,0,0,,0,0.0,0,2,0,0,0
21,2011,2011-10-16,5,23.220,DAL,@,NWE,L 16-20,,0,0,,0,0.0,0,1,0,0,0
