ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
22,2011,2011-10-23,6,23.227,DAL,,STL,W 34-7,,,,,,,,,,,
23,2011,2011-10-30,7,23.234,DAL,@,PHI,L 7-34,,0,0,,0,0.0,0,0,0,0,0
24,2011,2011-11-06,8,23.241,DAL,,SEA,W 23-13,,0,0,,0,0.0,0,0,0,0,0
25,2011,2011-11-13,9,23.248,DAL,,BUF,W 44-7,,0,0,,0,0.0,1,0,0,0,0
26,2011,2011-11-20,10,23.255,DAL,@,WAS,W 27-24,,,,,,,,,,,
27,2011,2011-11-24,11,23.259,DAL,,MIA,W 20-19,,,,,,,,,,,
28,2011,2011-12-04,12,23.269,DAL,@,ARI,L 13-19,,0,0,,0,0.0,1,0,0,0,0
29,2011,2011-12-11,13,23.276,DAL,,NYG,L 34-37,,0,0,,0,0.0,1,0,0,0,0
30,2011,2011-12-17,14,23.282,DAL,@,TAM,W 31-15,,,,,,,,,,,
31,2012,2012-09-16,2,24.190,DAL,@,SEA,L 7-27,,0,0,,0,0.0,3,3,0,0,0
32,2012,2012-09-23,3,24.197,DAL,,TAM,W 16-10,,,,,,,,,,,
33,2012,2012-10-01,4,24.205,DAL,,CHI,L 18-34,*,0,0,,0,0.0,4,2,0,0,0
34,2012,2012-10-14,5,24.218,DAL,@,BAL,L 29-31,*,0,0,,0,0.0,4,1,0,0,0
35,2012,2012-10-21,6,24.225,DAL,@,CAR,W 19-14,*,0,0,,0,0.0,2,2,0,0,0
36,2012,2012-10-28,7,24.232,DAL,,NYG,L 24-29,*,0,0,,0,0.0,2,1,1,0,0
37,2012,2012-11-04,8,24.239,DAL,@,ATL,L 13-19,*,0,0,,0,0.0,4,3,0,0,0
38,2012,2012-11-11,9,24.246,DAL,@,PHI,W 38-23,,0,0,,0,0.0,3,0,0,0,0
39,2012,2012-11-18,10,24.253,DAL,,CLE,W 23-20,*,0,0,,0,0.0,6,0,0,0,0
40,2012,2012-11-22,11,24.257,DAL,,WAS,L 31-38,*,0,0,,0,0.0,1,0,0,0,0
41,2012,2012-12-02,12,24.267,DAL,,PHI,W 38-33,*,0,0,,0,0.0,7,3,0,0,0
42,2012,2012-12-09,13,24.274,DAL,@,CIN,W 20-19,*,0,0,,0,0.0,3,2,0,0,0
43,2012,2012-12-16,14,24.281,DAL,,PIT,W 27-24,*,0,0,,0,0.0,4,2,0,0,0
44,2012,2012-12-23,15,24.288,DAL,,NOR,L 31-34,,,,,,,,,,,
45,2012,2012-12-30,16,24.295,DAL,@,WAS,L 18-28,,0,0,,0,0.0,0,1,0,0,0
46,2013,2013-09-15,2,25.189,DAL,@,KAN,L 16-17,,0,0,,0,0.0,2,0,0,0,0
47,2013,2013-09-22,3,25.196,DAL,,STL,W 31-7,,0,0,,0,0.0,0,1,0,0,0
48,2013,2013-09-29,4,25.203,DAL,@,SDG,L 21-30,,,,,,,,,,,
49,2013,2013-10-06,5,25.210,DAL,,DEN,L 48-51,,,,,,,,,,,
50,2013,2013-10-13,6,25.217,DAL,,WAS,W 31-16,,,,,,,,,,,
51,2013,2013-10-20,7,25.224,DAL,@,PHI,W 17-3,,,,,,,,,,,
52,2013,2013-10-27,8,25.231,DAL,@,DET,L 30-31,,,,,,,,,,,
53,2013,2013-11-03,9,25.238,DAL,,MIN,W 27-23,,0,0,,0,0.0,1,0,0,0,0
54,2013,2013-11-10,10,25.245,DAL,@,NOR,L 17-49,,,,,,,,,,,
55,2013,2013-11-24,11,25.259,DAL,@,NYG,W 24-21,,0,0,,0,0.0,1,0,0,0,0
56,2013,2013-11-28,12,25.263,DAL,,OAK,W 31-24,,,,,,,,,,,
57,2013,2013-12-09,13,25.274,DAL,@,CHI,L 28-45,,0,0,,0,0.0,2,0,0,0,0
58,2013,2013-12-15,14,25.280,DAL,,GNB,L 36-37,,,,,,,,,,,
59,2013,2013-12-22,15,25.287,DAL,@,WAS,W 24-23,,,,,,,,,,,
60,2013,2013-12-29,16,25.294,DAL,,PHI,L 22-24,,0,0,,0,0.0,1,0,0,0,0
61,2014,2014-09-07,1,26.181,CHI,,BUF,L 20-23,,0,0,,0,0.0,2,0,0,0,0
62,2014,2014-09-14,2,26.188,CHI,@,SFO,W 28-20,,0,0,,0,0.0,3,0,0,0,0
63,2014,2014-09-22,3,26.196,CHI,@,NYJ,W 27-19,,0,0,,0,0.0,5,5,0,0,0
64,2014,2014-09-28,4,26.202,CHI,,GNB,L 17-38,,,,,,,,,,,
65,2014,2014-10-05,5,26.209,CHI,@,CAR,L 24-31,,0,0,,0,0.0,2,2,0,0,0
66,2014,2014-10-12,6,26.216,CHI,@,ATL,W 27-13,,,,,,,,,,,
67,2014,2014-10-19,7,26.223,CHI,,MIA,L 14-27,,0,0,,0,0.0,1,0,0,0,0
68,2014,2014-11-09,9,26.244,CHI,@,GNB,L 14-55,,,,,,,,,,,
69,2014,2014-11-16,10,26.251,CHI,,MIN,W 21-13,,,,,,,,,,,
70,2014,2014-11-23,11,26.258,CHI,,TAM,W 21-13,,,,,,,,,,,
71,2014,2014-11-27,12,26.262,CHI,@,DET,L 17-34,,0,0,,0,0.0,2,0,0,0,0
72,2014,2014-12-04,13,26.269,CHI,,DAL,L 28-41,,,,,,,,,,,
73,2014,2014-12-15,14,26.280,CHI,,NOR,L 15-31,,1,2,2.00,0,0.0,1,0,0,0,0
74,2014,2014-12-21,15,26.286,CHI,,DET,L 14-20,,,,,,,,,,,
75,2014,2014-12-28,16,26.293,CHI,@,MIN,L 9-13,,0,0,,0,0.0,1,0,0,0,0
76,2015,2015-09-13,1,27.187,DAL,,NYG,W 27-26,,0,0,,0,0.0,0,0,0,0,0
77,2015,2015-09-20,2,27.194,DAL,@,PHI,W 20-10,,0,0,,0,0.0,0,0,0,0,0
78,2015,2015-09-27,3,27.201,DAL,,ATL,L 28-39,,0,0,,0,0.0,0,0,0,0,0
79,2015,2015-10-04,4,27.208,DAL,@,NOR,L 20-26,,0,0,,0,0.0,0,0,0,0,0
80,2015,2015-10-11,5,27.215,DAL,,NWE,L 6-30,,0,0,,0,0.0,0,0,0,0,0
81,2015,2015-10-25,6,27.229,DAL,@,NYG,L 20-27,,0,0,,0,0.0,0,0,0,0,0
82,2015,2015-11-01,7,27.236,DAL,,SEA,L 12-13,,0,0,,0,0.0,0,0,0,0,0
83,2015,2015-11-08,8,27.243,DAL,,PHI,L 27-33,,0,0,,0,0.0,0,0,0,0,0
84,2015,2015-11-15,9,27.250,DAL,@,TAM,L 6-10,,0,0,,0,0.0,0,0,0,0,0
85,2015,2015-11-22,10,27.257,DAL,@,MIA,W 24-14,,0,0,,0,0.0,0,0,0,0,0
86,2015,2015-11-26,11,27.261,DAL,,CAR,L 14-33,,0,0,,0,0.0,0,0,0,0,0
87,2015,2015-12-07,12,27.272,DAL,@,WAS,W 19-16,,0,0,,0,0.0,0,0,0,0,0
88,2015,2015-12-13,13,27.278,DAL,@,GNB,L 7-28,,0,0,,0,0.0,0,0,0,0,0
89,2015,2015-12-19,14,27.284,DAL,,NYJ,L 16-19,,0,0,,0,0.0,1,0,0,0,0
90,2015,2015-12-27,15,27.292,DAL,@,BUF,L 6-16,,0,0,,0,0.0,0,0,0,0,0
91,2015,2016-01-03,16,27.299,DAL,,WAS,L 23-34,,0,0,,0,0.0,0,0,0,0,0
