ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1986,1986-09-08,1,22.235,NYG,@,DAL,L 28-31,2,50,25.00,0,1,3,3.00,0,0,0,0.0,0,0,0
2,1986,1986-09-14,2,22.241,NYG,,SDG,W 20-7,0,0,,0,1,2,2.00,0,0,0,0.0,1,0,0
3,1986,1986-09-21,3,22.248,NYG,@,RAI,W 14-9,1,16,16.00,0,0,0,,0,0,0,0.0,0,0,0
4,1986,1986-09-28,4,22.255,NYG,,NOR,W 20-17,2,35,17.50,0,1,6,6.00,0,0,0,0.0,0,0,0
5,1986,1986-10-05,5,22.262,NYG,@,STL,W 13-6,1,24,24.00,0,0,0,,0,0,0,0.0,0,0,0
6,1986,1986-10-12,6,22.269,NYG,,PHI,W 35-3,1,13,13.00,0,0,0,,0,0,0,0.0,0,0,0
7,1986,1986-10-19,7,22.276,NYG,@,SEA,L 12-17,2,27,13.50,0,0,0,,0,0,0,0.0,0,0,0
8,1986,1986-10-27,8,22.284,NYG,,WAS,W 27-20,0,0,,0,0,0,,0,,,,,,
9,1986,1986-11-02,9,22.290,NYG,,DAL,W 17-14,1,22,22.00,0,0,0,,0,0,0,0.0,0,0,0
10,1986,1986-11-09,10,22.297,NYG,@,PHI,W 17-14,1,17,17.00,0,0,0,,0,0,0,0.0,0,0,0
11,1986,1986-11-16,11,22.304,NYG,@,MIN,W 22-20,0,0,,0,0,0,,0,,,,,,
12,1986,1986-11-23,12,22.311,NYG,,DEN,W 19-16,0,0,,0,0,0,,0,,,,,,
13,1986,1986-12-01,13,22.319,NYG,@,SFO,W 21-17,0,0,,0,0,0,,0,,,,,,
14,1986,1986-12-14,15,22.332,NYG,,STL,W 27-7,0,0,,0,0,0,,0,,,,,,
15,1986,1986-12-20,16,22.338,NYG,,GNB,W 55-24,0,0,,0,0,0,,0,,,,,,
16,1987,1987-09-14,1,23.241,NYG,@,CHI,L 19-34,,,,,,,,,,,,,,
17,1987,1987-09-20,2,23.247,NYG,,DAL,L 14-16,,,,,,,,,,,,,,
18,1987,1987-10-25,6,23.282,NYG,,STL,W 30-7,0,0,,0,0,0,,0,0,0,0.0,1,0,0
19,1987,1987-11-02,7,23.290,NYG,@,DAL,L 24-33,,,,,,,,,,,,,,
20,1987,1987-11-08,8,23.296,NYG,,NWE,W 17-10,,,,,,,,,,,,,,
21,1987,1987-11-15,9,23.303,NYG,@,PHI,W 20-17,,,,,,,,,,,,,,
22,1987,1987-11-22,10,23.310,NYG,@,NOR,L 14-23,,,,,,,,,,,,,,
23,1987,1987-11-29,11,23.317,NYG,@,WAS,L 19-23,0,0,,0,0,0,,0,0,0,0.0,1,28,0
24,1987,1987-12-06,12,23.324,NYG,,PHI,W 23-20,0,0,,0,0,0,,0,0,0,0.5,0,0,0
25,1987,1987-12-13,13,23.331,NYG,@,STL,L 24-27,0,0,,0,0,0,,0,0,0,1.0,0,0,0
26,1987,1987-12-19,14,23.337,NYG,,GNB,W 20-10,,,,,,,,,,,,,,
27,1988,1988-09-05,1,24.233,NYG,,WAS,W 27-20,0,0,,0,,,,,,,,,,
28,1988,1988-09-11,2,24.239,NYG,,SFO,L 17-20,0,0,,0,,,,,,,,,,
29,1988,1988-09-18,3,24.246,NYG,@,DAL,W 12-10,0,0,,0,,,,,,,,,,
30,1988,1988-09-25,4,24.253,NYG,,RAM,L 31-45,0,0,,0,,,,,,,,,,
31,1988,1988-10-02,5,24.260,NYG,@,WAS,W 24-23,0,0,,0,0,0,,0,0,0,0.0,1,13,0
32,1988,1988-10-10,6,24.268,NYG,@,PHI,L 13-24,1,13,13.00,0,0,0,,0,0,0,0.0,0,0,0
33,1988,1988-10-16,7,24.274,NYG,,DET,W 30-10,1,26,26.00,0,0,0,,0,0,0,0.0,0,0,0
34,1988,1988-10-23,8,24.281,NYG,@,ATL,W 23-16,2,28,14.00,0,0,0,,0,0,0,0.0,0,0,0
35,1988,1988-10-30,9,24.288,NYG,@,DET,W 13-10,0,0,,0,,,,,,,,,,
36,1988,1988-11-06,10,24.295,NYG,,DAL,W 29-21,0,0,,0,,,,,,,,,,
37,1988,1988-11-27,13,24.316,NYG,@,NOR,W 13-12,0,0,,0,,,,,,,,,,
38,1989,1989-09-11,1,25.238,NYG,@,WAS,W 27-24,0,0,,0,,,,,,,,,,
39,1989,1989-09-17,2,25.244,NYG,,DET,W 24-14,0,0,,0,0,0,,0,0,0,0.0,1,0,0
40,1989,1989-09-24,3,25.251,NYG,,PHO,W 35-7,0,0,,0,,,,,,,,,,
41,1989,1989-10-01,4,25.258,NYG,@,DAL,W 30-13,1,0,0.00,0,0,0,,0,0,0,0.0,0,0,0
42,1989,1989-10-08,5,25.265,NYG,@,PHI,L 19-21,0,0,,0,,,,,,,,,,
43,1989,1989-10-15,6,25.272,NYG,,WAS,W 20-17,0,0,,0,,,,,,,,,,
44,1989,1989-10-22,7,25.279,NYG,@,SDG,W 20-13,0,0,,0,,,,,,,,,,
45,1989,1989-10-30,8,25.287,NYG,,MIN,W 24-14,0,0,,0,,,,,,,,,,
