ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2004,2004-09-19,2,26.115,GNB,,CHI,L 10-21,,,,,,,0.0%,
2,2004,2004-09-26,3,26.122,GNB,@,IND,L 31-45,,,,,,,0.0%,
3,2004,2004-10-03,4,26.129,GNB,,NYG,L 7-14,,,,,,,0.0%,
4,2004,2004-10-11,5,26.137,GNB,,TEN,L 27-48,,0,,,,,0.0%,
5,2004,2004-10-17,6,26.143,GNB,@,DET,W 38-10,,,,,,,0.0%,
6,2004,2004-10-24,7,26.150,GNB,,DAL,W 41-20,,,,,,,0.0%,
7,2004,2004-10-31,8,26.157,GNB,@,WAS,W 28-14,,,,,,,0.0%,
8,2004,2004-11-14,9,26.171,GNB,,MIN,W 34-31,,0,,,,,0.0%,
9,2004,2004-11-21,10,26.178,GNB,@,HOU,W 16-13,,2,1,5,5.00,0,50.0%,2.50
10,2004,2004-11-29,11,26.186,GNB,,STL,W 45-17,,2,,,,,0.0%,
11,2004,2004-12-05,12,26.192,GNB,@,PHI,L 17-47,,2,,,,,0.0%,
12,2004,2004-12-12,13,26.199,GNB,,DET,W 16-13,,0,,,,,0.0%,
13,2004,2004-12-19,14,26.206,GNB,,JAX,L 25-28,,3,2,10,5.00,0,66.7%,3.33
14,2004,2004-12-24,15,26.211,GNB,@,MIN,W 34-31,,0,,,,,0.0%,
15,2004,2005-01-02,16,26.220,GNB,@,CHI,W 31-14,,2,1,27,27.00,0,50.0%,13.50
16,2005,2005-09-25,3,27.121,GNB,,TAM,L 16-17,,,0,0,,0,0.0%,
17,2005,2005-10-03,4,27.129,GNB,@,CAR,L 29-32,,,0,0,,0,0.0%,
