ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
70,1995,1995-11-05,9,27.238,SFO,,CAR,L 7-13,,0,0,,0,,,,,,
71,1995,1995-11-12,10,27.245,SFO,@,DAL,W 38-20,,0,0,,0,0,0,0.0,1,0,0
72,1995,1995-11-20,11,27.253,SFO,@,MIA,W 44-20,,0,0,,0,0,0,0.0,1,0,0
73,1995,1995-11-26,12,27.259,SFO,,STL,W 41-13,,0,0,,0,,,,,,
74,1995,1995-12-03,13,27.266,SFO,,BUF,W 27-17,,0,0,,0,,,,,,
75,1995,1995-12-10,14,27.273,SFO,@,CAR,W 31-10,,0,0,,0,,,,,,
76,1995,1995-12-18,15,27.281,SFO,,MIN,W 37-30,,1,0,0.00,0,0,0,0.0,0,0,0
77,1995,1995-12-24,16,27.287,SFO,@,ATL,L 27-28,,0,0,,0,,,,,,
78,1996,1996-09-01,1,28.173,SFO,,NOR,W 27-11,,,,,,,,,,,
79,1996,1996-09-08,2,28.180,SFO,,STL,W 34-0,,,,,,,,,,,
80,1996,1996-09-22,3,28.194,SFO,@,CAR,L 7-23,,,,,,,,,,,
81,1996,1996-09-29,4,28.201,SFO,,ATL,W 39-17,,,,,,,,,,,
82,1996,1996-10-06,5,28.208,SFO,@,STL,W 28-11,,0,0,,0,0,0,0.0,2,-1,0
83,1996,1996-10-14,6,28.216,SFO,@,GNB,L 20-23,,,,,,,,,,,
84,1996,1996-10-20,7,28.222,SFO,,CIN,W 28-21,,,,,,,,,,,
85,1996,1996-10-27,8,28.229,SFO,@,HOU,W 10-9,,,,,,,,,,,
86,1996,1996-11-03,9,28.236,SFO,@,NOR,W 24-17,,0,0,,0,0,0,0.0,1,0,0
87,1996,1996-11-10,10,28.243,SFO,,DAL,L 17-20,,,,,,,,,,,
88,1996,1996-11-17,11,28.250,SFO,,BAL,W 38-20,,0,0,,0,0,0,0.0,1,8,0
89,1996,1996-11-17,11,28.250,NYJ,@,IND,L 29-34,,,,,,,,,,,
90,1996,1996-11-24,12,28.257,SFO,@,WAS,W 19-16,,,,,,,,,,,
91,1996,1996-12-02,13,28.265,SFO,@,ATL,W 34-10,,,,,,,,,,,
92,1996,1996-12-08,14,28.271,SFO,,CAR,L 24-30,,,,,,,,,,,
93,1996,1996-12-15,15,28.278,SFO,@,PIT,W 25-15,,,,,,,,,,,
94,1996,1996-12-23,16,28.286,SFO,,DET,W 24-14,,,,,,,,,,,
95,1997,1997-08-31,1,29.172,SFO,@,TAM,L 6-13,,,,,,,,,,,
96,1997,1997-09-07,2,29.179,SFO,@,STL,W 15-12,,,,,,,,,,,
97,1997,1997-09-14,3,29.186,SFO,,NOR,W 33-7,,,,,,,,,,,
98,1997,1997-09-21,4,29.193,SFO,,ATL,W 34-7,,,,,,,,,,,
99,1997,1997-09-29,5,29.201,SFO,@,CAR,W 34-21,,0,0,,0,0,0,0.0,2,45,0
100,1997,1997-10-12,6,29.214,SFO,,STL,W 30-10,,,,,,,,,,,
101,1997,1997-10-19,7,29.221,SFO,@,ATL,W 35-28,,,,,,,,,,,
102,1997,1997-10-26,8,29.228,SFO,@,NOR,W 23-0,,,,,,,,,,,
103,1997,1997-11-02,9,29.235,SFO,,DAL,W 17-10,,,,,,,,,,,
104,1997,1997-11-10,10,29.243,SFO,@,PHI,W 24-12,,,,,,,,,,,
105,1997,1997-11-16,11,29.249,SFO,,CAR,W 27-19,,0,0,,0,0,0,0.0,1,0,0
106,1997,1997-11-23,12,29.256,SFO,,SDG,W 17-10,,0,0,,0,0,0,0.0,2,3,0
107,1997,1997-11-30,13,29.263,SFO,@,KAN,L 9-44,,,,,,,,,,,
108,1997,1997-12-07,14,29.270,SFO,,MIN,W 28-17,,,,,,,,,,,
109,1997,1997-12-15,15,29.278,SFO,,DEN,W 34-17,,0,0,,0,1,6,0.0,1,55,1
110,1997,1997-12-21,16,29.284,SFO,@,SEA,L 9-38,,,,,,,,,,,
111,1998,1998-09-06,1,30.178,SFO,,NYJ,W 36-30,,,,,,,,,,,
112,1998,1998-09-14,2,30.186,SFO,@,WAS,W 45-10,,,,,,,,,,,
113,1998,1998-09-27,3,30.199,SFO,,ATL,W 31-20,,,,,,,,,,,
114,1998,1998-10-04,4,30.206,SFO,@,BUF,L 21-26,,0,0,,0,0,0,0.5,0,0,0
115,1998,1998-10-11,5,30.213,SFO,@,NOR,W 31-0,,,,,,,,,,,
116,1998,1998-10-18,6,30.220,SFO,,IND,W 34-31,,,,,,,,,,,
117,1998,1998-10-25,7,30.227,SFO,@,STL,W 28-10,,,,,,,,,,,
118,1998,1998-11-01,8,30.234,SFO,@,GNB,L 22-36,,,,,,,,,,,
119,1998,1998-11-08,9,30.241,SFO,,CAR,W 25-23,,,,,,,,,,,
120,1998,1998-11-15,10,30.248,SFO,@,ATL,L 19-31,,,,,,,,,,,
121,1998,1998-11-22,11,30.255,SFO,,NOR,W 31-20,,0,0,,0,0,0,0.0,1,37,0
122,1998,1998-11-30,12,30.263,SFO,,NYG,W 31-7,,,,,,,,,,,
123,1998,1998-12-06,13,30.269,SFO,@,CAR,W 31-28,,0,0,,0,0,0,0.0,1,0,0
124,1998,1998-12-14,14,30.277,SFO,,DET,W 35-13,,0,0,,0,0,0,0.0,1,0,0
125,1998,1998-12-20,15,30.283,SFO,@,NWE,L 21-24,,0,0,,0,0,0,0.0,1,0,0
126,1998,1998-12-27,16,30.290,SFO,,STL,W 38-19,,,,,,,,,,,
127,1999,1999-09-19,2,31.191,SEA,@,CHI,W 14-13,,0,0,,0,0,0,1.0,0,0,0
128,1999,1999-09-26,3,31.198,SEA,@,PIT,W 29-10,,0,0,,0,1,6,0.0,1,23,1
129,1999,1999-10-24,6,31.226,SEA,,BUF,W 26-16,,,,,,,,,,,
130,1999,1999-11-01,7,31.234,SEA,@,GNB,W 27-7,,0,0,,0,0,0,0.0,1,7,0
131,1999,1999-11-07,8,31.240,SEA,,CIN,W 37-20,,,,,,,,,,,
132,1999,1999-11-14,9,31.247,SEA,,DEN,W 20-17,,,,,,,,,,,
133,1999,1999-11-21,10,31.254,SEA,@,KAN,W 31-19,,,,,,,,,,,
134,1999,1999-11-28,11,31.261,SEA,,TAM,L 3-16,,0,0,,0,0,0,1.0,0,0,0
135,1999,1999-12-05,12,31.268,SEA,@,OAK,L 21-30,,,,,,,,,,,
136,1999,1999-12-12,13,31.275,SEA,,SDG,L 16-19,*,,,,,,,,,,
137,1999,1999-12-19,14,31.282,SEA,@,DEN,L 30-36,,,,,,,,,,,
138,1999,1999-12-26,15,31.289,SEA,,KAN,W 23-14,,,,,,,,,,,
