ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,1999,1999-09-19,2,23.055,CLE,@,TEN,L 9-26,,
2,1999,1999-09-26,3,23.062,CLE,@,BAL,L 10-17,,
3,1999,1999-10-03,4,23.069,CLE,,NWE,L 7-19,,
4,1999,1999-10-10,5,23.076,CLE,,CIN,L 17-18,,
5,1999,1999-10-17,6,23.083,CLE,@,JAX,L 7-24,,
6,1999,1999-10-24,7,23.090,CLE,@,STL,L 3-34,,
7,1999,1999-10-31,8,23.097,CLE,@,NOR,W 21-16,,
8,1999,1999-11-07,9,23.104,CLE,,BAL,L 9-41,,
9,1999,1999-11-14,10,23.111,CLE,@,PIT,W 16-15,,
10,1999,1999-11-21,11,23.118,CLE,,CAR,L 17-31,,
11,2000,2000-10-15,7,24.081,CLE,@,DEN,L 10-44,,
12,2000,2000-10-29,9,24.095,CLE,,CIN,L 3-12,,
13,2000,2000-11-05,10,24.102,CLE,,NYG,L 3-24,,
14,2000,2000-11-12,11,24.109,CLE,,NWE,W 19-11,,
15,2000,2000-11-19,12,24.116,CLE,@,TEN,L 10-24,,
16,2000,2000-12-03,14,24.130,CLE,@,JAX,L 0-48,,
17,2000,2000-12-10,15,24.137,CLE,,PHI,L 24-35,,2.0
18,2000,2000-12-17,16,24.144,CLE,,TEN,L 0-24,,
