ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,2015,2015-09-13,1,23.224,DET,@,SDG,L 28-33,*,0,0,0,,0,0.0%,,0,0,,0,0,0
2,2015,2015-09-20,2,23.231,DET,@,MIN,L 16-26,*,0,0,0,,0,0.0%,,1,2,2.00,0,0,0
3,2015,2015-09-27,3,23.238,DET,,DEN,L 12-24,*,0,0,0,,0,0.0%,,0,0,,0,0,0
4,2015,2015-10-05,4,23.246,DET,@,SEA,L 10-13,*,1,1,3,3.00,0,100.0%,3.00,1,0,0.00,0,0,0
5,2015,2015-10-11,5,23.252,DET,,ARI,L 17-42,*,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0
6,2015,2015-10-18,6,23.259,DET,,CHI,W 37-34,,0,0,0,,0,0.0%,,0,0,,0,0,0
7,2015,2015-10-25,7,23.266,DET,,MIN,L 19-28,*,0,0,0,,0,0.0%,,1,0,0.00,0,0,0
8,2015,2015-11-01,8,23.273,DET,@,KAN,L 10-45,,0,0,0,,0,0.0%,,0,0,,0,0,0
9,2015,2015-11-15,9,23.287,DET,@,GNB,W 18-16,,0,0,0,,0,0.0%,,1,0,0.00,0,0,0
10,2015,2015-11-22,10,23.294,DET,,OAK,W 18-13,,0,0,0,,0,0.0%,,0,0,,0,0,0
11,2015,2015-11-26,11,23.298,DET,,PHI,W 45-14,,0,0,0,,0,0.0%,,0,0,,0,0,0
12,2015,2015-12-03,12,23.305,DET,,GNB,L 23-27,,0,0,0,,0,0.0%,,0,0,,0,0,0
13,2015,2015-12-13,13,23.315,DET,@,STL,L 14-21,*,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0
14,2015,2015-12-21,14,23.323,DET,@,NOR,W 35-27,,2,2,10,5.00,1,100.0%,5.00,0,0,,0,1,6
15,2015,2015-12-27,15,23.329,DET,,SFO,W 32-17,,0,0,0,,0,0.0%,,0,0,,0,0,0
16,2015,2016-01-03,16,23.336,DET,@,CHI,W 24-20,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0
17,2016,2016-09-11,1,24.223,DET,@,IND,W 39-35,,0,0,0,,0,0.0%,,0,0,,0,0,0
18,2016,2016-09-18,2,24.230,DET,,TEN,L 15-16,,0,0,0,,0,0.0%,,0,0,,0,0,0
19,2016,2016-09-25,3,24.237,DET,@,GNB,L 27-34,,0,0,0,,0,0.0%,,0,0,,0,0,0
20,2016,2016-10-02,4,24.244,DET,@,CHI,L 14-17,,0,0,0,,0,0.0%,,0,0,,0,0,0
21,2016,2016-10-09,5,24.251,DET,,PHI,W 24-23,,0,0,0,,0,0.0%,,0,0,,0,0,0
22,2016,2016-10-16,6,24.258,DET,,LAR,W 31-28,,0,0,0,,0,0.0%,,0,0,,0,0,0
23,2016,2016-10-23,7,24.265,DET,,WAS,W 20-17,,0,0,0,,0,0.0%,,0,0,,0,0,0
24,2016,2016-10-30,8,24.272,DET,@,HOU,L 13-20,,0,0,0,,0,0.0%,,0,0,,0,0,0
25,2016,2016-11-06,9,24.279,DET,@,MIN,W 22-16,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
26,2016,2016-11-20,10,24.293,DET,,JAX,W 26-19,,0,0,0,,0,0.0%,,0,0,,0,0,0
27,2016,2016-11-24,11,24.297,DET,,MIN,W 16-13,,0,0,0,,0,0.0%,,0,0,,0,0,0
