ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1982,1982-09-12,1,22.114,GNB,,RAM,W 35-23,,,,,,
2,1982,1982-11-21,3,22.184,GNB,,MIN,W 26-7,,,,,,
3,1982,1982-11-28,4,22.191,GNB,@,NYJ,L 13-15,,,,,,
4,1982,1982-12-05,5,22.198,GNB,,BUF,W 33-21,,,,,,
5,1982,1982-12-12,6,22.205,GNB,,DET,L 10-30,,,,,,
6,1982,1982-12-19,7,22.212,GNB,@,BAL,T 20-20,,,,,,
7,1982,1982-12-26,8,22.219,GNB,@,ATL,W 38-7,,,,,,
8,1982,1983-01-02,9,22.226,GNB,@,DET,L 24-27,,,,,,
9,1983,1983-09-04,1,23.106,GNB,@,HOU,W 41-38,,,,,,
10,1983,1983-09-11,2,23.113,GNB,,PIT,L 21-25,,,,,,
11,1983,1983-09-18,3,23.120,GNB,,RAM,W 27-24,,,,,,
12,1983,1983-09-26,4,23.128,GNB,@,NYG,L 3-27,,,,,,
13,1983,1983-10-02,5,23.134,GNB,,TAM,W 55-14,,,,,,
14,1983,1983-10-09,6,23.141,GNB,@,DET,L 14-38,,,,,,
15,1983,1983-10-17,7,23.149,GNB,,WAS,W 48-47,,,,,,
16,1983,1983-10-23,8,23.155,GNB,,MIN,L 17-20,,,,,,
17,1983,1983-10-30,9,23.162,GNB,@,CIN,L 14-34,,,,,,
18,1983,1983-11-06,10,23.169,GNB,,CLE,W 35-21,,,,,,
19,1983,1983-11-13,11,23.176,GNB,@,MIN,W 29-21,,,,,,
20,1983,1983-11-20,12,23.183,GNB,,DET,L 20-23,,,,,,
21,1983,1983-11-27,13,23.190,GNB,@,ATL,L 41-47,,,,,,
22,1983,1983-12-04,14,23.197,GNB,,CHI,W 31-28,,,,,,
23,1983,1983-12-12,15,23.205,GNB,@,TAM,W 12-9,,,,,,
24,1983,1983-12-18,16,23.211,GNB,@,CHI,L 21-23,,,,,,
25,1984,1984-09-02,1,24.104,GNB,,STL,W 24-23,,,,,,
26,1984,1984-09-09,2,24.111,GNB,@,RAI,L 7-28,0,0,1.0,0,0,0
27,1984,1984-09-16,3,24.118,GNB,,CHI,L 7-9,,,,,,
28,1984,1984-09-23,4,24.125,GNB,@,DAL,L 6-20,1,6,0.0,1,5,1
29,1984,1984-09-30,5,24.132,GNB,@,TAM,L 27-30,,,,,,
30,1984,1984-10-07,6,24.139,GNB,,SDG,L 28-34,,,,,,
31,1984,1984-10-15,7,24.147,GNB,@,DEN,L 14-17,,,,,,
32,1984,1984-10-21,8,24.153,GNB,,SEA,L 24-30,0,0,1.0,0,0,0
33,1984,1984-10-28,9,24.160,GNB,,DET,W 41-9,,,,,,
34,1984,1984-11-04,10,24.167,GNB,@,NOR,W 23-13,0,0,1.0,0,0,0
35,1984,1984-11-11,11,24.174,GNB,,MIN,W 45-17,,,,,,
36,1984,1984-11-18,12,24.181,GNB,,RAM,W 31-6,,,,,,
37,1984,1984-11-22,13,24.185,GNB,@,DET,L 28-31,,,,,,
38,1984,1984-12-02,14,24.195,GNB,,TAM,W 27-14,0,0,1.0,0,0,0
39,1984,1984-12-09,15,24.202,GNB,@,CHI,W 20-14,,,,,,
40,1984,1984-12-16,16,24.209,GNB,@,MIN,W 38-14,0,0,1.0,0,0,0
41,1985,1985-09-08,1,25.110,GNB,@,NWE,L 20-26,,,,,,
42,1985,1985-09-15,2,25.117,GNB,,NYG,W 23-20,0,0,1.0,0,0,0
43,1985,1985-09-22,3,25.124,GNB,,NYJ,L 3-24,0,0,1.0,0,0,0
44,1985,1985-09-29,4,25.131,GNB,@,STL,L 28-43,,,,,,
45,1985,1985-10-06,5,25.138,GNB,,DET,W 43-10,0,0,1.0,0,0,0
46,1985,1985-10-13,6,25.145,GNB,,MIN,W 20-17,,,,,,
47,1985,1985-10-21,7,25.153,GNB,@,CHI,L 7-23,,,,,,
48,1985,1985-10-27,8,25.159,GNB,@,IND,L 10-37,,,,,,
49,1985,1985-11-03,9,25.166,GNB,,CHI,L 10-16,,,,,,
50,1985,1985-11-10,10,25.173,GNB,@,MIN,W 27-17,,,,,,
51,1985,1985-11-17,11,25.180,GNB,,NOR,W 38-14,,,,,,
52,1985,1985-11-24,12,25.187,GNB,@,RAM,L 17-34,,,,,,
53,1985,1985-12-01,13,25.194,GNB,,TAM,W 21-0,,,,,,
