ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
17,2015,2015-10-19,6,23.233,NYG,@,PHI,L 7-27,,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
18,2015,2015-10-25,7,23.239,NYG,,DAL,W 27-20,,8,48,6.00,1,1,0,0,,0,0.0%,0.00,,1,6,0.0,0,0
19,2015,2015-11-01,8,23.246,NYG,@,NOR,L 49-52,,4,23,5.75,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
20,2015,2015-11-08,9,23.253,NYG,@,TAM,W 32-18,,6,23,3.83,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
21,2015,2015-11-15,10,23.260,NYG,,NWE,L 26-27,,5,15,3.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
22,2015,2015-11-29,11,23.274,NYG,@,WAS,L 14-20,,2,2,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
23,2015,2015-12-06,12,23.281,NYG,,NYJ,L 20-23,,8,23,2.88,0,2,1,10,10.00,0,50.0%,5.00,,0,0,0.0,0,0
24,2015,2015-12-14,13,23.289,NYG,@,MIA,W 31-24,,2,10,5.00,0,1,1,6,6.00,0,100.0%,6.00,,0,0,0.0,0,0
25,2015,2015-12-20,14,23.295,NYG,,CAR,L 35-38,,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
26,2015,2015-12-27,15,23.302,NYG,@,MIN,L 17-49,,1,9,9.00,0,1,1,15,15.00,0,100.0%,15.00,,0,0,0.0,0,0
27,2015,2016-01-03,16,23.309,NYG,,PHI,L 30-35,,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
28,2016,2016-09-11,1,24.196,NYG,@,DAL,W 20-19,,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
29,2016,2016-09-18,2,24.203,NYG,,NOR,W 16-13,,1,-1,-1.00,0,1,1,3,3.00,0,100.0%,3.00,,0,0,0.0,0,0
30,2016,2016-09-25,3,24.210,NYG,,WAS,L 27-29,,10,53,5.30,1,1,1,9,9.00,0,100.0%,9.00,,1,6,0.0,0,0
31,2016,2016-10-03,4,24.218,NYG,@,MIN,L 10-24,*,12,48,4.00,1,2,0,0,,0,0.0%,0.00,,1,6,0.0,0,0
32,2016,2016-10-09,5,24.224,NYG,@,GNB,L 16-23,*,7,11,1.57,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
33,2016,2016-10-23,7,24.238,NYG,@,LAR,W 17-10,,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
34,2016,2016-11-06,8,24.252,NYG,,PHI,W 28-23,,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
35,2016,2016-11-14,9,24.260,NYG,,CIN,W 21-20,,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
36,2016,2016-11-20,10,24.266,NYG,,CHI,W 22-16,,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
37,2016,2016-11-27,11,24.273,NYG,@,CLE,W 27-13,,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
38,2017,2017-09-10,1,25.194,NYG,@,DAL,L 3-19,,3,14,4.67,0,1,1,-1,-1.00,0,100.0%,-1.00,,0,0,0.0,0,0
39,2017,2017-09-18,2,25.202,NYG,,DET,L 10-24,,3,17,5.67,0,1,1,3,3.00,0,100.0%,3.00,,0,0,0.0,0,0
40,2017,2017-09-24,3,25.208,NYG,@,PHI,L 24-27,,7,22,3.14,0,1,1,11,11.00,0,100.0%,11.00,,0,0,0.0,0,0
41,2017,2017-10-08,5,25.222,NYG,,LAC,L 22-27,*,8,69,8.63,1,4,1,3,3.00,0,25.0%,0.75,,1,6,0.0,0,0
42,2017,2017-10-15,6,25.229,NYG,@,DEN,W 23-10,*,21,117,5.57,0,1,1,13,13.00,0,100.0%,13.00,,0,0,0.0,0,0
43,2017,2017-10-22,7,25.236,NYG,,SEA,L 7-24,*,9,35,3.89,0,3,3,13,4.33,0,100.0%,4.33,,0,0,0.0,0,0
44,2017,2017-11-05,8,25.250,NYG,,LAR,L 17-51,*,16,71,4.44,0,2,2,8,4.00,0,100.0%,4.00,,0,0,0.0,0,0
45,2017,2017-11-12,9,25.257,NYG,@,SFO,L 21-31,*,14,70,5.00,0,2,2,18,9.00,0,100.0%,9.00,1,0,2,0.0,0,0
46,2017,2017-11-19,10,25.264,NYG,,KAN,W 12-9,*,20,74,3.70,1,4,2,16,8.00,0,50.0%,4.00,,1,6,0.0,0,0
47,2017,2017-11-23,11,25.268,NYG,@,WAS,L 10-20,*,11,30,2.73,0,1,1,9,9.00,0,100.0%,9.00,,0,0,0.0,0,0
48,2017,2017-12-03,12,25.278,NYG,@,OAK,L 17-24,*,14,32,2.29,1,1,1,-1,-1.00,0,100.0%,-1.00,,1,6,0.0,0,0
49,2017,2017-12-10,13,25.285,NYG,,DAL,L 10-30,*,10,29,2.90,0,3,2,15,7.50,0,66.7%,5.00,,0,0,0.0,0,0
50,2017,2017-12-17,14,25.292,NYG,,PHI,L 29-34,*,9,7,0.78,1,3,1,9,9.00,0,33.3%,3.00,,1,6,0.0,0,0
51,2017,2017-12-24,15,25.299,NYG,@,ARI,L 0-23,,6,10,1.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
52,2017,2017-12-31,16,25.306,NYG,,WAS,W 18-10,*,20,154,7.70,1,1,0,0,,0,0.0%,0.00,,1,6,0.0,0,0
