ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,1999,1999-12-19,14,23.021,NOR,@,BAL,L 8-31,,
2,1999,1999-12-24,15,23.026,NOR,,DAL,W 31-24,,
3,1999,2000-01-02,16,23.035,NOR,@,CAR,L 13-45,,
4,2000,2000-09-03,1,23.280,NOR,,DET,L 10-14,*,
5,2000,2000-09-10,2,23.287,NOR,@,SDG,W 28-27,,
6,2000,2000-09-17,3,23.294,NOR,@,SEA,L 10-20,,
7,2001,2001-10-21,6,24.327,KAN,@,ARI,L 16-24,,
8,2001,2001-10-25,7,24.331,KAN,,IND,L 28-35,,
9,2001,2001-11-04,8,24.341,KAN,@,SDG,W 25-20,,
10,2001,2002-01-06,16,25.039,KAN,@,SEA,L 18-21,,
11,2002,2002-09-22,3,25.298,KAN,@,NWE,L 38-41,,1.0
12,2002,2002-09-29,4,25.305,KAN,,MIA,W 48-30,,
13,2002,2002-10-06,5,25.312,KAN,@,NYJ,W 29-25,,
14,2002,2002-10-13,6,25.319,KAN,@,SDG,L 34-35,,
15,2002,2002-10-20,7,25.326,KAN,,DEN,L 34-37,,
16,2002,2002-10-27,8,25.333,KAN,,OAK,W 20-10,,
17,2002,2002-11-10,9,25.347,KAN,@,SFO,L 13-17,,
18,2002,2002-11-17,10,25.354,KAN,,BUF,W 17-16,,
19,2002,2002-11-24,11,25.361,KAN,@,SEA,L 32-39,,
20,2002,2002-12-01,12,26.003,KAN,,ARI,W 49-0,,
21,2002,2002-12-08,13,26.010,KAN,,STL,W 49-10,,
22,2002,2002-12-15,14,26.017,KAN,@,DEN,L 24-31,,
23,2002,2002-12-22,15,26.024,KAN,,SDG,W 24-22,,
24,2002,2002-12-28,16,26.030,KAN,@,OAK,L 0-24,,
25,2003,2003-09-14,2,26.290,KAN,,PIT,W 41-20,,
26,2003,2003-09-21,3,26.297,KAN,@,HOU,W 42-14,,
27,2003,2003-09-28,4,26.304,KAN,@,BAL,W 17-10,,
