ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1982,1982-11-21,3,23.174,NYJ,,BAL,W 37-0,,,,
2,1982,1982-12-18,7,23.201,NYJ,@,MIA,L 19-20,,,,
3,1982,1982-12-26,8,23.209,NYJ,@,MIN,W 42-14,,,,
4,1983,1983-09-04,1,24.096,NYJ,@,SDG,W 41-29,1,1,1.00,0
5,1983,1983-09-18,3,24.110,NYJ,@,NWE,L 13-23,0,0,,0
6,1983,1983-09-25,4,24.117,NYJ,,RAM,W 27-24,0,0,,0
7,1983,1983-10-03,5,24.125,NYJ,@,BUF,W 34-10,0,0,,0
8,1983,1983-10-09,6,24.131,NYJ,@,CLE,L 7-10,0,0,,0
9,1983,1983-10-16,7,24.138,NYJ,,MIA,L 14-32,0,0,,0
10,1983,1983-11-06,10,24.159,NYJ,,BAL,L 14-17,0,0,,0
11,1983,1983-11-13,11,24.166,NYJ,,BUF,L 17-24,0,0,,0
12,1983,1983-11-21,12,24.174,NYJ,@,NOR,W 31-28,0,0,,0
13,1983,1983-11-27,13,24.180,NYJ,,NWE,W 26-3,0,0,,0
14,1983,1983-12-04,14,24.187,NYJ,@,BAL,W 10-6,0,0,,0
15,1983,1983-12-10,15,24.193,NYJ,,PIT,L 7-34,0,0,,0
