ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
13,1989,1989-12-10,14,21.215,GNB,,KAN,L 3-21,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,2,19,9.50,0,0,0,,0,0,0
14,1989,1989-12-17,15,21.222,GNB,@,CHI,W 40-28,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,8,8.00,0,0,0,,0,0,0
15,1989,1989-12-24,16,21.229,GNB,@,DAL,W 20-10,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,2,53,26.50,0,0,0,,0,0,0
16,1990,1990-09-09,1,22.123,GNB,,RAM,W 36-24,5,40,8.00,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
17,1990,1990-09-16,2,22.130,GNB,,CHI,L 13-31,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,3,35,11.67,0,0,0,,0,0,0
18,1990,1990-09-23,3,22.137,GNB,,KAN,L 3-17,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,0,,0,,,,,0,
19,1990,1990-10-07,5,22.151,GNB,@,CHI,L 13-27,0,0,,0,,1,8,8.00,0,,,0,0,,0,0,0,,,,,,1,15,15.00,0,0,0,,0,0,0
20,1990,1990-10-14,6,22.158,GNB,@,TAM,L 14-26,1,3,3.00,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,19,19.00,0,0,0,,0,0,0
21,1990,1990-10-28,7,22.172,GNB,,MIN,W 24-10,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,0,,0,,,,,0,
22,1990,1990-11-04,8,22.179,GNB,,SFO,L 20-24,1,4,4.00,0,,0,0,,0,,,0,0,,0,0,0,,,,,,2,49,24.50,0,0,0,,0,0,0
23,1990,1990-11-11,9,22.186,GNB,@,RAI,W 29-16,0,0,,0,,1,5,5.00,1,,,0,0,,0,0,0,,,,,,1,10,10.00,0,0,0,,0,1,6
24,1990,1990-11-18,10,22.193,GNB,@,PHO,W 24-21,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,3,42,14.00,0,0,0,,0,0,0
25,1990,1990-11-25,11,22.200,GNB,,TAM,W 20-10,1,4,4.00,0,,1,8,8.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
26,1990,1990-12-02,12,22.207,GNB,@,MIN,L 7-23,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,8,8.00,0,0,0,,0,0,0
27,1990,1990-12-09,13,22.214,GNB,,SEA,L 14-20,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,0,,0,,,,,0,
28,1990,1990-12-16,14,22.221,GNB,@,PHI,L 0-31,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,0,,0,,,,,0,
29,1990,1990-12-22,15,22.227,GNB,,DET,L 17-24,0,0,,0,,1,9,9.00,0,,,0,0,,0,0,0,,,,,,1,17,17.00,0,0,0,,0,0,0
30,1990,1990-12-30,16,22.235,GNB,@,DEN,L 13-22,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,15,15.00,0,0,0,,0,0,0
31,1991,1991-09-01,1,23.115,GNB,,PHI,L 3-20,2,14,7.00,0,,1,25,25.00,0,,,0,0,,0,0,0,,,,,,1,9,9.00,0,0,0,,0,0,0
32,1991,1991-09-08,2,23.122,GNB,@,DET,L 14-23,4,9,2.25,1,,3,18,6.00,0,,,0,0,,0,0,0,,,,,,1,19,19.00,0,0,0,,0,1,6
33,1991,1991-09-15,3,23.129,GNB,,TAM,W 15-13,2,8,4.00,0,,5,52,10.40,1,,,0,0,,0,0,0,,,,,,3,63,21.00,0,0,0,,0,1,6
34,1991,1991-09-22,4,23.136,GNB,@,MIA,L 13-16,2,-1,-0.50,0,,2,3,1.50,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
35,1991,1991-09-29,5,23.143,GNB,@,RAM,L 21-23,4,3,0.75,0,,1,5,5.00,1,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
36,1991,1991-10-06,6,23.150,GNB,,DAL,L 17-20,6,22,3.67,0,,6,53,8.83,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
37,1991,1991-10-17,7,23.161,GNB,,CHI,L 0-10,2,28,14.00,0,,2,10,5.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
38,1991,1991-10-27,8,23.171,GNB,@,TAM,W 27-0,11,20,1.82,1,,2,15,7.50,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
39,1991,1991-11-03,9,23.178,GNB,@,NYJ,L 16-19,9,36,4.00,0,,4,34,8.50,0,,,0,0,,0,0,0,,,,,,1,25,25.00,0,0,0,,0,0,0
40,1991,1991-11-10,10,23.185,GNB,,BUF,L 24-34,2,2,1.00,1,,4,11,2.75,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
41,1991,1991-11-17,11,23.192,GNB,,MIN,L 21-35,2,9,4.50,1,,4,25,6.25,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
42,1991,1991-11-24,12,23.199,GNB,,IND,W 14-10,5,9,1.80,1,,1,6,6.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
43,1991,1991-12-01,13,23.206,GNB,@,ATL,L 31-35,3,16,5.33,0,,2,18,9.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
44,1991,1991-12-08,14,23.213,GNB,@,CHI,L 13-27,3,0,0.00,0,,2,12,6.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
45,1991,1991-12-15,15,23.220,GNB,,DET,L 17-21,8,35,4.38,1,,4,36,9.00,1,,,0,0,,0,0,0,,,,,,2,23,11.50,0,1,0,0.00,0,2,12
46,1991,1991-12-21,16,23.226,GNB,@,MIN,W 27-7,6,27,4.50,1,,3,48,16.00,1,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
47,1992,1992-09-06,1,24.120,GNB,,MIN,L 20-23,25,89,3.56,0,14,12,50,4.17,0,85.7%,3.57,0,0,,0,0,0,,,,,,1,17,17.00,0,0,0,,0,0,0
48,1992,1992-09-13,2,24.127,GNB,@,TAM,L 3-31,7,36,5.14,0,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
49,1992,1992-09-20,3,24.134,GNB,,CIN,W 24-23,14,50,3.57,0,7,5,56,11.20,0,71.4%,8.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
50,1992,1992-09-27,4,24.141,GNB,,PIT,W 17-3,26,85,3.27,0,5,4,20,5.00,0,80.0%,4.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
51,1992,1992-10-04,5,24.148,GNB,@,ATL,L 10-24,17,70,4.12,0,9,8,37,4.63,0,88.9%,4.11,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
52,1992,1992-10-18,6,24.162,GNB,@,CLE,L 6-17,10,30,3.00,0,9,8,84,10.50,0,88.9%,9.33,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
53,1992,1992-10-25,7,24.169,GNB,,CHI,L 10-30,11,40,3.64,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
54,1992,1992-11-01,8,24.176,GNB,@,DET,W 27-13,23,101,4.39,0,7,4,21,5.25,0,57.1%,3.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
55,1992,1992-11-08,9,24.183,GNB,@,NYG,L 7-27,19,65,3.42,1,4,3,5,1.67,0,75.0%,1.25,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
56,1992,1992-11-15,10,24.190,GNB,,PHI,W 27-24,7,65,9.29,1,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
57,1993,1993-09-05,1,25.119,TAM,,KAN,L 3-27,0,0,,0,2,0,0,,0,0.0%,0.00,,,,,,,,,,,,0,0,,0,,,,,0,
58,1993,1993-09-12,2,25.126,TAM,@,NYG,L 7-23,2,9,4.50,0,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
59,1993,1993-09-26,3,25.140,TAM,@,CHI,L 17-47,1,8,8.00,0,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0,,,,,,5,67,13.40,0,0,0,,0,0,0
60,1993,1993-10-03,4,25.147,TAM,,DET,W 27-10,0,0,,0,3,3,16,5.33,0,100.0%,5.33,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
61,1993,1993-10-10,5,25.154,TAM,@,MIN,L 0-15,1,2,2.00,0,3,2,5,2.50,0,66.7%,1.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
62,1993,1993-10-24,6,25.168,TAM,,GNB,L 14-37,0,0,,0,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
63,1993,1993-10-31,7,25.175,TAM,@,ATL,W 31-24,0,0,,0,5,4,56,14.00,1,80.0%,11.20,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
64,1993,1993-11-07,8,25.182,TAM,@,DET,L 0-23,3,-1,-0.33,0,3,2,4,2.00,0,66.7%,1.33,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
65,1993,1993-11-14,9,25.189,TAM,,SFO,L 21-45,10,35,3.50,1,7,6,68,11.33,1,85.7%,9.71,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
66,1993,1993-11-21,10,25.196,TAM,,MIN,W 23-10,20,58,2.90,1,8,7,65,9.29,0,87.5%,8.13,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
67,1993,1993-11-28,11,25.203,TAM,@,GNB,L 10-13,18,77,4.28,0,4,4,18,4.50,0,100.0%,4.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
68,1993,1993-12-05,12,25.210,TAM,,WAS,L 17-23,8,45,5.63,0,3,2,19,9.50,0,66.7%,6.33,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
69,1993,1993-12-12,13,25.217,TAM,,CHI,W 13-10,5,23,4.60,0,5,3,12,4.00,0,60.0%,2.40,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
70,1993,1993-12-19,14,25.224,TAM,@,RAI,L 20-27,3,16,5.33,0,9,7,62,8.86,0,77.8%,6.89,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
71,1993,1993-12-26,15,25.231,TAM,@,DEN,W 17-10,5,7,1.40,0,8,3,22,7.33,0,37.5%,2.75,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
72,1993,1994-01-02,16,25.238,TAM,,SDG,L 17-32,2,5,2.50,0,9,5,24,4.80,0,55.6%,2.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
73,1994,1994-09-04,1,26.118,TAM,@,CHI,L 9-21,15,81,5.40,0,4,2,16,8.00,0,50.0%,4.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
74,1994,1994-09-11,2,26.125,TAM,,IND,W 24-10,5,13,2.60,0,2,2,30,15.00,0,100.0%,15.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
75,1994,1994-09-18,3,26.132,TAM,,NOR,L 7-9,8,32,4.00,0,3,2,5,2.50,0,66.7%,1.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
76,1994,1994-09-25,4,26.139,TAM,@,GNB,L 3-30,8,21,2.63,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
77,1994,1994-10-02,5,26.146,TAM,,DET,W 24-14,6,31,5.17,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
78,1994,1994-10-09,6,26.153,TAM,@,ATL,L 13-34,7,-2,-0.29,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
79,1994,1994-10-23,7,26.167,TAM,@,SFO,L 16-41,10,41,4.10,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
80,1994,1994-10-30,8,26.174,TAM,,MIN,L 13-36,3,21,7.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
81,1994,1994-11-06,9,26.181,TAM,,CHI,L 6-20,0,0,,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
82,1994,1994-11-13,10,26.188,TAM,@,DET,L 9-14,3,5,1.67,0,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
83,1994,1994-11-27,12,26.202,TAM,@,MIN,W 20-17,3,10,3.33,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
84,1994,1994-12-04,13,26.209,TAM,,WAS,W 26-21,4,16,4.00,0,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
85,1994,1994-12-11,14,26.216,TAM,,RAM,W 24-14,1,5,5.00,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
86,1994,1994-12-18,15,26.223,TAM,@,WAS,W 17-14,6,17,2.83,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
87,1994,1994-12-24,16,26.229,TAM,,GNB,L 19-34,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,,,,0,
88,1995,1995-09-03,1,27.117,CAR,@,ATL,L 20-23,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,,,,,,,,,0,
89,1995,1995-09-10,2,27.124,CAR,@,BUF,L 9-31,4,13,3.25,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
90,1995,1995-09-17,3,27.131,CAR,,STL,L 10-31,5,48,9.60,0,8,8,41,5.13,0,100.0%,5.13,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
91,1995,1995-10-01,4,27.145,CAR,,TAM,L 13-20,2,-1,-0.50,0,3,1,14,14.00,0,33.3%,4.67,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
92,1995,1995-10-08,5,27.152,CAR,@,CHI,L 27-31,4,10,2.50,0,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
93,1995,1995-10-15,6,27.159,CAR,,NYJ,W 26-15,6,28,4.67,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
94,1995,1995-10-22,7,27.166,CAR,,NOR,W 20-3,5,24,4.80,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
95,1995,1995-10-29,8,27.173,CAR,@,NWE,W 20-17,5,2,0.40,0,3,2,8,4.00,0,66.7%,2.67,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
96,1995,1995-11-05,9,27.180,CAR,@,SFO,W 13-7,4,15,3.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
97,1995,1995-11-19,11,27.194,IND,@,NWE,W 24-10,9,26,2.89,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
98,1996,1996-09-08,2,28.122,IND,@,NYJ,W 21-7,3,6,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
99,1996,1996-09-15,3,28.129,IND,@,DAL,W 25-24,3,14,4.67,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
100,1996,1996-09-23,4,28.137,IND,,MIA,W 10-6,1,5,5.00,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
101,1996,1996-10-06,5,28.150,IND,@,BUF,L 13-16,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,,,,0,
102,1996,1996-10-13,6,28.157,IND,,BAL,W 26-21,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
103,1996,1996-10-20,7,28.164,IND,,NWE,L 9-27,1,3,3.00,0,1,1,18,18.00,0,100.0%,18.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
104,1996,1996-10-27,8,28.171,IND,@,WAS,L 16-31,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,,,,0,
105,1996,1996-12-05,14,28.210,IND,,PHI,W 37-10,13,38,2.92,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
106,1996,1996-12-15,15,28.220,IND,@,KAN,W 24-19,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
