ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1976,1976-09-19,2,26.097,WAS,,SEA,W 31-7,,,,,,,,,
2,1976,1976-09-27,3,26.105,WAS,@,PHI,W 20-17,,,,,,,,,
3,1976,1976-10-03,4,26.111,WAS,@,CHI,L 7-33,1,0,0.00,0,0,0,0,0,0
4,1976,1976-10-10,5,26.118,WAS,,KAN,L 30-33,,,,,,,,,
5,1976,1976-10-17,6,26.125,WAS,,DET,W 20-7,,,,,,,,,
6,1976,1976-10-25,7,26.133,WAS,,STL,W 20-10,,,,,,,,,
7,1976,1976-10-31,8,26.139,WAS,,DAL,L 7-20,,,,,,,,,
8,1976,1976-11-07,9,26.146,WAS,@,SFO,W 24-21,,,,,,,,,
9,1976,1976-11-14,10,26.153,WAS,@,NYG,L 9-12,,,,,,,,,
10,1976,1976-11-21,11,26.160,WAS,@,STL,W 16-10,,,,,,,,,
11,1976,1976-11-28,12,26.167,WAS,,PHI,W 24-0,,,,,,,,,
12,1976,1976-12-05,13,26.174,WAS,@,NYJ,W 37-16,,,,,,,,,
13,1976,1976-12-12,14,26.181,WAS,@,DAL,W 27-14,,,,,,,,,
14,1977,1977-09-18,1,27.096,WAS,@,NYG,L 17-20,,,,,,,,,
15,1977,1977-09-25,2,27.103,WAS,,ATL,W 10-6,,,,,,,,,
16,1977,1977-10-02,3,27.110,WAS,,STL,W 24-14,,,,,,,,,
17,1977,1977-10-09,4,27.117,WAS,@,TAM,W 10-0,,,,,,,,,
18,1977,1977-10-16,5,27.124,WAS,@,DAL,L 16-34,,,,,,,,,
19,1977,1977-10-23,6,27.131,WAS,,NYG,L 6-17,,,,,,,,,
20,1977,1977-10-30,7,27.138,WAS,,PHI,W 23-17,,,,,,,,,
21,1977,1977-11-07,8,27.146,WAS,@,BAL,L 3-10,,,,,,,,,
22,1977,1977-11-13,9,27.152,WAS,@,PHI,W 17-14,,,,,,,,,
23,1977,1977-11-21,10,27.160,WAS,,GNB,W 10-9,,,,,,,,,
24,1977,1977-11-27,11,27.166,WAS,,DAL,L 7-14,,,,,,,,,
25,1977,1977-12-04,12,27.173,WAS,@,BUF,W 10-0,,,,,,,,,
26,1977,1977-12-10,13,27.179,WAS,@,STL,W 26-20,,,,,,,,,
27,1977,1977-12-17,14,27.186,WAS,,RAM,W 17-14,,,,,,,,,
28,1978,1978-09-03,1,28.081,WAS,@,NWE,W 16-14,,,,,,,,,
29,1978,1978-09-10,2,28.088,WAS,,PHI,W 35-30,,,,,,,,,
30,1978,1978-09-17,3,28.095,WAS,@,STL,W 28-10,,,,,,,,,
31,1978,1978-09-24,4,28.102,WAS,,NYJ,W 23-3,,,,,,,,,
32,1978,1978-10-02,5,28.110,WAS,,DAL,W 9-5,,,,,,,,,
33,1978,1978-10-08,6,28.116,WAS,@,DET,W 21-19,,,,,,,,,
34,1978,1978-10-15,7,28.123,WAS,@,PHI,L 10-17,,,,,,,,,
35,1978,1978-10-22,8,28.130,WAS,@,NYG,L 6-17,,,,,,,,,
36,1978,1978-10-29,9,28.137,WAS,,SFO,W 38-20,,,,,,,,,
37,1978,1978-11-06,10,28.145,WAS,@,BAL,L 17-21,,,,,,,,,
38,1978,1978-11-12,11,28.151,WAS,,NYG,W 16-13,,,,,,,,,
39,1978,1978-11-19,12,28.158,WAS,,STL,L 17-27,,,,,,,,,
40,1978,1978-11-23,13,28.162,WAS,@,DAL,L 10-37,,,,,,,,,
41,1978,1978-12-03,14,28.172,WAS,,MIA,L 0-16,,,,,,,,,
42,1978,1978-12-10,15,28.179,WAS,@,ATL,L 17-20,,,,,,,,,
43,1978,1978-12-16,16,28.185,WAS,,CHI,L 10-14,,,,,,,,,
44,1979,1979-09-02,1,29.080,WAS,,HOU,L 27-29,,,,,,,,,
45,1979,1979-09-09,2,29.087,WAS,@,DET,W 27-24,,,,,,,,,
46,1979,1979-09-17,3,29.095,WAS,,NYG,W 27-0,0,0,,0,1,6,1,31,1
47,1979,1979-09-23,4,29.101,WAS,@,STL,W 17-7,,,,,,,,,
48,1979,1979-10-07,6,29.115,WAS,@,PHI,L 17-28,,,,,,,,,
49,1979,1979-10-14,7,29.122,WAS,@,CLE,W 13-9,,,,,,,,,
50,1979,1979-10-21,8,29.129,WAS,,PHI,W 17-7,,,,,,,,,
51,1979,1979-10-28,9,29.136,WAS,,NOR,L 10-14,,,,,,,,,
52,1979,1979-11-04,10,29.143,WAS,@,PIT,L 7-38,,,,,,,,,
53,1979,1979-11-11,11,29.150,WAS,,STL,W 30-28,,,,,,,,,
54,1979,1979-11-18,12,29.157,WAS,,DAL,W 34-20,,,,,,,,,
55,1979,1979-11-25,13,29.164,WAS,@,NYG,L 6-14,,,,,,,,,
