ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2009,2009-11-16,9,24.113,CLE,,BAL,L 0-16,,0,0,,0,0.0,2,1
2,2009,2009-11-22,10,24.119,CLE,@,DET,L 37-38,,,,,,,,
3,2009,2009-12-10,13,24.137,CLE,,PIT,W 13-6,,0,0,,0,2.0,3,0
4,2009,2009-12-20,14,24.147,CLE,@,KAN,W 41-34,,0,0,,0,0.0,0,1
5,2009,2009-12-27,15,24.154,CLE,,OAK,W 23-9,,0,0,,0,1.0,1,1
6,2009,2010-01-03,16,24.161,CLE,,JAX,W 23-17,,0,0,,0,0.5,2,2
7,2010,2010-09-12,1,25.048,CLE,@,TAM,L 14-17,*,1,11,11.00,0,1.5,1,2
8,2010,2010-09-19,2,25.055,CLE,,KAN,L 14-16,,0,0,,0,1.0,1,0
9,2010,2010-10-03,4,25.069,CLE,,CIN,W 23-20,,0,0,,0,0.0,2,1
10,2010,2010-10-10,5,25.076,CLE,,ATL,L 10-20,,0,0,,0,1.0,2,0
11,2010,2010-10-17,6,25.083,CLE,@,PIT,L 10-28,,,,,,,,
12,2010,2010-10-24,7,25.090,CLE,@,NOR,W 30-17,,0,0,,0,1.0,3,0
13,2010,2010-11-07,8,25.104,CLE,,NWE,W 34-14,,1,10,10.00,0,0.0,0,1
14,2010,2010-11-14,9,25.111,CLE,,NYJ,L 20-26,,0,0,,0,1.0,2,0
15,2010,2010-11-21,10,25.118,CLE,@,JAX,L 20-24,,0,0,,0,1.0,1,0
16,2010,2010-11-28,11,25.125,CLE,,CAR,W 24-23,,,,,,,,
17,2010,2010-12-05,12,25.132,CLE,@,MIA,W 13-10,,1,0,0.00,0,0.0,1,0
18,2010,2010-12-12,13,25.139,CLE,@,BUF,L 6-13,,0,0,,0,1.0,2,3
19,2010,2010-12-19,14,25.146,CLE,@,CIN,L 17-19,,1,5,5.00,0,0.0,0,1
20,2010,2010-12-26,15,25.153,CLE,,BAL,L 10-20,,0,0,,0,0.0,0,1
21,2010,2011-01-02,16,25.160,CLE,,PIT,L 9-41,*,0,0,,0,0.0,1,1
22,2011,2011-09-11,1,26.047,CLE,,CIN,L 17-27,,0,0,,0,0.5,0,1
23,2011,2011-09-18,2,26.054,CLE,@,IND,W 27-19,,,,,,,,
24,2011,2011-09-25,3,26.061,CLE,,MIA,W 17-16,,,,,,,,
25,2011,2011-10-02,4,26.068,CLE,,TEN,L 13-31,,0,0,,0,0.0,1,0
26,2013,2013-10-06,5,28.072,ARI,,CAR,W 22-6,,,,,,,,
27,2013,2013-10-13,6,28.079,ARI,@,SFO,L 20-32,,,,,,,,
28,2013,2013-10-17,7,28.083,ARI,,SEA,L 22-34,*,0,0,,0,0.0,0,0
29,2013,2013-10-27,8,28.093,ARI,,ATL,W 27-13,,0,0,,0,1.0,3,0
30,2013,2013-11-10,9,28.107,ARI,,HOU,W 27-24,,0,0,,0,0.0,1,0
31,2013,2013-11-17,10,28.114,ARI,@,JAX,W 27-14,,0,0,,0,0.0,2,0
32,2013,2013-11-24,11,28.121,ARI,,IND,W 40-11,,0,0,,0,0.0,0,0
33,2013,2013-12-01,12,28.128,ARI,@,PHI,L 21-24,,0,0,,0,0.5,3,1
34,2013,2013-12-08,13,28.135,ARI,,STL,W 30-10,,,,,,,,
35,2013,2013-12-15,14,28.142,ARI,@,TEN,W 37-34,,0,0,,0,1.0,2,1
36,2013,2013-12-22,15,28.149,ARI,@,SEA,W 17-10,,0,0,,0,0.0,1,0
37,2013,2013-12-29,16,28.156,ARI,,SFO,L 20-23,,0,0,,0,0.0,2,0
38,2014,2014-10-12,5,29.078,ARI,,WAS,W 30-20,,,,,,,,
39,2014,2014-10-19,6,29.085,ARI,@,OAK,W 24-13,,,,,,,,
40,2014,2014-10-26,7,29.092,ARI,,PHI,W 24-20,,0,0,,0,0.0,1,0
41,2014,2014-11-02,8,29.099,ARI,@,DAL,W 28-17,,0,0,,0,0.0,1,0
42,2014,2014-11-09,9,29.106,ARI,,STL,W 31-14,,0,0,,0,1.0,1,0
43,2014,2014-11-16,10,29.113,ARI,,DET,W 14-6,,0,0,,0,0.0,1,0
44,2014,2014-11-23,11,29.120,ARI,@,SEA,L 3-19,,0,0,,0,0.0,1,0
45,2014,2014-11-30,12,29.127,ARI,@,ATL,L 18-29,,0,0,,0,0.0,1,0
46,2014,2014-12-07,13,29.134,ARI,,KAN,W 17-14,,0,0,,0,0.0,0,1
47,2014,2014-12-11,14,29.138,ARI,@,STL,W 12-6,,,,,,,,
48,2014,2014-12-21,15,29.148,ARI,,SEA,L 6-35,,0,0,,0,0.0,1,0
49,2014,2014-12-28,16,29.155,ARI,@,SFO,L 17-20,,0,0,,0,0.0,1,0
