ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1964,1964-09-13,1,22.309,RAM,@,PIT,W 26-14,2,3,66.7,2,3,66.7,0,8,0,0,,0
2,1964,1964-09-19,2,22.315,RAM,,DET,T 17-17,2,2,100.0,1,2,50.0,0,5,0,0,,0
3,1964,1964-09-27,3,22.323,RAM,,MIN,W 22-13,1,2,50.0,3,3,100.0,0,10,0,0,,0
4,1964,1964-10-04,4,22.330,RAM,@,BAL,L 20-35,2,2,100.0,2,2,100.0,0,8,0,0,,0
5,1964,1964-10-11,5,22.337,RAM,@,CHI,L 17-38,2,2,100.0,1,1,100.0,0,5,0,0,,0
6,1964,1964-10-18,6,22.344,RAM,,SFO,W 42-14,6,6,100.0,,1,0.0,0,6,0,0,,0
7,1964,1964-10-25,7,22.351,RAM,@,GNB,W 27-17,3,3,100.0,2,2,100.0,0,9,0,0,,0
8,1964,1964-11-01,8,22.358,RAM,@,DET,L 17-37,2,2,100.0,1,2,50.0,0,5,0,0,,0
9,1964,1964-11-08,9,22.365,RAM,,PHI,W 20-10,2,2,100.0,2,2,100.0,0,8,0,0,,0
10,1964,1964-11-15,10,23.006,RAM,,CHI,L 24-34,3,3,100.0,1,1,100.0,0,6,0,0,,0
11,1964,1964-11-22,11,23.013,RAM,,BAL,L 7-24,1,1,100.0,,1,0.0,0,1,0,0,,0
12,1964,1964-11-29,12,23.020,RAM,@,MIN,L 13-34,1,1,100.0,2,2,100.0,0,7,0,0,,0
13,1964,1964-12-06,13,23.027,RAM,@,SFO,L 7-28,1,1,100.0,,1,0.0,0,1,0,0,,0
14,1964,1964-12-13,14,23.034,RAM,,GNB,T 24-24,3,3,100.0,1,1,100.0,0,6,0,0,,0
15,1965,1965-09-25,2,23.320,RAM,,CHI,W 30-28,3,4,75.0,1,3,33.3,0,6,0,0,,0
16,1965,1965-10-03,3,23.328,RAM,,MIN,L 35-38,5,5,100.0,,,,0,5,,,,
17,1965,1965-10-10,4,23.335,RAM,@,CHI,L 6-31,,,,2,2,100.0,0,6,0,0,,0
18,1965,1965-10-17,5,23.342,RAM,,SFO,L 21-45,3,3,100.0,,2,0.0,0,3,0,0,,0
19,1965,1965-10-24,6,23.349,RAM,@,BAL,L 20-35,2,2,100.0,2,2,100.0,0,8,0,0,,0
20,1965,1965-10-31,7,23.356,RAM,,DET,L 7-31,1,1,100.0,,1,0.0,0,1,0,0,,0
21,1965,1965-11-07,8,23.363,RAM,@,MIN,L 13-24,1,2,50.0,,1,0.0,0,1,0,0,,0
22,1965,1965-11-14,9,24.005,RAM,@,GNB,L 3-6,,,,1,3,33.3,0,3,0,0,,0
23,1965,1965-11-21,10,24.012,RAM,@,SFO,L 27-30,3,3,100.0,2,3,66.7,0,9,0,0,,0
24,1965,1965-11-28,11,24.019,RAM,,GNB,W 21-10,1,1,100.0,4,5,80.0,0,13,0,0,,0
25,1965,1965-12-05,12,24.026,RAM,@,STL,W 27-3,3,3,100.0,2,2,100.0,0,9,0,0,,0
26,1965,1965-12-12,13,24.033,RAM,,CLE,W 42-7,6,6,100.0,,1,0.0,0,6,0,0,,0
27,1965,1965-12-18,14,24.039,RAM,,BAL,L 17-20,2,2,100.0,1,1,100.0,0,5,0,0,,0
28,1966,1966-09-11,1,24.306,RAM,@,ATL,W 19-14,1,1,100.0,4,6,66.7,0,13,0,0,,0
29,1966,1966-09-16,2,24.311,RAM,,CHI,W 31-17,4,4,100.0,1,2,50.0,0,7,0,0,,0
30,1966,1966-09-25,3,24.320,RAM,@,GNB,L 13-24,1,1,100.0,2,4,50.0,0,7,0,0,,0
31,1966,1966-09-30,4,24.325,RAM,,SFO,W 34-3,4,4,100.0,2,4,50.0,0,10,0,0,,0
32,1966,1966-10-09,5,24.334,RAM,@,DET,W 14-7,2,2,100.0,,3,0.0,0,2,0,0,,0
33,1966,1966-10-16,6,24.341,RAM,@,MIN,L 7-35,1,1,100.0,,2,0.0,0,1,0,0,,0
34,1966,1966-10-23,7,24.348,RAM,@,CHI,L 10-17,1,1,100.0,1,3,33.3,0,4,0,0,,0
35,1966,1966-10-30,8,24.355,RAM,,BAL,L 3-17,,,,1,3,33.3,0,3,0,0,,0
36,1966,1966-11-06,9,24.362,RAM,@,SFO,L 13-21,1,1,100.0,2,3,66.7,0,7,0,0,,0
37,1966,1966-11-13,10,25.004,RAM,,NYG,W 55-14,7,7,100.0,2,2,100.0,0,13,0,0,,0
38,1966,1966-11-20,11,25.011,RAM,,MIN,W 21-6,1,1,100.0,4,6,66.7,0,13,0,0,,0
39,1966,1966-11-27,12,25.018,RAM,@,BAL,W 23-7,2,2,100.0,3,5,60.0,0,11,0,0,,0
40,1966,1966-12-04,13,25.025,RAM,,DET,W 23-3,2,2,100.0,3,3,100.0,0,11,0,0,,0
41,1966,1966-12-18,14,25.039,RAM,,GNB,L 23-27,2,2,100.0,3,3,100.0,0,11,0,0,,0
42,1967,1967-09-17,1,25.312,RAM,@,NOR,W 27-13,3,3,100.0,2,5,40.0,0,9,0,0,,0
43,1967,1967-09-22,2,25.317,RAM,,MIN,W 39-3,4,4,100.0,3,5,60.0,0,13,0,0,,0
44,1967,1967-10-01,3,25.326,RAM,@,DAL,W 35-13,5,5,100.0,,2,0.0,0,5,0,0,,0
45,1967,1967-10-08,4,25.333,RAM,,SFO,L 24-27,3,3,100.0,1,2,50.0,0,6,0,0,,0
46,1967,1967-10-15,5,25.340,RAM,@,BAL,T 24-24,3,3,100.0,1,4,25.0,0,6,0,0,,0
47,1967,1967-10-22,6,25.347,RAM,,WAS,T 28-28,4,4,100.0,,1,0.0,0,4,0,0,,0
48,1967,1967-10-29,7,25.354,RAM,@,CHI,W 28-17,4,4,100.0,,,,0,4,,,,
49,1967,1967-11-05,8,25.361,RAM,@,SFO,W 17-7,2,2,100.0,1,4,25.0,0,5,0,0,,0
50,1967,1967-11-12,9,26.003,RAM,,PHI,W 33-17,3,3,100.0,4,4,100.0,0,15,0,0,,0
51,1967,1967-11-19,10,26.010,RAM,@,ATL,W 31-3,4,4,100.0,1,4,25.0,0,7,0,0,,0
52,1967,1967-11-23,11,26.014,RAM,@,DET,W 31-7,4,4,100.0,1,4,25.0,0,7,0,0,,0
53,1967,1967-12-03,12,26.024,RAM,,ATL,W 20-3,2,2,100.0,2,3,66.7,0,8,0,0,,0
54,1967,1967-12-09,13,26.030,RAM,,GNB,W 27-24,3,3,100.0,2,3,66.7,0,9,0,0,,0
55,1967,1967-12-17,14,26.038,RAM,,BAL,W 34-10,4,4,100.0,2,2,100.0,0,10,0,0,,0
56,1968,1968-09-16,1,26.312,RAM,@,STL,W 24-13,3,3,100.0,1,1,100.0,0,6,0,0,,0
57,1968,1968-09-22,2,26.318,RAM,,PIT,W 45-10,6,6,100.0,1,1,100.0,0,9,0,0,,0
58,1968,1968-09-29,3,26.325,RAM,@,CLE,W 24-6,3,3,100.0,1,3,33.3,0,6,0,0,,0
59,1968,1968-10-06,4,26.332,RAM,,SFO,W 24-10,3,3,100.0,1,1,100.0,0,6,0,0,,0
