ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2015,2015-11-19,10,22.169,TEN,@,JAX,L 13-19,,4,-3,-0.75,0,0,0,0,,0,0.0%,,0,0
2,2015,2015-11-29,11,22.179,TEN,,OAK,L 21-24,,3,8,2.67,0,1,0,0,,0,0.0%,0.00,0,0
3,2015,2015-12-06,12,22.186,TEN,,JAX,W 42-39,,13,40,3.08,0,0,0,0,,0,0.0%,,0,0
4,2015,2015-12-13,13,22.193,TEN,@,NYJ,L 8-30,,2,1,0.50,0,0,0,0,,0,0.0%,,0,0
5,2015,2015-12-20,14,22.200,TEN,@,NWE,L 16-33,,4,9,2.25,0,0,0,0,,0,0.0%,,0,0
6,2015,2015-12-27,15,22.207,TEN,,HOU,L 6-34,,7,18,2.57,0,1,1,-2,-2.00,0,100.0%,-2.00,0,0
7,2015,2016-01-03,16,22.214,TEN,@,IND,L 24-30,*,19,73,3.84,1,0,0,0,,0,0.0%,,1,6
