ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1994,1994-09-04,1,21.251,MIN,@,GNB,L 10-16,,,,,,,
2,1994,1994-09-11,2,21.258,MIN,,DET,W 10-3,,,,,,,
3,1994,1994-09-18,3,21.265,MIN,@,CHI,W 42-14,,1,6,0.0,1,81,1
4,1994,1994-09-25,4,21.272,MIN,,MIA,W 38-35,,,,,,,
5,1994,1994-10-02,5,21.279,MIN,@,ARI,L 7-17,,,,,,,
6,1994,1994-10-10,6,21.287,MIN,@,NYG,W 27-10,,,,,,,
7,1994,1994-10-20,7,21.297,MIN,,GNB,W 13-10,,,,,,,
8,1994,1994-10-30,8,21.307,MIN,@,TAM,W 36-13,,0,0,0.0,1,0,0
9,1994,1994-11-06,9,21.314,MIN,,NOR,W 21-20,,,,,,,
10,1994,1994-11-13,10,21.321,MIN,@,NWE,L 20-26,,,,,,,
11,1994,1994-11-20,11,21.328,MIN,,NYJ,L 21-31,,,,,,,
12,1994,1994-11-27,12,21.335,MIN,,TAM,L 17-20,,,,,,,
13,1994,1994-12-01,13,21.339,MIN,,CHI,W 33-27,,1,6,0.0,1,54,1
14,1994,1994-12-11,14,21.349,MIN,@,BUF,W 21-17,,,,,,,
15,1994,1994-12-17,15,21.355,MIN,@,DET,L 19-41,,,,,,,
16,1994,1994-12-26,16,21.364,MIN,,SFO,W 21-14,,,,,,,
17,1995,1995-09-03,1,22.250,MIN,@,CHI,L 14-31,,,,,,,
18,1995,1995-09-10,2,22.257,MIN,,DET,W 20-10,,,,,,,
19,1995,1995-09-17,3,22.264,MIN,,DAL,L 17-23,,,,,,,
20,1995,1995-10-08,5,22.285,MIN,,HOU,W 23-17,,0,0,0.0,1,25,0
21,1995,1995-10-15,6,22.292,MIN,@,TAM,L 17-20,,,,,,,
22,1995,1995-10-22,7,22.299,MIN,@,GNB,L 21-38,,,,,,,
23,1995,1995-10-30,8,22.307,MIN,,CHI,L 6-14,,,,,,,
24,1995,1995-11-05,9,22.313,MIN,,GNB,W 27-24,,,,,,,
25,1995,1995-11-12,10,22.320,MIN,@,ARI,W 30-24,,,,,,,
