ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1963,1963-10-18,6,23.076,DEN,@,BOS,L 21-40,,12,27,44.44,174,1,1,62.9,0,0,6.44,5.52,0,0,,0
2,1963,1963-10-26,7,23.084,DEN,@,NYJ,T 35-35,,5,11,45.45,37,0,0,54.0,0,0,3.36,3.36,0,0,,0
3,1963,1963-11-03,8,23.092,DEN,,BUF,L 28-30,,10,23,43.48,239,4,0,121.2,0,0,10.39,13.87,3,19,6.33,0
4,1963,1963-11-09,9,23.098,DEN,@,BUF,L 17-27,*,9,17,52.94,62,0,1,36.9,0,0,3.65,1.00,0,0,,0
5,1963,1963-11-28,11,23.117,DEN,,OAK,L 10-26,,14,22,63.64,180,1,1,85.4,0,0,8.18,7.05,2,2,1.00,0
6,1963,1963-12-15,13,23.134,DEN,@,OAK,L 31-35,,4,7,57.14,51,0,1,40.5,0,0,7.29,0.86,2,12,6.00,0
7,1963,1963-12-22,14,23.141,DEN,@,SDG,L 20-58,*,16,31,51.61,192,1,2,54.8,0,0,6.19,3.94,4,17,4.25,0
8,1965,1965-09-26,3,25.054,SDG,,KAN,T 10-10,,0,3,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0
9,1965,1965-10-10,5,25.068,SDG,@,BUF,W 34-3,,1,1,100.00,7,0,0,95.8,0,0,7.00,7.00,0,0,,0
10,1965,1965-10-23,7,25.081,SDG,@,NYJ,W 34-9,,2,2,100.00,56,1,0,158.3,0,0,28.00,38.00,0,0,,0
11,1965,1965-10-31,8,25.089,SDG,,BOS,L 6-22,,6,13,46.15,109,0,1,43.4,0,0,8.38,4.92,0,0,,0
12,1965,1965-11-14,10,25.103,SDG,@,KAN,L 7-31,,8,17,47.06,118,0,2,30.6,0,0,6.94,1.65,0,0,,0
13,1965,1965-12-04,12,25.123,SDG,,NYJ,W 38-7,,1,1,100.00,15,0,0,118.7,0,0,15.00,15.00,0,0,,0
14,1965,1965-12-19,14,25.138,SDG,,OAK,W 24-14,,4,6,66.67,99,1,1,109.7,0,0,16.50,12.33,1,-1,-1.00,0
