ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2007,2007-09-09,1,23.006,GNB,,PHI,W 16-13,,1,1,100.0,3,3,100.0,0,10,0.0,,
2,2007,2007-09-16,2,23.013,GNB,@,NYG,W 35-13,,5,5,100.0,,1,0.0,0,5,0.0,,
3,2007,2007-09-23,3,23.020,GNB,,SDG,W 31-24,,4,4,100.0,1,1,100.0,0,7,0.0,,
4,2007,2007-09-30,4,23.027,GNB,@,MIN,W 23-16,,2,2,100.0,3,3,100.0,0,11,0.0,,
5,2007,2007-10-07,5,23.034,GNB,,CHI,L 20-27,,2,2,100.0,2,2,100.0,0,8,0.0,,
6,2007,2007-10-14,6,23.041,GNB,,WAS,W 17-14,,2,2,100.0,1,3,33.3,0,5,0.0,,
7,2007,2007-10-29,7,23.056,GNB,@,DEN,W 19-13,,1,1,100.0,2,2,100.0,0,7,0.0,,
8,2007,2007-11-04,8,23.062,GNB,@,KAN,W 33-22,,3,3,100.0,4,5,80.0,0,15,0.0,,
9,2007,2007-11-11,9,23.069,GNB,,MIN,W 34-0,,4,4,100.0,2,2,100.0,0,10,0.0,,
10,2007,2007-11-18,10,23.076,GNB,,CAR,W 31-17,,4,4,100.0,1,3,33.3,0,7,0.0,,
11,2007,2007-11-22,11,23.080,GNB,@,DET,W 37-26,,4,4,100.0,3,3,100.0,0,13,0.0,,
12,2007,2007-11-29,12,23.087,GNB,@,DAL,L 27-37,,3,3,100.0,2,2,100.0,0,9,0.0,,
13,2007,2007-12-09,13,23.097,GNB,,OAK,W 38-7,,5,5,100.0,1,3,33.3,0,8,0.0,,
14,2007,2007-12-16,14,23.104,GNB,@,STL,W 33-14,,3,3,100.0,4,4,100.0,0,15,0.0,,
15,2007,2007-12-23,15,23.111,GNB,@,CHI,L 7-35,,1,1,100.0,,,,0,1,,,
16,2007,2007-12-30,16,23.118,GNB,,DET,W 34-13,,4,4,100.0,2,2,100.0,0,10,0.0,,
17,2008,2008-09-08,1,24.005,GNB,,MIN,W 24-19,,3,3,100.0,1,2,50.0,0,6,0.0,0,0
18,2008,2008-09-14,2,24.011,GNB,@,DET,W 48-25,,6,6,100.0,2,2,100.0,0,12,0.0,0,0
19,2008,2008-09-21,3,24.018,GNB,,DAL,L 16-27,,1,1,100.0,3,3,100.0,0,10,0.0,0,0
20,2008,2008-09-28,4,24.025,GNB,@,TAM,L 21-30,,3,3,100.0,,,,0,3,0.0,0,0
21,2008,2008-10-05,5,24.032,GNB,,ATL,L 24-27,,3,3,100.0,1,2,50.0,0,6,0.0,0,0
22,2008,2008-10-12,6,24.039,GNB,@,SEA,W 27-17,,3,3,100.0,2,2,100.0,0,9,0.0,0,0
23,2008,2008-10-19,7,24.046,GNB,,IND,W 34-14,,4,4,100.0,2,3,66.7,0,10,0.0,0,0
24,2008,2008-11-02,8,24.060,GNB,@,TEN,L 16-19,,1,1,100.0,3,3,100.0,0,10,0.0,0,0
25,2008,2008-11-09,9,24.067,GNB,@,MIN,L 27-28,,3,3,100.0,2,3,66.7,0,9,0.0,0,0
26,2008,2008-11-16,10,24.074,GNB,,CHI,W 37-3,,4,4,100.0,3,3,100.0,0,13,0.0,0,0
27,2008,2008-11-24,11,24.082,GNB,@,NOR,L 29-51,,3,3,100.0,,,,0,3,0.0,0,0
28,2008,2008-11-30,12,24.088,GNB,,CAR,L 31-35,,2,2,100.0,3,3,100.0,0,11,0.0,0,0
29,2008,2008-12-07,13,24.095,GNB,,HOU,L 21-24,,3,3,100.0,,,,0,3,0.0,0,0
30,2008,2008-12-14,14,24.102,GNB,@,JAX,L 16-20,,1,1,100.0,3,3,100.0,0,10,0.0,0,0
31,2008,2008-12-22,15,24.110,GNB,@,CHI,L 17-20,,2,2,100.0,1,3,33.3,0,5,0.0,0,0
32,2008,2008-12-28,16,24.116,GNB,,DET,W 31-21,,4,4,100.0,1,2,50.0,0,7,0.0,0,0
33,2009,2009-09-13,1,25.010,GNB,,CHI,W 21-15,,1,1,100.0,2,3,66.7,0,7,0.0,0,0
34,2009,2009-09-20,2,25.017,GNB,,CIN,L 24-31,,3,3,100.0,1,2,50.0,0,6,0.0,0,0
35,2009,2009-09-27,3,25.024,GNB,@,STL,W 36-17,,3,4,75.0,3,3,100.0,0,12,0.0,0,0
36,2009,2009-10-05,4,25.032,GNB,@,MIN,L 23-30,,2,2,100.0,1,1,100.0,0,5,0.0,0,0
37,2009,2009-10-18,5,25.045,GNB,,DET,W 26-0,,2,2,100.0,4,4,100.0,0,14,0.0,0,0
38,2009,2009-10-25,6,25.052,GNB,@,CLE,W 31-3,,4,4,100.0,1,2,50.0,0,7,0.0,0,1
39,2009,2009-11-01,7,25.059,GNB,,MIN,L 26-38,,2,2,100.0,2,3,66.7,0,8,0.0,0,0
40,2009,2009-11-08,8,25.066,GNB,@,TAM,L 28-38,,4,4,100.0,,,,0,4,0.0,0,0
41,2009,2009-11-15,9,25.073,GNB,,DAL,W 17-7,,2,2,100.0,1,2,50.0,0,5,0.0,0,0
42,2009,2009-11-22,10,25.080,GNB,,SFO,W 30-24,,3,3,100.0,3,3,100.0,0,12,0.0,0,0
43,2009,2009-11-26,11,25.084,GNB,@,DET,W 34-12,,4,4,100.0,2,3,66.7,0,10,0.0,0,0
44,2009,2009-12-07,12,25.095,GNB,,BAL,W 27-14,,3,3,100.0,2,3,66.7,0,9,0.0,0,0
45,2009,2009-12-13,13,25.101,GNB,@,CHI,W 21-14,,1,1,100.0,2,3,66.7,0,7,0.0,0,0
46,2009,2009-12-20,14,25.108,GNB,@,PIT,L 36-37,,4,4,100.0,,1,0.0,0,4,0.0,0,0
47,2009,2009-12-27,15,25.115,GNB,,SEA,W 48-10,,6,6,100.0,2,2,100.0,0,12,0.0,0,0
48,2009,2010-01-03,16,25.122,GNB,@,ARI,W 33-7,,4,4,100.0,1,1,100.0,0,7,0.0,0,0
49,2010,2010-09-12,1,26.009,GNB,@,PHI,W 27-20,,3,3,100.0,2,2,100.0,0,9,0.0,0,0
50,2010,2010-09-19,2,26.016,GNB,,BUF,W 34-7,,4,4,100.0,2,2,100.0,0,10,0.0,0,0
51,2010,2010-09-27,3,26.024,GNB,@,CHI,L 17-20,,2,2,100.0,1,2,50.0,0,5,0.0,0,0
52,2010,2010-10-03,4,26.030,GNB,,DET,W 28-26,,4,4,100.0,,,,0,4,0.0,0,0
53,2010,2010-10-10,5,26.037,GNB,@,WAS,L 13-16,,1,1,100.0,2,4,50.0,0,7,0.0,0,0
54,2010,2010-10-17,6,26.044,GNB,,MIA,L 20-23,,2,2,100.0,2,2,100.0,0,8,0.0,0,0
55,2010,2010-10-24,7,26.051,GNB,,MIN,W 28-24,,4,4,100.0,,,,0,4,0.0,0,0
56,2010,2010-10-31,8,26.058,GNB,@,NYJ,W 9-0,,,,,3,4,75.0,0,9,0.0,0,0
57,2010,2010-11-07,9,26.065,GNB,,DAL,W 45-7,,6,6,100.0,1,2,50.0,0,9,0.0,0,0
58,2010,2010-11-21,10,26.079,GNB,@,MIN,W 31-3,,4,4,100.0,1,1,100.0,0,7,0.0,0,0
59,2010,2010-11-28,11,26.086,GNB,@,ATL,L 17-20,,2,2,100.0,1,1,100.0,0,5,0.0,0,0
60,2010,2010-12-05,12,26.093,GNB,,SFO,W 34-16,,4,4,100.0,2,3,66.7,0,10,0.0,0,0
61,2010,2010-12-12,13,26.100,GNB,@,DET,L 3-7,,,,,1,1,100.0,0,3,0.0,0,0
62,2010,2010-12-19,14,26.107,GNB,@,NWE,L 27-31,,3,3,100.0,2,2,100.0,0,9,0.0,0,0
63,2010,2010-12-26,15,26.114,GNB,,NYG,W 45-17,,6,6,100.0,1,1,100.0,0,9,0.0,0,0
