ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2004,2004-09-12,1,23.184,CIN,@,NYJ,L 24-31,,,,,,,
2,2004,2004-09-19,2,23.191,CIN,,MIA,W 16-13,,,,,,,
3,2004,2004-09-26,3,23.198,CIN,,BAL,L 9-23,,,,,,,
4,2004,2004-10-03,4,23.205,CIN,@,PIT,L 17-28,,,,,,,
5,2004,2004-10-17,5,23.219,CIN,@,CLE,L 17-34,*,,,,,,
6,2004,2004-10-25,6,23.227,CIN,,DEN,W 23-10,,,,,,,
7,2004,2004-10-31,7,23.233,CIN,@,TEN,L 20-27,*,,,,,,
8,2004,2004-11-07,8,23.240,CIN,,DAL,W 26-3,*,,,,,,
9,2004,2004-11-14,9,23.247,CIN,@,WAS,W 17-10,*,1.0,,,0,0,0
10,2004,2004-11-21,10,23.254,CIN,,PIT,L 14-19,*,1.0,,,0,0,0
11,2004,2004-11-28,11,23.261,CIN,,CLE,W 58-48,*,,,,,,
12,2004,2004-12-05,12,23.268,CIN,@,BAL,W 27-26,*,,,,,,
13,2004,2004-12-12,13,23.275,CIN,@,NWE,L 28-35,*,,,,,,
14,2004,2004-12-19,14,23.282,CIN,,BUF,L 17-33,*,,,,,,
15,2004,2004-12-26,15,23.289,CIN,,NYG,W 23-22,*,,,,,,
16,2004,2005-01-02,16,23.296,CIN,@,PHI,W 38-10,*,,,,,,
17,2005,2005-09-11,1,24.183,CIN,@,CLE,W 27-13,*,,,,,,
18,2005,2005-09-18,2,24.190,CIN,,MIN,W 37-8,,,,,,,
19,2005,2005-09-25,3,24.197,CIN,@,CHI,W 24-7,*,,,,,,
20,2005,2005-10-02,4,24.204,CIN,,HOU,W 16-10,*,,,,,,
21,2005,2005-10-09,5,24.211,CIN,@,JAX,L 20-23,*,,,,,,
22,2005,2005-10-16,6,24.218,CIN,@,TEN,W 31-23,,,,,,,
23,2005,2005-10-23,7,24.225,CIN,,PIT,L 13-27,,,,,,,
24,2005,2005-10-30,8,24.232,CIN,,GNB,W 21-14,*,,,,,,
25,2005,2005-11-06,9,24.239,CIN,@,BAL,W 21-9,*,,,,,,
26,2005,2005-11-20,10,24.253,CIN,,IND,L 37-45,*,,,,,,
27,2005,2005-11-27,11,24.260,CIN,,BAL,W 42-29,*,,,,,,
28,2005,2005-12-04,12,24.267,CIN,@,PIT,W 38-31,,,,,,,
29,2005,2005-12-11,13,24.274,CIN,,CLE,W 23-20,*,,,,,,
30,2005,2005-12-18,14,24.281,CIN,@,DET,W 41-17,,,,,,,
31,2005,2005-12-24,15,24.287,CIN,,BUF,L 27-37,*,,,,,,
32,2005,2006-01-01,16,24.295,CIN,@,KAN,L 3-37,,,,,,,
33,2006,2006-09-10,1,25.182,CIN,@,KAN,W 23-10,*,,,,,,
34,2006,2006-09-17,2,25.189,CIN,,CLE,W 34-17,*,0.0,,,1,2,0
35,2006,2006-09-24,3,25.196,CIN,@,PIT,W 28-20,*,,,,,,
36,2006,2006-10-01,4,25.203,CIN,,NWE,L 13-38,*,,,,,,
37,2006,2006-10-15,5,25.217,CIN,@,TAM,L 13-14,*,,,,,,
38,2006,2006-10-22,6,25.224,CIN,,CAR,W 17-14,*,,,,,,
39,2006,2006-10-29,7,25.231,CIN,,ATL,L 27-29,*,,,,,,
40,2006,2006-11-05,8,25.238,CIN,@,BAL,L 20-26,*,,,,,,
41,2006,2006-11-12,9,25.245,CIN,,SDG,L 41-49,*,,,,,,
42,2006,2006-11-19,10,25.252,CIN,@,NOR,W 31-16,*,,,,,,
43,2006,2006-11-26,11,25.259,CIN,@,CLE,W 30-0,*,0.5,,,0,0,0
44,2006,2006-11-30,12,25.263,CIN,,BAL,W 13-7,*,,,,,,
45,2006,2006-12-10,13,25.273,CIN,,OAK,W 27-10,*,,,,,,
46,2006,2006-12-18,14,25.281,CIN,@,IND,L 16-34,*,,,,,,
47,2006,2006-12-24,15,25.287,CIN,@,DEN,L 23-24,*,,,,,,
48,2006,2006-12-31,16,25.294,CIN,,PIT,L 17-23,*,,,,,,
49,2007,2007-09-10,1,26.182,CIN,,BAL,W 27-20,*,,,,,,
50,2007,2007-09-16,2,26.188,CIN,@,CLE,L 45-51,*,,,,,,
51,2007,2007-09-23,3,26.195,CIN,@,SEA,L 21-24,*,,,,,,
52,2007,2007-10-01,4,26.203,CIN,,NWE,L 13-34,*,,,,,,
53,2007,2007-10-14,5,26.216,CIN,@,KAN,L 20-27,*,1.0,,,0,0,0
54,2007,2007-10-21,6,26.223,CIN,,NYJ,W 38-31,*,,,,,,
55,2007,2007-10-28,7,26.230,CIN,,PIT,L 13-24,*,,,,,,
56,2007,2007-11-04,8,26.237,CIN,@,BUF,L 21-33,*,,,,,,
57,2007,2007-11-11,9,26.244,CIN,@,BAL,W 21-7,*,,,,,,
58,2007,2007-11-18,10,26.251,CIN,,ARI,L 27-35,*,,,,,,
59,2007,2007-11-25,11,26.258,CIN,,TEN,W 35-6,*,,,,,,
60,2007,2007-12-02,12,26.265,CIN,@,PIT,L 10-24,*,,,,,,
61,2007,2007-12-09,13,26.272,CIN,,STL,W 19-10,*,,,,,,
62,2007,2007-12-15,14,26.278,CIN,@,SFO,L 13-20,*,,,,,,
63,2007,2007-12-23,15,26.286,CIN,,CLE,W 19-14,*,,,,,,
64,2007,2007-12-30,16,26.293,CIN,@,MIA,W 38-25,*,,,,,,
65,2008,2008-09-07,1,27.179,CAR,@,SDG,W 26-24,,,,,,,
66,2008,2008-09-14,2,27.186,CAR,,CHI,W 20-17,,0.0,1,0,0,0,0
