ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1991,1991-10-20,7,23.122,NOR,,TAM,W 23-7,,0,0,,0,,0,0,,0,,,0,0,,0,0,
2,1991,1991-11-03,9,23.136,NOR,@,RAM,W 24-17,,2,5,2.50,0,,0,0,,0,,,0,0,,0,0,0
3,1991,1991-11-10,10,23.143,NOR,,SFO,W 10-3,,16,61,3.81,0,,0,0,,0,,,0,0,,0,0,0
4,1991,1991-11-17,11,23.150,NOR,@,SDG,L 21-24,,8,45,5.63,0,,0,0,,0,,,0,0,,0,0,0
5,1991,1991-11-24,12,23.157,NOR,,ATL,L 20-23,,28,138,4.93,1,,0,0,,0,,,0,0,,0,1,6
6,1991,1991-12-01,13,23.164,NOR,@,SFO,L 24-38,,22,90,4.09,1,,0,0,,0,,,0,0,,0,1,6
7,1991,1991-12-08,14,23.171,NOR,@,DAL,L 14-23,,14,71,5.07,0,,0,0,,0,,,0,0,,0,0,0
8,1991,1991-12-16,15,23.179,NOR,,RAI,W 27-0,,11,52,4.73,0,,1,8,8.00,0,,,1,14,14.00,0,0,0
9,1991,1991-12-22,16,23.185,NOR,@,PHO,W 27-3,,8,32,4.00,0,,0,0,,0,,,0,0,,0,0,0
10,1992,1992-09-06,1,24.078,NOR,@,PHI,L 13-15,,1,0,0.00,0,,0,0,,0,0.0%,,1,19,19.00,0,0,0
11,1992,1992-09-13,2,24.085,NOR,,CHI,W 28-6,,0,0,,0,,0,0,,0,0.0%,,2,67,33.50,0,0,0
12,1992,1992-09-20,3,24.092,NOR,@,ATL,W 10-7,,1,-1,-1.00,0,,0,0,,0,0.0%,,2,47,23.50,0,0,0
13,1992,1992-09-27,4,24.099,NOR,,SFO,L 10-16,,1,2,2.00,0,,0,0,,0,0.0%,,2,28,14.00,0,0,0
14,1992,1992-10-04,5,24.106,NOR,@,DET,W 13-7,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
15,1992,1992-10-11,6,24.113,NOR,,RAM,W 13-10,,0,0,,0,,0,0,,0,0.0%,,2,42,21.00,0,0,0
