ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1993,1993-09-19,3,22.339,PIT,,CIN,W 34-7,,,,,
2,1993,1993-09-27,4,22.347,PIT,@,ATL,W 45-17,,,,,
3,1993,1993-10-24,7,23.009,PIT,@,CLE,L 23-28,,,,,
4,1995,1995-11-05,9,25.021,PIT,@,CHI,W 37-34,,,,,
5,1997,1997-08-31,1,26.320,NYJ,@,SEA,W 41-3,,,,,
6,1997,1997-09-07,2,26.327,NYJ,,BUF,L 22-28,,,,,
7,1997,1997-09-14,3,26.334,NYJ,@,NWE,L 24-27,,,,,
8,1997,1997-09-21,4,26.341,NYJ,,OAK,W 23-22,,,,,
9,1997,1997-09-28,5,26.348,NYJ,@,CIN,W 31-14,,,,,
10,1997,1997-10-05,6,26.355,NYJ,@,IND,W 16-12,,,,,
11,1997,1997-10-12,7,26.362,NYJ,,MIA,L 20-31,,,,,
12,1997,1997-10-19,8,27.004,NYJ,,NWE,W 24-19,,,,,
13,1997,1997-11-02,9,27.018,TAM,@,IND,W 31-28,,,,,
14,1997,1997-11-09,10,27.025,NYJ,@,MIA,L 17-24,,,,,
15,1997,1997-11-16,11,27.032,NYJ,@,CHI,W 23-15,,,,,
16,1997,1997-11-23,12,27.039,NYJ,,MIN,W 23-21,,,,,
17,1997,1997-11-30,13,27.046,NYJ,@,BUF,L 10-20,,,,,
18,1997,1997-12-07,14,27.053,NYJ,,IND,L 14-22,,,,,
19,1997,1997-12-21,16,27.067,NYJ,@,DET,L 10-13,,,,,
20,1998,1998-09-21,3,27.341,NYG,,DAL,L 7-31,,1,1,1.00,0
21,1998,1998-09-27,4,27.347,NYG,@,SDG,W 34-16,,,,,
22,1998,1998-10-04,5,27.354,NYG,@,TAM,L 3-20,,,,,
23,1998,1998-10-11,6,27.361,NYG,,ATL,L 20-34,,1,13,13.00,0
24,1998,1998-10-18,7,28.003,NYG,,ARI,W 34-7,,,,,
25,1998,1998-11-01,8,28.017,NYG,@,WAS,L 14-21,,,,,
26,1998,1998-11-08,9,28.024,NYG,@,DAL,L 6-16,,,,,
27,1998,1998-11-15,10,28.031,NYG,,GNB,L 3-37,,,,,
28,1998,1998-11-22,11,28.038,NYG,,PHI,W 20-0,,1,0,0.00,0
29,1999,1999-09-12,1,28.332,PHI,,ARI,L 24-25,,,,,
30,1999,1999-09-19,2,28.339,PHI,,TAM,L 5-19,,,,,
31,1999,1999-09-26,3,28.346,PHI,@,BUF,L 0-26,,,,,
32,1999,1999-10-03,4,28.353,PHI,@,NYG,L 15-16,*,,,,
33,1999,1999-10-10,5,28.360,PHI,,DAL,W 13-10,*,,,,
34,1999,1999-10-17,6,29.002,PHI,@,CHI,W 20-16,*,,,,
35,1999,1999-10-24,7,29.009,PHI,@,MIA,L 13-16,*,,,,
36,1999,1999-10-31,8,29.016,PHI,,NYG,L 17-23,*,,,,
37,1999,1999-11-07,9,29.023,PHI,@,CAR,L 7-33,*,,,,
38,1999,1999-11-14,10,29.030,PHI,,WAS,W 35-28,*,,,,
39,1999,1999-11-21,11,29.037,PHI,,IND,L 17-44,,,,,
40,1999,1999-11-28,12,29.044,PHI,@,WAS,L 17-20,*,,,,
41,1999,1999-12-05,13,29.051,PHI,@,ARI,L 17-21,*,,,,
42,1999,1999-12-12,14,29.058,PHI,@,DAL,L 10-20,*,,,,
43,1999,1999-12-19,15,29.065,PHI,,NWE,W 24-9,*,,,,
44,1999,2000-01-02,16,29.079,PHI,,STL,W 38-31,*,,,,
