ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
53,1978,1978-10-01,5,25.305,SEA,@,DEN,L 7-28,1,9,9.00,0,0,0,,0,0,0,,0,0,0
54,1978,1978-10-08,6,25.312,SEA,,MIN,W 29-28,5,98,19.60,1,0,0,,0,0,0,,0,1,6
55,1978,1978-10-15,7,25.319,SEA,@,GNB,L 28-45,2,37,18.50,0,0,0,,0,0,0,,0,0,0
56,1978,1978-10-22,8,25.326,SEA,,OAK,W 27-7,,,,,,,,,,,,,,
57,1978,1978-10-29,9,25.333,SEA,,DEN,L 17-20,3,57,19.00,1,0,0,,0,0,0,,0,1,6
58,1978,1978-11-05,10,25.340,SEA,@,CHI,W 31-29,4,46,11.50,0,0,0,,0,0,0,,0,0,0
59,1978,1978-11-12,11,25.347,SEA,,BAL,L 14-17,1,18,18.00,0,0,0,,0,0,0,,0,0,0
60,1978,1978-11-19,12,25.354,SEA,@,KAN,W 13-10,,,,,,,,,,,,,,
61,1978,1978-11-26,13,25.361,SEA,@,OAK,W 17-16,5,65,13.00,0,0,0,,0,0,0,,0,0,0
62,1978,1978-12-03,14,26.003,SEA,,CLE,W 47-24,3,41,13.67,0,0,0,,0,0,0,,0,0,0
63,1978,1978-12-10,15,26.010,SEA,@,SDG,L 10-37,2,20,10.00,0,0,0,,0,0,0,,0,0,0
64,1978,1978-12-17,16,26.017,SEA,,KAN,W 23-19,3,38,12.67,0,0,0,,0,0,0,,0,0,0
65,1979,1979-09-02,1,26.276,SEA,,SDG,L 16-33,3,40,13.33,0,0,0,,0,0,0,,0,0,0
66,1979,1979-09-09,2,26.283,SEA,@,MIA,L 10-19,3,48,16.00,0,0,0,,0,0,0,,0,0,0
67,1979,1979-09-16,3,26.290,SEA,,OAK,W 27-10,2,42,21.00,0,0,0,,0,0,0,,0,0,0
68,1979,1979-09-23,4,26.297,SEA,@,DEN,L 34-37,1,13,13.00,1,0,0,,0,0,0,,0,1,6
69,1979,1979-09-30,5,26.304,SEA,,KAN,L 6-24,3,2,0.67,0,0,0,,0,0,0,,0,0,0
70,1979,1979-10-07,6,26.311,SEA,@,SFO,W 35-24,2,20,10.00,0,0,0,,0,0,0,,0,0,0
71,1979,1979-10-14,7,26.318,SEA,@,SDG,L 10-20,2,26,13.00,0,0,0,,0,0,0,,0,0,0
72,1979,1979-10-21,8,26.325,SEA,,HOU,W 34-14,3,43,14.33,0,0,0,,0,0,0,,0,0,0
73,1979,1979-10-29,9,26.333,SEA,@,ATL,W 31-28,1,26,26.00,0,0,0,,0,0,0,,0,0,0
74,1979,1979-11-04,10,26.339,SEA,,RAM,L 0-24,,,,,,,,,,,,,,
75,1979,1979-11-11,11,26.346,SEA,@,CLE,W 29-24,3,45,15.00,0,0,0,,0,0,0,,0,0,0
76,1979,1979-11-18,12,26.353,SEA,,NOR,W 38-24,3,71,23.67,1,0,0,,0,0,0,,0,1,6
77,1979,1979-11-26,13,26.361,SEA,,NYJ,W 30-7,6,80,13.33,1,0,0,,0,0,0,,0,1,6
78,1979,1979-12-02,14,27.002,SEA,@,KAN,L 21-37,1,8,8.00,0,0,0,,0,0,0,,0,0,0
79,1979,1979-12-08,15,27.008,SEA,,DEN,W 28-23,5,102,20.40,0,0,0,,0,0,0,,0,0,0
80,1979,1979-12-16,16,27.016,SEA,@,OAK,W 29-24,8,173,21.63,1,0,0,,0,0,0,,0,1,6
81,1980,1980-09-07,1,27.282,SEA,,SDG,L 13-34,2,60,30.00,1,0,0,,0,0,0,,0,1,6
82,1980,1980-09-14,2,27.289,SEA,@,KAN,W 17-16,6,96,16.00,1,0,0,,0,0,0,,0,1,6
83,1980,1980-09-21,3,27.296,SEA,,NWE,L 31-37,3,53,17.67,2,0,0,,0,0,0,,0,2,12
84,1980,1980-09-28,4,27.303,SEA,@,WAS,W 14-0,4,40,10.00,0,0,0,,0,0,0,,0,0,0
85,1980,1980-10-05,5,27.310,SEA,@,HOU,W 26-7,4,80,20.00,2,0,0,,0,0,0,,0,2,12
86,1980,1980-10-12,6,27.317,SEA,,CLE,L 3-27,5,61,12.20,0,0,0,,0,0,0,,0,0,0
87,1980,1980-10-19,7,27.324,SEA,@,NYJ,W 27-17,5,107,21.40,0,0,0,,0,0,0,,0,0,0
88,1980,1980-10-26,8,27.331,SEA,@,OAK,L 14-33,4,40,10.00,0,0,0,,0,0,0,,0,0,0
89,1980,1980-11-02,9,27.338,SEA,,PHI,L 20-27,2,24,12.00,0,0,0,,0,0,0,,0,0,0
90,1980,1980-11-09,10,27.345,SEA,,KAN,L 30-31,4,57,14.25,0,0,0,,0,0,0,,0,0,0
91,1980,1980-11-17,11,27.353,SEA,,OAK,L 17-19,4,54,13.50,0,0,0,,0,0,0,,0,0,0
92,1980,1980-11-23,12,27.359,SEA,@,DEN,L 20-36,2,21,10.50,0,0,0,,0,0,0,,0,0,0
93,1980,1980-11-27,13,27.363,SEA,@,DAL,L 7-51,3,35,11.67,0,0,0,,0,0,0,,0,0,0
94,1980,1980-12-07,14,28.007,SEA,,NYG,L 21-27,7,69,9.86,0,0,0,,0,0,0,,0,0,0
95,1980,1980-12-13,15,28.013,SEA,@,SDG,L 14-21,4,40,10.00,0,0,0,,0,0,0,,0,0,0
96,1980,1980-12-21,16,28.021,SEA,,DEN,L 17-25,3,37,12.33,0,0,0,,0,0,0,,0,0,0
97,1981,1981-09-06,1,28.280,SEA,@,CIN,L 21-27,4,35,8.75,0,0,0,,0,0,0,,0,0,0
98,1981,1981-09-13,2,28.287,SEA,,DEN,W 13-10,4,38,9.50,0,0,0,,0,0,0,,0,0,0
99,1981,1981-09-20,3,28.294,SEA,@,OAK,L 10-20,6,122,20.33,1,0,0,,0,0,0,,0,1,6
100,1981,1981-09-27,4,28.301,SEA,,KAN,L 14-20,5,46,9.20,1,0,0,,0,0,0,,0,1,6
101,1981,1981-10-04,5,28.308,SEA,@,SDG,L 10-24,1,13,13.00,0,0,0,,0,0,0,,0,0,0
102,1981,1981-10-11,6,28.315,SEA,@,HOU,L 17-35,4,24,6.00,0,0,0,,0,0,0,,0,0,0
103,1981,1981-10-18,7,28.322,SEA,,NYG,L 0-32,3,23,7.67,0,0,0,,0,0,0,,0,0,0
104,1981,1981-10-25,8,28.329,SEA,@,NYJ,W 19-3,3,36,12.00,0,0,0,,0,0,0,,0,0,0
105,1981,1981-11-01,9,28.336,SEA,@,GNB,L 24-34,2,26,13.00,0,0,0,,0,0,0,,0,0,0
106,1981,1981-11-08,10,28.343,SEA,,PIT,W 24-21,1,4,4.00,0,0,0,,0,0,0,,0,0,0
107,1981,1981-11-16,11,28.351,SEA,,SDG,W 44-23,1,7,7.00,0,0,0,,0,0,0,,0,0,0
108,1981,1981-11-22,12,28.357,SEA,@,KAN,L 13-40,1,20,20.00,0,0,0,,0,0,0,,0,0,0
109,1981,1981-11-29,13,28.364,SEA,,OAK,L 31-32,4,91,22.75,0,0,0,,0,0,0,,0,0,0
110,1981,1981-12-06,14,29.006,SEA,,NYJ,W 27-23,3,37,12.33,1,0,0,,0,0,0,,0,1,6
111,1981,1981-12-13,15,29.013,SEA,@,DEN,L 13-23,3,39,13.00,0,0,0,,0,0,0,,0,0,0
112,1981,1981-12-20,16,29.020,SEA,,CLE,W 42-21,1,6,6.00,0,0,0,,0,0,0,,0,0,0
113,1982,1982-11-21,3,29.356,MIN,@,GNB,L 7-26,0,0,,0,,,,,,,,,,
114,1982,1982-11-28,4,29.363,MIN,,CHI,W 35-7,0,0,,0,,,,,,,,,,
115,1982,1982-12-12,6,30.012,MIN,,BAL,W 13-10,0,0,,0,,,,,,,,,,
116,1982,1982-12-19,7,30.019,MIN,@,DET,W 34-31,7,79,11.29,0,0,0,,0,0,0,,0,0,0
117,1982,1982-12-26,8,30.026,MIN,,NYJ,L 14-42,3,26,8.67,0,0,0,,0,0,0,,0,0,0
118,1982,1983-01-03,9,30.034,MIN,,DAL,W 31-27,2,26,13.00,0,0,0,,0,0,0,,0,0,0
119,1983,1983-10-02,5,30.306,MIN,,DAL,L 24-37,2,10,5.00,0,0,0,,0,0,0,,0,0,0
120,1983,1983-10-09,6,30.313,MIN,@,CHI,W 23-14,0,0,,0,,,,,,,,,,
121,1983,1983-10-16,7,30.320,MIN,,HOU,W 34-14,1,14,14.00,0,0,0,,0,0,0,,0,0,0
122,1983,1983-10-23,8,30.327,MIN,@,GNB,W 20-17,2,33,16.50,0,0,0,,0,0,0,,0,0,0
123,1983,1983-10-30,9,30.334,MIN,@,STL,L 31-41,3,70,23.33,1,0,0,,0,0,0,,0,1,6
124,1983,1983-11-06,10,30.341,MIN,,TAM,L 12-17,2,20,10.00,0,0,0,,0,0,0,,0,0,0
125,1983,1983-11-13,11,30.348,MIN,,GNB,L 21-29,3,31,10.33,0,0,0,,0,0,0,,0,0,0
126,1983,1983-11-20,12,30.355,MIN,@,PIT,W 17-14,3,70,23.33,1,0,0,,0,0,0,,0,1,6
127,1983,1983-11-27,13,30.362,MIN,@,NOR,L 16-17,2,33,16.50,0,0,0,,0,0,0,,0,0,0
128,1983,1983-12-05,14,31.005,MIN,@,DET,L 2-13,0,0,,0,,,,,,,,,,
129,1983,1983-12-17,16,31.017,MIN,,CIN,W 20-14,3,33,11.00,0,0,0,,0,0,0,,0,0,0
