ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1972,1972-09-18,1,23.002,WAS,@,MIN,W 24-21,,,,,,,,,,,
2,1972,1972-09-24,2,23.008,WAS,,STL,W 24-10,,,,,,,,,,,
3,1972,1972-10-01,3,23.015,WAS,@,NWE,L 23-24,,,,,,,,,,,
4,1972,1972-10-08,4,23.022,WAS,,PHI,W 14-0,,,,,,,,,,,
5,1972,1972-10-29,7,23.043,WAS,@,NYG,W 23-16,,,,,,,,,,,
6,1972,1972-11-05,8,23.050,WAS,@,NYJ,W 35-17,,,,,,,,,,,
7,1972,1972-11-12,9,23.057,WAS,,NYG,W 27-13,,,,,,,,,,,
8,1972,1972-11-20,10,23.065,WAS,,ATL,W 24-13,,,,,,,,,,,
9,1972,1972-11-26,11,23.071,WAS,,GNB,W 21-16,,,,,,,,,,,
10,1972,1972-12-03,12,23.078,WAS,@,PHI,W 23-7,,,,,,,,,,,
11,1972,1972-12-09,13,23.084,WAS,@,DAL,L 24-34,,,,,,,,,,,
12,1972,1972-12-17,14,23.092,WAS,,BUF,L 17-24,,,,,,,,,,,
13,1973,1973-09-16,1,24.000,HOU,@,NYG,L 14-34,0,0,,0,0,0,,0,1,0,0
14,1973,1973-09-23,2,24.007,HOU,@,CIN,L 10-24,0,0,,0,4,2,0.50,0,0,0,0
15,1973,1973-09-30,3,24.014,HOU,,PIT,L 7-36,1,17,17.00,0,2,11,5.50,0,0,0,0
16,1973,1973-10-07,4,24.021,HOU,,RAM,L 26-31,0,0,,0,1,74,74.00,0,0,0,0
17,1973,1973-10-14,5,24.028,HOU,,DEN,L 20-48,,,,,,,,,,,
18,1973,1973-10-21,6,24.035,HOU,@,CLE,L 13-42,0,0,,0,0,0,,0,1,19,0
19,1973,1973-10-28,7,24.042,HOU,@,CHI,L 14-35,,,,,,,,,,,
20,1973,1973-11-04,8,24.049,HOU,@,BAL,W 31-27,,,,,,,,,,,
21,1973,1973-11-11,9,24.056,HOU,,CLE,L 13-23,0,0,,0,0,0,,0,1,0,0
22,1973,1973-11-18,10,24.063,HOU,@,KAN,L 14-38,,,,,,,,,,,
23,1973,1973-11-25,11,24.070,HOU,,NWE,L 0-32,0,0,,0,3,1,0.33,0,0,0,0
24,1973,1973-12-02,12,24.077,HOU,,OAK,L 6-17,0,0,,0,3,21,7.00,0,0,0,0
25,1973,1973-12-09,13,24.084,HOU,@,PIT,L 7-33,0,0,,0,0,0,,0,1,5,0
26,1973,1973-12-16,14,24.091,HOU,,CIN,L 24-27,0,0,,0,3,17,5.67,0,0,0,0
27,1974,1974-09-15,1,24.364,HOU,,SDG,W 21-14,,,,,,,,,,,
28,1974,1974-09-22,2,25.006,HOU,@,CLE,L 7-20,0,0,,0,3,45,15.00,0,0,0,0
29,1974,1974-09-29,3,25.013,HOU,,KAN,L 7-17,0,0,,0,1,0,0.00,0,0,0,0
30,1974,1974-10-06,4,25.020,HOU,,PIT,L 7-13,1,21,21.00,0,0,0,,0,0,0,0
31,1974,1974-10-13,5,25.027,HOU,@,MIN,L 10-51,2,35,17.50,0,0,0,,0,0,0,0
32,1974,1974-10-20,6,25.034,HOU,,STL,L 27-31,1,10,10.00,0,2,24,12.00,0,0,0,0
33,1974,1974-10-27,7,25.041,HOU,@,CIN,W 34-21,,,,,,,,,,,
34,1974,1974-11-03,8,25.048,HOU,@,NYJ,W 27-22,,,,,,,,,,,
35,1974,1974-11-10,9,25.055,HOU,@,BUF,W 21-9,0,0,,0,1,2,2.00,0,0,0,0
36,1974,1974-11-17,10,25.062,HOU,,CIN,W 20-3,0,0,,0,0,0,,0,1,0,0
37,1974,1974-11-24,11,25.069,HOU,,DAL,L 0-10,,,,,,,,,,,
38,1974,1974-12-01,12,25.076,HOU,@,PIT,W 13-10,0,0,,0,3,6,2.00,0,0,0,0
39,1974,1974-12-08,13,25.083,HOU,@,DEN,L 14-37,2,42,21.00,0,0,0,,0,0,0,0
40,1974,1974-12-15,14,25.090,HOU,,CLE,W 28-24,0,0,,0,1,9,9.00,0,0,0,0
41,1975,1975-09-21,1,26.005,DEN,,KAN,W 37-33,,,,,,,,,,,
42,1975,1975-09-29,2,26.013,DEN,,GNB,W 23-13,,,,,,,,,,,
43,1975,1975-10-05,3,26.019,DEN,@,BUF,L 14-38,,,,,,,,,,,
44,1975,1975-10-12,4,26.026,DEN,@,PIT,L 9-20,,,,,,,,,,,
45,1975,1975-10-19,5,26.033,DEN,,CLE,W 16-15,,,,,,,,,,,
46,1975,1975-10-26,6,26.040,DEN,@,KAN,L 13-26,,,,,,,,,,,
47,1975,1975-11-02,7,26.047,DEN,,OAK,L 17-42,,,,,,,,,,,
48,1975,1975-11-09,8,26.054,DEN,,CIN,L 16-17,,,,,,,,,,,
49,1975,1975-11-16,9,26.061,DEN,@,SDG,W 27-17,,,,,,,,,,,
50,1975,1975-11-23,10,26.068,DEN,@,ATL,L 21-35,,,,,,,,,,,
51,1975,1975-11-30,11,26.075,DEN,,SDG,W 13-10,,,,,,,,,,,
52,1975,1975-12-08,12,26.083,DEN,@,OAK,L 10-17,,,,,,,,,,,
53,1975,1975-12-14,13,26.089,DEN,,PHI,W 25-10,,,,,,,,,,,
54,1975,1975-12-20,14,26.095,DEN,@,MIA,L 13-14,1,20,20.00,0,0,0,,0,0,0,0
55,1976,1976-09-12,1,26.362,STL,@,SEA,W 30-24,,,,,,,,,,,
56,1976,1976-09-19,2,27.003,STL,,GNB,W 29-0,,,,,,,,,,,
57,1976,1976-09-26,3,27.010,STL,@,SDG,L 24-43,1,3,3.00,0,0,0,,0,0,0,0
58,1976,1976-10-03,4,27.017,STL,,NYG,W 27-21,,,,,,,,,,,
59,1976,1976-10-10,5,27.024,STL,,PHI,W 33-14,,,,,,,,,,,
60,1976,1976-10-17,6,27.031,STL,,DAL,W 21-17,,,,,,,,,,,
61,1976,1976-10-25,7,27.039,STL,@,WAS,L 10-20,,,,,,,,,,,
62,1976,1976-10-31,8,27.045,STL,,SFO,W 23-20,,,,,,,,,,,
63,1976,1976-11-07,9,27.052,STL,@,PHI,W 17-14,,,,,,,,,,,
64,1976,1976-11-14,10,27.059,STL,@,RAM,W 30-28,,,,,,,,,,,
65,1976,1976-11-21,11,27.066,STL,,WAS,L 10-16,,,,,,,,,,,
66,1976,1976-11-25,12,27.070,STL,@,DAL,L 14-19,,,,,,,,,,,
67,1976,1976-12-04,13,27.079,STL,,BAL,W 24-17,,,,,,,,,,,
68,1976,1976-12-12,14,27.087,STL,@,NYG,W 17-14,,,,,,,,,,,
69,1977,1977-09-18,1,28.002,STL,@,DEN,L 0-7,,,,,,,,,,,
70,1977,1977-09-25,2,28.009,STL,,CHI,W 16-13,,,,,,,,,,,
71,1977,1977-10-02,3,28.016,STL,@,WAS,L 14-24,,,,,,,,,,,
72,1977,1977-10-09,4,28.023,STL,,DAL,L 24-30,,,,,,,,,,,
73,1977,1977-10-16,5,28.030,STL,@,PHI,W 21-17,,,,,,,,,,,
74,1977,1977-10-23,6,28.037,STL,,NOR,W 49-31,,,,,,,,,,,
75,1977,1977-10-31,7,28.045,STL,,NYG,W 28-0,,,,,,,,,,,
76,1977,1977-11-06,8,28.051,STL,@,MIN,W 27-7,,,,,,,,,,,
77,1977,1977-11-14,9,28.059,STL,@,DAL,W 24-17,0,0,,0,1,0,0.00,0,1,0,0
78,1977,1977-11-20,10,28.065,STL,,PHI,W 21-16,,,,,,,,,,,
79,1977,1977-11-24,11,28.069,STL,,MIA,L 14-55,,,,,,,,,,,
80,1977,1977-12-04,12,28.079,STL,@,NYG,L 7-27,,,,,,,,,,,
81,1977,1977-12-10,13,28.085,STL,,WAS,L 20-26,,,,,,,,,,,
82,1977,1977-12-18,14,28.093,STL,@,TAM,L 7-17,,,,,,,,,,,
83,1979,1979-09-02,1,29.351,RAM,,OAK,L 17-24,,,,,,,,,,,
