ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1970,1970-11-08,8,22.303,NYJ,@,PIT,L 17-21,,,,
2,1970,1970-11-15,9,22.310,NYJ,@,RAM,W 31-20,,,,
3,1970,1970-11-22,10,22.317,NYJ,,BOS,W 17-3,,,,
4,1970,1970-11-29,11,22.324,NYJ,,MIN,W 20-10,,,,
5,1970,1970-12-06,12,22.331,NYJ,,OAK,L 13-14,,,,
6,1970,1970-12-13,13,22.338,NYJ,@,MIA,L 10-16,,,,
7,1970,1970-12-19,14,22.344,NYJ,@,BAL,L 20-35,,,,
8,1971,1971-09-19,1,23.253,NYJ,@,BAL,L 0-22,,,,
9,1971,1971-09-27,2,23.261,NYJ,@,STL,L 10-17,,,,
10,1971,1971-10-03,3,23.267,NYJ,@,MIA,W 14-10,,,,
11,1971,1971-10-10,4,23.274,NYJ,@,NWE,L 0-20,,,,
12,1971,1971-10-17,5,23.281,NYJ,,BUF,W 28-17,,,,
13,1971,1971-10-24,6,23.288,NYJ,,MIA,L 14-30,,,,
14,1971,1971-10-31,7,23.295,NYJ,@,SDG,L 21-49,1,12,12.00,0
15,1971,1971-11-07,8,23.302,NYJ,,KAN,W 13-10,,,,
16,1971,1971-11-14,9,23.309,NYJ,,BAL,L 13-14,,,,
17,1971,1971-11-21,10,23.316,NYJ,@,BUF,W 20-7,,,,
18,1971,1971-11-28,11,23.323,NYJ,,SFO,L 21-24,,,,
19,1971,1971-12-04,12,23.329,NYJ,@,DAL,L 10-52,,,,
20,1971,1971-12-12,13,23.337,NYJ,,NWE,W 13-6,,,,
21,1971,1971-12-19,14,23.344,NYJ,,CIN,W 35-21,,,,
