ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2012,2012-09-09,1,23.283,DET,,STL,W 27-23,,,,,,,,
2,2012,2012-09-16,2,23.290,DET,@,SFO,L 19-27,,,,,,,,
3,2012,2012-09-23,3,23.297,DET,@,TEN,L 41-44,,,,,,,,
4,2012,2012-09-30,4,23.304,DET,,MIN,L 13-20,*,,,,,,,
5,2012,2012-10-14,5,23.318,DET,@,PHI,W 26-23,,,,,,,,
6,2012,2012-10-22,6,23.326,DET,@,CHI,L 7-13,,,,,,,,
7,2012,2012-10-28,7,23.332,DET,,SEA,W 28-24,*,,,,,,,
8,2012,2012-11-04,8,23.339,DET,@,JAX,W 31-14,*,,,,,,,
9,2012,2012-11-11,9,23.346,DET,@,MIN,L 24-34,*,,,,,,,
10,2012,2012-11-18,10,23.353,DET,,GNB,L 20-24,,0,0,,0,0.0,0,0
11,2012,2012-11-22,11,23.357,DET,,HOU,L 31-34,*,,,,,,,
12,2012,2012-12-02,12,24.001,DET,,IND,L 33-35,,,,,,,,
13,2012,2012-12-09,13,24.008,DET,@,GNB,L 20-27,,1,10,10.00,0,0.0,0,0
14,2012,2012-12-16,14,24.015,DET,@,ARI,L 10-38,*,,,,,,,
15,2012,2012-12-22,15,24.021,DET,,ATL,L 18-31,*,,,,,,,
16,2012,2012-12-30,16,24.029,DET,,CHI,L 24-26,*,,,,,,,
17,2013,2013-09-08,1,24.281,DET,,MIN,W 34-24,*,,,,,,,
18,2013,2013-09-15,2,24.288,DET,@,ARI,L 21-25,*,,,,,,,
19,2013,2013-09-22,3,24.295,DET,@,WAS,W 27-20,*,,,,,,,
20,2013,2013-09-29,4,24.302,DET,,CHI,W 40-32,*,,,,,,,
21,2013,2013-10-06,5,24.309,DET,@,GNB,L 9-22,*,0,0,,0,0.0,0,0
22,2013,2013-10-13,6,24.316,DET,@,CLE,W 31-17,*,,,,,,,
23,2013,2013-10-20,7,24.323,DET,,CIN,L 24-27,*,,,,,,,
24,2013,2013-10-27,8,24.330,DET,,DAL,W 31-30,*,0,0,,0,0.0,1,0
25,2013,2013-11-10,9,24.344,DET,@,CHI,W 21-19,*,,,,,,,
26,2013,2013-11-17,10,24.351,DET,@,PIT,L 27-37,*,,,,,,,
27,2013,2013-11-24,11,24.358,DET,,TAM,L 21-24,*,,,,,,,
28,2013,2013-11-28,12,24.362,DET,,GNB,W 40-10,*,,,,,,,
29,2013,2013-12-08,13,25.007,DET,@,PHI,L 20-34,*,,,,,,,
30,2013,2013-12-16,14,25.015,DET,,BAL,L 16-18,*,,,,,,,
31,2013,2013-12-22,15,25.021,DET,,NYG,L 20-23,*,,,,,,,
32,2013,2013-12-29,16,25.028,DET,@,MIN,L 13-14,*,,,,,,,
33,2014,2014-09-08,1,25.281,DET,,NYG,W 35-14,*,,,,,,,
34,2014,2014-09-14,2,25.287,DET,@,CAR,L 7-24,*,,,,,,,
35,2014,2014-09-21,3,25.294,DET,,GNB,W 19-7,*,,,,,,,
36,2014,2014-09-28,4,25.301,DET,@,NYJ,W 24-17,*,,,,,,,
37,2014,2014-10-05,5,25.308,DET,,BUF,L 14-17,*,,,,,,,
38,2014,2014-10-12,6,25.315,DET,@,MIN,W 17-3,*,,,,,,,
39,2014,2014-10-19,7,25.322,DET,,NOR,W 24-23,*,,,,,,,
40,2014,2014-10-26,8,25.329,DET,@,ATL,W 22-21,*,,,,,,,
41,2014,2014-11-09,9,25.343,DET,,MIA,W 20-16,*,,,,,,,
42,2014,2014-11-16,10,25.350,DET,@,ARI,L 6-14,*,,,,,,,
43,2014,2014-11-23,11,25.357,DET,@,NWE,L 9-34,*,,,,,,,
44,2014,2014-12-07,13,26.006,DET,,TAM,W 34-17,*,,,,,,,
45,2014,2014-12-14,14,26.013,DET,,MIN,W 16-14,*,,,,,,,
46,2014,2014-12-21,15,26.020,DET,@,CHI,W 20-14,*,,,,,,,
47,2014,2014-12-28,16,26.027,DET,@,GNB,L 20-30,*,,,,,,,
48,2015,2015-09-13,1,26.286,DET,@,SDG,L 28-33,*,0,0,,0,0.0,0,0
49,2015,2015-09-20,2,26.293,DET,@,MIN,L 16-26,*,0,0,,0,0.0,0,0
50,2015,2015-09-27,3,26.300,DET,,DEN,L 12-24,*,0,0,,0,0.0,0,0
51,2015,2015-10-05,4,26.308,DET,@,SEA,L 10-13,*,0,0,,0,0.0,0,0
52,2015,2015-10-11,5,26.314,DET,,ARI,L 17-42,*,0,0,,0,0.0,0,0
53,2015,2015-10-18,6,26.321,DET,,CHI,W 37-34,*,0,0,,0,0.0,0,0
54,2015,2015-10-25,7,26.328,DET,,MIN,L 19-28,*,0,0,,0,0.0,0,0
55,2015,2015-11-01,8,26.335,DET,@,KAN,L 10-45,*,0,0,,0,0.0,0,0
56,2015,2015-11-15,9,26.349,DET,@,GNB,W 18-16,*,0,0,,0,0.0,0,0
57,2015,2015-11-22,10,26.356,DET,,OAK,W 18-13,*,0,0,,0,0.0,0,0
58,2015,2015-11-26,11,26.360,DET,,PHI,W 45-14,*,0,0,,0,0.0,0,0
