ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists
1,2005,2005-11-20,10,23.080,BAL,,PIT,W 16-13,,,,
2,2005,2005-11-27,11,23.087,BAL,@,CIN,L 29-42,,,,
3,2005,2005-12-04,12,23.094,BAL,,HOU,W 16-15,,,,
4,2005,2005-12-11,13,23.101,BAL,@,DEN,L 10-12,,,,
5,2005,2005-12-19,14,23.109,BAL,,GNB,W 48-3,,,,
6,2005,2005-12-25,15,23.115,BAL,,MIN,W 30-23,,,,
7,2005,2006-01-01,16,23.122,BAL,@,CLE,L 16-20,,,,
8,2006,2006-09-10,1,24.009,BAL,@,TAM,W 27-0,,,,
9,2006,2006-09-17,2,24.016,BAL,,OAK,W 28-6,,,,
10,2006,2006-09-24,3,24.023,BAL,@,CLE,W 15-14,,,,
11,2006,2006-10-01,4,24.030,BAL,,SDG,W 16-13,,,,
12,2006,2006-10-09,5,24.038,BAL,@,DEN,L 3-13,,,,
13,2006,2006-10-15,6,24.044,BAL,,CAR,L 21-23,,,,
14,2006,2006-10-29,7,24.058,BAL,@,NOR,W 35-22,,,,
15,2006,2006-11-05,8,24.065,BAL,,CIN,W 26-20,,,,
16,2006,2006-11-12,9,24.072,BAL,@,TEN,W 27-26,,,,
17,2006,2006-11-19,10,24.079,BAL,,ATL,W 24-10,,,,
18,2006,2006-11-26,11,24.086,BAL,,PIT,W 27-0,,,,
19,2006,2006-11-30,12,24.090,BAL,@,CIN,L 7-13,,,,
20,2006,2006-12-10,13,24.100,BAL,@,KAN,W 20-10,,,,
21,2006,2006-12-17,14,24.107,BAL,,CLE,W 27-17,,,,
22,2006,2006-12-24,15,24.114,BAL,@,PIT,W 31-7,*,,,
23,2006,2006-12-31,16,24.121,BAL,,BUF,W 19-7,*,,,
24,2007,2007-09-10,1,25.009,BAL,@,CIN,L 20-27,*,,,
25,2007,2007-09-16,2,25.015,BAL,,NYJ,W 20-13,*,,,
26,2007,2007-09-23,3,25.022,BAL,,ARI,W 26-23,*,,,
27,2007,2007-09-30,4,25.029,BAL,@,CLE,L 13-27,*,,,
28,2007,2007-10-07,5,25.036,BAL,@,SFO,W 9-7,*,,,
29,2007,2007-11-05,8,25.065,BAL,@,PIT,L 7-38,*,,,
30,2007,2007-11-11,9,25.071,BAL,,CIN,L 7-21,*,,,
31,2007,2007-11-18,10,25.078,BAL,,CLE,L 30-33,*,,,
32,2007,2007-11-25,11,25.085,BAL,@,SDG,L 14-32,,,,
33,2007,2007-12-03,12,25.093,BAL,,NWE,L 24-27,,,,
34,2007,2007-12-09,13,25.099,BAL,,IND,L 20-44,,,,
35,2007,2007-12-23,15,25.113,BAL,@,SEA,L 6-27,,,,
36,2007,2007-12-30,16,25.120,BAL,,PIT,W 27-21,*,,,
37,2008,2008-09-07,1,26.006,BAL,,CIN,W 17-10,*,0.0,1,0
38,2008,2008-09-21,2,26.020,BAL,,CLE,W 28-10,*,,,
39,2008,2008-09-29,3,26.028,BAL,@,PIT,L 20-23,*,,,
40,2008,2008-10-05,4,26.034,BAL,,TEN,L 10-13,*,,,
41,2008,2008-11-02,8,26.062,BAL,@,CLE,W 37-27,,,,
42,2008,2008-11-09,9,26.069,BAL,@,HOU,W 41-13,,,,
43,2008,2008-11-16,10,26.076,BAL,@,NYG,L 10-30,*,,,
44,2008,2008-11-23,11,26.083,BAL,,PHI,W 36-7,*,,,
45,2008,2008-12-07,13,26.097,BAL,,WAS,W 24-10,,,,
46,2008,2008-12-14,14,26.104,BAL,,PIT,L 9-13,,,,
47,2008,2008-12-20,15,26.110,BAL,@,DAL,W 33-24,*,,,
48,2008,2008-12-28,16,26.118,BAL,,JAX,W 27-7,,,,
49,2010,2010-10-03,4,28.032,SDG,,ARI,W 41-10,,,,
50,2010,2010-10-10,5,28.039,SDG,@,OAK,L 27-35,,,,
