ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1999,1999-09-12,1,29.200,SFO,@,JAX,L 3-41,,5,9,55.56,45,0,1,29.6,2,14,5.00,0.00,0,0,,0,0,0,0,,0,0.0%,,0,0
2,1999,1999-09-27,3,29.215,SFO,@,ARI,W 24-10,,5,6,83.33,30,0,0,87.5,0,0,5.00,5.00,3,9,3.00,0,0,0,0,,0,0.0%,,0,0
3,1999,1999-10-03,4,29.221,SFO,,TEN,W 24-22,*,21,33,63.64,243,2,0,106.0,1,0,7.36,8.58,8,8,1.00,1,0,0,0,,0,0.0%,,1,6
4,1999,1999-10-10,5,29.228,SFO,@,STL,L 20-42,*,22,36,61.11,233,0,3,45.3,0,0,6.47,2.72,1,5,5.00,0,0,0,0,,0,0.0%,,0,0
5,1999,1999-10-17,6,29.235,SFO,,CAR,L 29-31,*,22,45,48.89,236,1,0,72.1,2,19,5.24,5.69,4,24,6.00,0,0,0,0,,0,0.0%,,0,0
6,1999,1999-10-24,7,29.242,SFO,@,MIN,L 16-40,*,14,31,45.16,188,0,2,38.1,2,17,6.06,3.16,5,35,7.00,0,0,0,0,,0,0.0%,,0,0
7,1999,1999-11-07,8,29.256,SFO,,PIT,L 6-27,*,7,18,38.89,39,0,0,47.0,0,0,2.17,2.17,4,25,6.25,0,0,0,0,,0,0.0%,,0,0
8,1999,1999-11-21,10,29.270,SFO,,STL,L 7-23,,8,15,53.33,89,0,2,31.7,3,22,5.93,-0.07,4,13,3.25,0,0,0,0,,0,0.0%,,0,0
9,1999,1999-12-05,12,29.284,SFO,@,CIN,L 30-44,*,33,49,67.35,437,3,1,107.3,0,0,8.92,9.22,1,12,12.00,0,0,0,0,,0,0.0%,,0,0
10,1999,1999-12-12,13,29.291,SFO,,ATL,W 26-7,*,16,24,66.67,160,0,0,85.4,2,16,6.67,6.67,3,18,6.00,0,0,0,0,,0,0.0%,,0,0
11,1999,1999-12-18,14,29.297,SFO,@,CAR,L 24-41,*,29,46,63.04,303,2,1,87.5,2,6,6.59,6.48,2,6,3.00,0,0,0,0,,0,0.0%,,0,0
12,1999,1999-12-26,15,29.305,SFO,,WAS,L 20-26,*,17,29,58.62,168,1,1,72.2,0,0,5.79,4.93,4,40,10.00,0,0,0,0,,0,0.0%,,0,0
13,1999,2000-01-03,16,29.313,SFO,@,ATL,L 29-34,*,26,34,76.47,373,2,0,131.1,1,10,10.97,12.15,6,36,6.00,1,0,0,0,,0,0.0%,,1,6
14,2000,2000-09-03,1,30.192,SFO,@,ATL,L 28-36,*,23,36,63.89,253,3,1,100.8,1,6,7.03,7.44,2,22,11.00,0,0,0,0,,0,0.0%,,0,0
15,2000,2000-09-10,2,30.199,SFO,,CAR,L 22-38,*,12,20,60.00,181,0,1,69.0,0,0,9.05,6.80,3,14,4.67,0,0,0,0,,0,0.0%,,0,0
16,2000,2000-09-17,3,30.206,SFO,@,STL,L 24-41,*,21,34,61.76,290,3,2,94.0,0,0,8.53,7.65,2,12,6.00,0,0,0,0,,0,0.0%,,0,0
17,2000,2000-09-24,4,30.213,SFO,@,DAL,W 41-24,*,16,26,61.54,178,4,0,121.5,0,0,6.85,9.92,6,43,7.17,0,0,0,0,,0,0.0%,,0,0
18,2000,2000-10-01,5,30.220,SFO,,ARI,W 27-20,*,22,33,66.67,220,1,0,95.5,1,5,6.67,7.27,6,36,6.00,0,0,0,0,,0,0.0%,,0,0
19,2000,2000-10-08,6,30.227,SFO,,OAK,L 28-34,*,28,41,68.29,336,4,0,125.7,0,0,8.20,10.15,4,16,4.00,0,0,0,0,,0,0.0%,,0,0
20,2000,2000-10-15,7,30.234,SFO,@,GNB,L 28-31,*,27,42,64.29,336,4,0,120.7,2,17,8.00,9.90,4,6,1.50,0,0,0,0,,0,0.0%,,0,0
21,2000,2000-10-22,8,30.241,SFO,@,CAR,L 16-34,*,25,39,64.10,307,2,1,94.7,3,24,7.87,7.74,2,12,6.00,0,0,0,0,,0,0.0%,,0,0
22,2000,2000-10-29,9,30.248,SFO,,STL,L 24-34,*,26,44,59.09,243,2,0,89.5,2,10,5.52,6.43,4,51,12.75,0,0,0,0,,0,0.0%,,0,0
23,2000,2000-11-05,10,30.255,SFO,@,NOR,L 15-31,*,22,36,61.11,262,1,2,69.4,0,0,7.28,5.33,4,24,6.00,0,0,0,0,,0,0.0%,,0,0
