ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1973,1973-09-16,1,24.023,WAS,,SDG,W 38-0,,,,,,,,
2,1973,1973-09-23,2,24.030,WAS,@,STL,L 27-34,,,,,,,,
3,1973,1973-09-30,3,24.037,WAS,@,PHI,W 28-7,,,,,,,,
4,1973,1973-10-08,4,24.045,WAS,,DAL,W 14-7,,,,,,,,
5,1973,1973-10-14,5,24.051,WAS,@,NYG,W 21-3,,,,,,,,
6,1973,1973-10-21,6,24.058,WAS,,STL,W 31-13,,,,,,,,
7,1973,1973-10-28,7,24.065,WAS,@,NOR,L 3-19,,,,,,,,
8,1973,1973-11-05,8,24.073,WAS,@,PIT,L 16-21,,,,,,,,
9,1973,1973-11-11,9,24.079,WAS,,SFO,W 33-9,,,,,,,,
10,1973,1973-11-18,10,24.086,WAS,,BAL,W 22-14,,,,,,,,
11,1973,1973-11-22,11,24.090,WAS,@,DET,W 20-0,,,,,,,,
12,1973,1973-12-02,12,24.100,WAS,,NYG,W 27-24,,,,,,,,
13,1973,1973-12-09,13,24.107,WAS,@,DAL,L 7-27,,,,,,,,
14,1973,1973-12-16,14,24.114,WAS,,PHI,W 38-20,,,,,,,,
15,1974,1974-09-15,1,25.022,WAS,@,NYG,W 13-10,,,,,,,,
16,1974,1974-09-22,2,25.029,WAS,,STL,L 10-17,0,0,,0,1,11,11.00,0
17,1974,1974-09-30,3,25.037,WAS,,DEN,W 30-3,,,,,,,,
18,1974,1974-10-06,4,25.043,WAS,@,CIN,L 17-28,,,,,,,,
19,1974,1974-10-13,5,25.050,WAS,,MIA,W 20-17,,,,,,,,
20,1974,1974-10-20,6,25.057,WAS,,NYG,W 24-3,,,,,,,,
21,1974,1974-10-27,7,25.064,WAS,@,STL,L 20-23,,,,,,,,
22,1974,1974-11-03,8,25.071,WAS,@,GNB,W 17-6,,,,,,,,
23,1974,1974-11-10,9,25.078,WAS,@,PHI,W 27-20,,,,,,,,
24,1974,1974-11-17,10,25.085,WAS,,DAL,W 28-21,,,,,,,,
25,1974,1974-11-24,11,25.092,WAS,,PHI,W 26-7,,,,,,,,
26,1974,1974-11-28,12,25.096,WAS,@,DAL,L 23-24,,,,,,,,
27,1974,1974-12-09,13,25.107,WAS,@,RAM,W 23-17,,,,,,,,
28,1974,1974-12-15,14,25.113,WAS,,CHI,W 42-0,,,,,,,,
29,1975,1975-09-21,1,26.028,WAS,,NOR,W 41-3,,,,,,,,
30,1975,1975-09-28,2,26.035,WAS,,NYG,W 49-13,,,,,,,,
31,1975,1975-10-05,3,26.042,WAS,@,PHI,L 10-26,,,,,,,,
32,1975,1975-10-13,4,26.050,WAS,,STL,W 27-17,,,,,,,,
33,1975,1975-10-19,5,26.056,WAS,@,HOU,L 10-13,,,,,,,,
34,1975,1975-10-26,6,26.063,WAS,@,CLE,W 23-7,,,,,,,,
35,1975,1975-11-02,7,26.070,WAS,,DAL,W 30-24,,,,,,,,
36,1975,1975-11-09,8,26.077,WAS,@,NYG,W 21-13,,,,,,,,
37,1975,1975-11-16,9,26.084,WAS,@,STL,L 17-20,,,,,,,,
38,1975,1975-11-23,10,26.091,WAS,,OAK,L 23-26,,,,,,,,
39,1975,1975-11-30,11,26.098,WAS,,MIN,W 31-30,,,,,,,,
40,1975,1975-12-07,12,26.105,WAS,@,ATL,W 30-27,,,,,,,,
41,1975,1975-12-13,13,26.111,WAS,@,DAL,L 10-31,,,,,,,,
42,1975,1975-12-21,14,26.119,WAS,,PHI,L 3-26,,,,,,,,
43,1976,1976-09-12,1,27.019,TAM,@,HOU,L 0-20,,,,,,,,
44,1976,1976-09-19,2,27.026,TAM,,SDG,L 0-23,,,,,,,,
45,1976,1976-09-26,3,27.033,TAM,,BUF,L 9-14,,,,,,,,
46,1976,1976-10-03,4,27.040,TAM,@,BAL,L 17-42,,,,,,,,
47,1976,1976-10-10,5,27.047,TAM,@,CIN,L 0-21,,,,,,,,
48,1976,1976-10-17,6,27.054,TAM,,SEA,L 10-13,,,,,,,,
49,1976,1976-10-24,7,27.061,TAM,,MIA,L 20-23,,,,,,,,
50,1976,1976-10-31,8,27.068,TAM,,KAN,L 19-28,1,6,6.00,0,0,0,,0
51,1976,1976-11-07,9,27.075,TAM,@,DEN,L 13-48,,,,,,,,
52,1976,1976-11-14,10,27.082,TAM,@,NYJ,L 0-34,,,,,,,,
53,1976,1976-11-21,11,27.089,TAM,,CLE,L 7-24,,,,,,,,
54,1976,1976-11-28,12,27.096,TAM,@,OAK,L 16-49,,,,,,,,
55,1976,1976-12-05,13,27.103,TAM,@,PIT,L 0-42,,,,,,,,
56,1976,1976-12-12,14,27.110,TAM,,NWE,L 14-31,,,,,,,,
57,1977,1977-09-18,1,28.025,TAM,@,PHI,L 3-13,,,,,,,,
58,1977,1977-09-24,2,28.031,TAM,,MIN,L 3-9,,,,,,,,
59,1977,1977-10-02,3,28.039,TAM,@,DAL,L 7-23,,,,,,,,
60,1977,1977-10-09,4,28.046,TAM,,WAS,L 0-10,,,,,,,,
61,1977,1977-10-16,5,28.053,TAM,@,SEA,L 23-30,,,,,,,,
62,1977,1977-10-23,6,28.060,TAM,,GNB,L 0-13,,,,,,,,
63,1977,1977-10-30,7,28.067,TAM,@,SFO,L 10-20,,,,,,,,
64,1977,1977-11-06,8,28.074,TAM,@,RAM,L 0-31,,,,,,,,
65,1977,1977-11-13,9,28.081,TAM,,NYG,L 0-10,,,,,,,,
66,1977,1977-11-20,10,28.088,TAM,@,DET,L 7-16,,,,,,,,
67,1977,1977-11-27,11,28.095,TAM,,ATL,L 0-17,,,,,,,,
68,1977,1977-12-04,12,28.102,TAM,,CHI,L 0-10,,,,,,,,
69,1977,1977-12-11,13,28.109,TAM,@,NOR,W 33-14,,,,,,,,
70,1977,1977-12-18,14,28.116,TAM,,STL,W 17-7,,,,,,,,
71,1978,1978-09-03,1,29.010,RAM,@,PHI,W 16-14,,,,,,,,
72,1978,1978-09-10,2,29.017,RAM,,ATL,W 10-0,,,,,,,,
73,1978,1978-09-17,3,29.024,RAM,,DAL,W 27-14,,,,,,,,
74,1978,1978-09-24,4,29.031,RAM,@,HOU,W 10-6,,,,,,,,
75,1978,1978-10-01,5,29.038,RAM,@,NOR,W 26-20,,,,,,,,
76,1978,1978-10-08,6,29.045,RAM,,SFO,W 27-10,,,,,,,,
77,1978,1978-10-15,7,29.052,RAM,@,MIN,W 34-17,,,,,,,,
78,1978,1978-10-22,8,29.059,RAM,,NOR,L 3-10,,,,,,,,
79,1978,1978-10-30,9,29.067,RAM,@,ATL,L 7-15,,,,,,,,
80,1978,1978-11-05,10,29.073,RAM,,TAM,W 26-23,,,,,,,,
81,1978,1978-11-12,11,29.080,RAM,,PIT,W 10-7,,,,,,,,
82,1978,1978-11-19,12,29.087,RAM,@,SFO,W 31-28,,,,,,,,
83,1978,1978-11-26,13,29.094,RAM,@,CLE,L 19-30,,,,,,,,
84,1978,1978-12-03,14,29.101,RAM,@,NYG,W 20-17,,,,,,,,
85,1978,1978-12-11,15,29.109,RAM,,CIN,L 19-20,,,,,,,,
86,1978,1978-12-17,16,29.115,RAM,,GNB,W 31-14,,,,,,,,
87,1979,1979-09-02,1,30.009,RAM,,OAK,L 17-24,,,,,,,,
88,1979,1979-09-06,2,30.013,RAM,@,DEN,W 13-9,,,,,,,,
89,1979,1979-09-16,3,30.023,RAM,,SFO,W 27-24,,,,,,,,
90,1979,1979-09-23,4,30.030,RAM,@,TAM,L 6-21,,,,,,,,
91,1979,1979-09-30,5,30.037,RAM,,STL,W 21-0,,,,,,,,
92,1979,1979-10-07,6,30.044,RAM,@,NOR,W 35-17,,,,,,,,
93,1979,1979-10-14,7,30.051,RAM,@,DAL,L 6-30,,,,,,,,
94,1979,1979-10-21,8,30.058,RAM,,SDG,L 16-40,,,,,,,,
