ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists
1,2017,2017-09-17,1,22.289,TAM,,CHI,W 29-7,*,0.0,5,0
2,2017,2017-09-24,2,22.296,TAM,@,MIN,L 17-34,*,0.0,6,2
3,2017,2017-10-01,3,22.303,TAM,,NYG,W 25-23,*,0.0,9,0
4,2017,2017-10-05,4,22.307,TAM,,NWE,L 14-19,*,0.0,12,2
5,2017,2017-10-15,5,22.317,TAM,@,ARI,L 33-38,*,0.0,4,1
6,2017,2017-10-22,6,22.324,TAM,@,BUF,L 27-30,,0.0,3,1
7,2017,2017-10-29,7,22.331,TAM,,CAR,L 3-17,*,0.0,1,1
8,2017,2017-11-05,8,22.338,TAM,@,NOR,L 10-30,*,0.0,0,1
9,2017,2017-11-12,9,22.345,TAM,,NYJ,W 15-10,*,1.0,2,0
10,2017,2017-11-19,10,22.352,TAM,@,MIA,W 30-20,,0.0,1,0
11,2017,2017-11-26,11,22.359,TAM,@,ATL,L 20-34,*,0.0,3,0
12,2017,2017-12-03,12,23.001,TAM,@,GNB,L 20-26,,0.0,3,0
13,2017,2017-12-10,13,23.008,TAM,,DET,L 21-24,,0.0,3,0
14,2017,2017-12-18,14,23.016,TAM,,ATL,L 21-24,*,0.0,4,1
15,2017,2017-12-24,15,23.022,TAM,@,CAR,L 19-22,,0.0,2,3
16,2017,2017-12-31,16,23.029,TAM,,NOR,W 31-24,*,0.0,2,1
