ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
87,1957,1957-11-10,7,31.240,RAM,,SFO,W 37-24,*,14,23,60.87,224,2,0,122.4,0,0,9.74,11.48,1,3,3.00,0,,,,
88,1957,1957-11-17,8,31.247,RAM,@,GNB,W 31-27,*,14,31,45.16,250,2,3,55.2,0,0,8.06,5.00,1,3,3.00,0,,,,
89,1957,1957-11-24,9,31.254,RAM,@,CLE,L 31-45,*,7,17,41.18,123,2,3,66.2,0,0,7.24,1.65,0,0,,0,,,,
90,1957,1957-12-01,10,31.261,RAM,@,BAL,L 14-31,*,10,24,41.67,143,2,1,72.0,0,0,5.96,5.75,1,-4,-4.00,0,,,,
91,1957,1957-12-08,11,31.268,RAM,,GNB,W 42-17,*,15,25,60.00,253,4,1,117.2,0,0,10.12,11.52,0,0,,0,,,,
92,1957,1957-12-15,12,31.275,RAM,,BAL,W 37-21,*,19,33,57.58,328,4,1,118.4,0,0,9.94,11.00,0,0,,0,,,,
93,1958,1958-09-28,1,32.197,PHI,,WAS,L 14-24,*,12,25,48.00,109,0,0,60.2,0,0,4.36,4.36,3,3,1.00,1,,,,
94,1958,1958-10-05,2,32.204,PHI,,NYG,W 27-24,*,16,34,47.06,245,2,3,54.2,0,0,7.21,4.41,2,2,1.00,0,,,,
95,1958,1958-10-12,3,32.211,PHI,@,PIT,L 3-24,*,16,37,43.24,148,0,3,21.0,0,0,4.00,0.35,0,0,,0,,,,
96,1958,1958-10-19,4,32.218,PHI,,SFO,L 24-30,*,18,33,54.55,208,2,1,81.4,0,0,6.30,6.15,1,1,1.00,0,,,,
97,1958,1958-10-26,5,32.225,PHI,@,GNB,L 35-38,*,22,39,56.41,293,3,2,84.7,0,0,7.51,6.74,0,0,,0,,,,
98,1958,1958-11-02,6,32.232,PHI,@,CRD,T 21-21,*,25,48,52.08,292,2,3,58.7,0,0,6.08,4.10,1,0,0.00,0,,,,
99,1958,1958-11-09,7,32.239,PHI,,PIT,L 24-31,*,18,34,52.94,187,1,0,78.9,0,0,5.50,6.09,0,0,,0,,,,
100,1958,1958-11-16,8,32.246,PHI,,CRD,W 49-21,*,19,29,65.52,318,2,1,111.0,0,0,10.97,10.79,0,0,,0,,,,
101,1958,1958-11-23,9,32.253,PHI,@,CLE,L 14-28,*,18,29,62.07,210,1,0,95.5,0,0,7.24,7.93,1,-1,-1.00,0,,,,
102,1958,1958-11-30,10,32.260,PHI,@,NYG,L 10-24,*,17,29,58.62,212,1,3,53.3,0,0,7.31,3.34,0,0,,0,,,,
103,1958,1958-12-07,11,32.267,PHI,,CLE,L 14-21,*,15,27,55.56,154,1,2,53.6,0,0,5.70,3.11,0,0,,0,,,,
104,1958,1958-12-14,12,32.274,PHI,@,WAS,L 0-20,*,2,10,20.00,33,0,2,1.2,0,0,3.30,-5.70,0,0,,0,,,,
105,1959,1959-09-27,1,33.196,PHI,@,SFO,L 14-24,*,21,40,52.50,174,2,0,80.6,0,0,4.35,5.35,0,0,,0,,,,
106,1959,1959-10-04,2,33.203,PHI,,NYG,W 49-21,*,12,20,60.00,196,2,0,126.2,0,0,9.80,11.80,3,0,0.00,1,,,,
107,1959,1959-10-11,3,33.210,PHI,,PIT,W 28-24,*,13,27,48.15,172,1,2,50.2,0,0,6.37,3.78,2,1,0.50,1,,,,
108,1959,1959-10-18,4,33.217,PHI,@,NYG,L 7-24,*,16,26,61.54,179,0,2,50.0,0,0,6.88,3.42,2,12,6.00,0,,,,
109,1959,1959-10-25,5,33.224,PHI,@,CRD,W 28-24,*,16,27,59.26,254,2,1,99.9,0,0,9.41,9.22,0,0,,0,,,,
110,1959,1959-11-01,6,33.231,PHI,,WAS,W 30-23,*,13,19,68.42,154,2,1,106.0,0,0,8.11,7.84,1,-1,-1.00,0,,,,
111,1959,1959-11-08,7,33.238,PHI,@,CLE,L 7-28,*,23,40,57.50,260,1,1,75.0,0,0,6.50,5.88,0,0,,0,,,,
112,1959,1959-11-15,8,33.245,PHI,,CRD,W 27-17,*,10,20,50.00,233,2,2,86.0,0,0,11.65,9.15,0,0,,0,,,,
113,1959,1959-11-22,9,33.252,PHI,,RAM,W 23-20,*,19,38,50.00,278,0,0,74.2,0,0,7.32,7.32,1,0,0.00,0,,,,
114,1959,1959-11-29,10,33.259,PHI,@,PIT,L 0-31,*,15,31,48.39,196,0,3,29.2,0,0,6.32,1.97,1,1,1.00,0,,,,
115,1959,1959-12-06,11,33.266,PHI,@,WAS,W 34-14,*,18,30,60.00,275,3,1,109.7,0,0,9.17,9.67,0,0,,0,,,,
116,1959,1959-12-13,12,33.273,PHI,,CLE,L 21-28,*,15,22,68.18,246,1,1,101.7,0,0,11.18,10.05,1,0,0.00,0,,,,
117,1960,1960-09-25,1,34.194,PHI,,CLE,L 24-41,*,16,30,53.33,251,2,3,64.0,0,0,8.37,5.20,1,0,0.00,0,0,0,,0
118,1960,1960-09-30,2,34.199,PHI,@,DAL,W 27-25,*,11,23,47.83,139,1,3,42.0,0,0,6.04,1.04,0,0,,0,3,152,50.67,0
119,1960,1960-10-09,3,34.208,PHI,,STL,W 31-27,*,17,23,73.91,199,3,1,121.2,0,0,8.65,9.30,2,-2,-1.00,0,3,140,46.67,0
120,1960,1960-10-16,4,34.215,PHI,,DET,W 28-10,*,9,19,47.37,193,2,2,79.4,0,0,10.16,7.53,0,0,,0,8,354,44.25,0
121,1960,1960-10-23,5,34.222,PHI,@,CLE,W 31-29,*,17,26,65.38,292,3,1,125.8,0,0,11.23,11.81,1,1,1.00,0,5,234,46.80,0
122,1960,1960-11-06,6,34.236,PHI,,PIT,W 34-7,*,19,30,63.33,295,3,0,129.2,0,0,9.83,11.83,1,1,1.00,0,3,124,41.33,0
123,1960,1960-11-13,7,34.243,PHI,,WAS,W 19-13,*,9,24,37.50,182,2,3,53.1,0,0,7.58,3.63,1,-1,-1.00,0,5,204,40.80,0
124,1960,1960-11-20,8,34.250,PHI,@,NYG,W 17-10,*,13,24,54.17,236,1,0,102.1,0,0,9.83,10.67,1,0,0.00,0,7,279,39.86,0
125,1960,1960-11-27,9,34.257,PHI,,NYG,W 31-23,*,13,23,56.52,147,3,3,75.8,0,0,6.39,3.13,1,1,1.00,0,6,272,45.33,0
126,1960,1960-12-04,10,34.264,PHI,@,STL,W 20-6,*,13,27,48.15,251,2,1,90.2,0,0,9.30,9.11,1,-3,-3.00,0,8,385,48.13,0
127,1960,1960-12-11,11,34.271,PHI,@,PIT,L 21-27,*,8,20,40.00,96,0,0,55.4,0,0,4.80,4.80,1,-1,-1.00,0,7,267,38.14,0
128,1960,1960-12-18,12,34.278,PHI,@,WAS,W 38-28,*,8,15,53.33,190,2,0,138.2,0,0,12.67,15.33,1,-9,-9.00,0,5,173,34.60,0
