ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1972,1972-09-24,2,22.226,ATL,@,NWE,L 20-21,,,,,,,
2,1972,1972-10-01,3,22.233,ATL,,RAM,W 31-3,0,0,,0,1,0,0
3,1972,1972-10-08,4,22.240,ATL,,DET,L 23-26,0,0,,0,1,13,0
4,1972,1972-10-15,5,22.247,ATL,@,NOR,W 21-14,,,,,,,
5,1972,1972-10-22,6,22.254,ATL,@,GNB,W 10-9,,,,,,,
6,1972,1972-10-29,7,22.261,ATL,,SFO,L 14-49,0,0,,0,1,0,0
7,1972,1972-11-05,8,22.268,ATL,@,RAM,L 7-20,,,,,,,
8,1972,1972-11-12,9,22.275,ATL,,NOR,W 36-20,,,,,,,
9,1972,1972-11-20,10,22.283,ATL,@,WAS,L 13-24,,,,,,,
10,1972,1972-11-26,11,22.289,ATL,,DEN,W 23-20,,,,,,,
11,1972,1972-12-03,12,22.296,ATL,,HOU,W 20-10,,,,,,,
12,1972,1972-12-10,13,22.303,ATL,@,SFO,L 0-20,,,,,,,
13,1972,1972-12-17,14,22.310,ATL,,KAN,L 14-17,1,13,13.00,0,0,0,0
14,1973,1973-09-16,1,23.217,ATL,@,NOR,W 62-7,,,,,,,
15,1973,1973-09-23,2,23.224,ATL,@,RAM,L 0-31,,,,,,,
16,1973,1973-10-01,3,23.232,ATL,@,DET,L 6-31,,,,,,,
17,1973,1973-10-07,4,23.238,ATL,,SFO,L 9-13,,,,,,,
18,1973,1973-10-14,5,23.245,ATL,,CHI,W 46-6,,,,,,,
19,1973,1973-10-21,6,23.252,ATL,@,SDG,W 41-0,0,0,,0,1,42,0
20,1973,1973-10-28,7,23.259,ATL,@,SFO,W 17-3,,,,,,,
21,1973,1973-11-04,8,23.266,ATL,,RAM,W 15-13,,,,,,,
22,1973,1973-11-11,9,23.273,ATL,@,PHI,W 44-27,0,0,,0,1,48,0
23,1973,1973-11-19,10,23.281,ATL,,MIN,W 20-14,,,,,,,
24,1973,1973-11-25,11,23.287,ATL,@,NYJ,W 28-20,,,,,,,
25,1973,1973-12-02,12,23.294,ATL,,BUF,L 6-17,,,,,,,
26,1973,1973-12-09,13,23.301,ATL,,STL,L 10-32,,,,,,,
27,1973,1973-12-16,14,23.308,ATL,,NOR,W 14-10,,,,,,,
28,1974,1974-09-15,1,24.216,ATL,,DAL,L 0-24,,,,,,,
29,1974,1974-09-22,2,24.223,ATL,,SFO,L 10-16,,,,,,,
30,1974,1974-09-29,3,24.230,ATL,@,NOR,L 13-14,0,0,,0,1,6,0
31,1974,1974-10-06,4,24.237,ATL,@,NYG,W 14-7,,,,,,,
32,1974,1974-10-13,5,24.244,ATL,,CHI,W 13-10,,,,,,,
33,1974,1974-10-20,6,24.251,ATL,,NOR,L 3-13,0,0,,0,1,5,0
34,1974,1974-10-28,7,24.259,ATL,@,PIT,L 17-24,0,0,,0,1,0,0
35,1974,1974-11-03,8,24.265,ATL,@,MIA,L 7-42,,,,,,,
36,1974,1974-11-10,9,24.272,ATL,@,RAM,L 0-21,,,,,,,
37,1974,1974-11-17,10,24.279,ATL,,BAL,L 7-17,,,,,,,
38,1974,1974-11-24,11,24.286,ATL,@,SFO,L 0-27,,,,,,,
39,1974,1974-12-01,12,24.293,ATL,,RAM,L 7-30,,,,,,,
40,1974,1974-12-07,13,24.299,ATL,@,MIN,L 10-23,,,,,,,
41,1974,1974-12-15,14,24.307,ATL,,GNB,W 10-3,,,,,,,
