ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2003,2003-10-19,7,23.052,NWE,@,MIA,W 19-13,,,,,,,,,,,
2,2003,2003-10-26,8,23.059,NWE,,CLE,W 9-3,,,,,,,,,,,
3,2003,2003-11-03,9,23.067,NWE,@,DEN,W 30-26,,,,,,,,,,,
4,2003,2003-11-16,10,23.080,NWE,,DAL,W 12-0,,,,,,,,,,,
5,2003,2003-11-23,11,23.087,NWE,@,HOU,W 23-20,,,,,,,,,,,
6,2003,2003-11-30,12,23.094,NWE,@,IND,W 38-34,,,,,,,,,,,
7,2003,2003-12-07,13,23.101,NWE,,MIA,W 12-0,,,,,,,,,,,
8,2003,2003-12-20,15,23.114,NWE,@,NYJ,W 21-16,,,,,,,,,,,
9,2003,2003-12-27,16,23.121,NWE,,BUF,W 31-0,,0,0,,0,1.0,,,0,0,0
10,2004,2004-09-09,1,24.012,NWE,,IND,W 27-24,,,,,,,,,,,
11,2004,2004-09-19,2,24.022,NWE,@,ARI,W 23-12,,,,,,,,,,,
12,2004,2004-10-03,3,24.036,NWE,@,BUF,W 31-17,,,,,,,,,,,
13,2004,2004-10-10,4,24.043,NWE,,MIA,W 24-10,,,,,,,,,,,
14,2004,2004-10-17,5,24.050,NWE,,SEA,W 30-20,,,,,,,,,,,
15,2004,2004-10-24,6,24.057,NWE,,NYJ,W 13-7,,,,,,,,,,,
16,2004,2004-10-31,7,24.064,NWE,@,PIT,L 20-34,,,,,,,,,,,
17,2004,2004-11-07,8,24.071,NWE,@,STL,W 40-22,,,,,,,,,,,
18,2004,2004-11-14,9,24.078,NWE,,BUF,W 29-6,,0,0,,0,1.5,,,1,4,0
19,2004,2004-11-22,10,24.086,NWE,@,KAN,W 27-19,,1,21,21.00,0,0.0,,,0,0,0
20,2004,2004-11-28,11,24.092,NWE,,BAL,W 24-3,,,,,,,,,,,
21,2004,2004-12-05,12,24.099,NWE,@,CLE,W 42-15,,,,,,,,,,,
22,2004,2004-12-12,13,24.106,NWE,,CIN,W 35-28,,,,,,,,,,,
23,2004,2004-12-20,14,24.114,NWE,@,MIA,L 28-29,,,,,,,,,,,
24,2004,2004-12-26,15,24.120,NWE,@,NYJ,W 23-7,,,,,,,,,,,
25,2004,2005-01-02,16,24.127,NWE,,SFO,W 21-7,,,,,,,,,,,
26,2005,2005-09-25,3,25.028,NWE,@,PIT,W 23-20,,,,,,,,,,,
