ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2007,2007-09-09,1,23.030,ATL,@,MIN,L 3-24,,0,0,,0,0,0,,,,,,,,,1,2,50.0,0,3,0,0,,0
2,2007,2007-09-16,2,23.037,ATL,@,JAX,L 7-13,,0,0,,0,0,0,,,,,,1,1,100.0,,2,0.0,0,1,0,0,,0
3,2008,2008-09-08,1,24.029,DEN,@,OAK,W 41-14,,0,0,,0,0,0,,,,,,5,5,100.0,2,2,100.0,0,11,0,0,,0
4,2008,2008-09-14,2,24.035,DEN,,SDG,W 39-38,,0,0,,0,0,0,,,,,,4,4,100.0,1,1,100.0,0,7,0,0,,0
5,2008,2008-09-21,3,24.042,DEN,,NOR,W 34-32,,0,0,,0,0,0,,,,,,4,4,100.0,2,2,100.0,0,10,0,0,,0
6,2008,2008-09-28,4,24.049,DEN,@,KAN,L 19-33,,0,0,,0,0,0,,,,,,1,1,100.0,4,5,80.0,0,13,0,0,,0
7,2008,2008-10-05,5,24.056,DEN,,TAM,W 16-13,,0,0,,0,0,0,,,,,,1,1,100.0,3,3,100.0,0,10,0,0,,0
8,2008,2008-10-12,6,24.063,DEN,,JAX,L 17-24,,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
9,2008,2008-10-20,7,24.071,DEN,@,NWE,L 7-41,,0,0,,0,0,0,,,,,,1,1,100.0,,,,0,1,0,0,,0
10,2008,2008-11-02,8,24.084,DEN,,MIA,L 17-26,,0,0,,0,0,0,,,,,,2,2,100.0,1,2,50.0,0,5,0,0,,0
11,2008,2008-11-06,9,24.088,DEN,@,CLE,W 34-30,,0,0,,0,0,0,,,,,,4,4,100.0,2,3,66.7,0,10,0,0,,0
12,2008,2008-11-16,10,24.098,DEN,@,ATL,W 24-20,,0,0,,0,0,0,,,,,,3,3,100.0,1,2,50.0,0,6,0,0,,0
13,2008,2008-11-23,11,24.105,DEN,,OAK,L 10-31,,0,0,,0,0,0,,,,,,1,1,100.0,1,3,33.3,0,4,0,0,,0
14,2008,2008-11-30,12,24.112,DEN,@,NYJ,W 34-17,,0,0,,0,0,0,,,,,,4,4,100.0,2,2,100.0,0,10,0,0,,0
15,2008,2008-12-07,13,24.119,DEN,,KAN,W 24-17,,0,0,,0,0,0,,,,,,3,3,100.0,1,2,50.0,0,6,0,0,,0
16,2008,2008-12-14,14,24.126,DEN,@,CAR,L 10-30,,0,0,,0,0,0,,,,,,1,1,100.0,1,2,50.0,0,4,0,0,,0
17,2008,2008-12-21,15,24.133,DEN,,BUF,L 23-30,,0,0,,0,0,0,,,,,,2,2,100.0,3,4,75.0,0,11,0,0,,0
18,2008,2008-12-28,16,24.140,DEN,@,SDG,L 21-52,,0,0,,0,0,0,,,,,,1,2,50.0,,,,0,1,0,0,,0
19,2009,2009-09-13,1,25.034,DEN,@,CIN,W 12-7,,0,0,,0,0,0,,,,,,,,,2,2,100.0,0,6,0,0,,0
20,2009,2009-09-20,2,25.041,DEN,,CLE,W 27-6,,0,0,,0,0,0,,,,,,3,3,100.0,2,4,50.0,0,9,0,0,,0
21,2009,2009-09-27,3,25.048,DEN,@,OAK,W 23-3,,0,0,,0,0,0,,,,,,2,2,100.0,3,3,100.0,0,11,0,0,,0
22,2009,2009-10-04,4,25.055,DEN,,DAL,W 17-10,,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
23,2009,2009-10-11,5,25.062,DEN,,NWE,W 20-17,,0,0,,0,0,0,,,,,,2,2,100.0,2,3,66.7,0,8,0,0,,0
24,2009,2009-10-19,6,25.070,DEN,@,SDG,W 34-23,,0,0,,0,0,0,,,,,,4,4,100.0,2,3,66.7,0,10,0,0,,0
25,2009,2009-11-01,7,25.083,DEN,@,BAL,L 7-30,,0,0,,0,0,0,,,,,,1,1,100.0,,,,0,1,0,0,,0
26,2009,2009-11-09,8,25.091,DEN,,PIT,L 10-28,,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
27,2009,2009-11-15,9,25.097,DEN,@,WAS,L 17-27,,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
28,2009,2009-11-22,10,25.104,DEN,,SDG,L 3-32,,0,0,,0,0,0,,,,,,,,,1,1,100.0,0,3,0,0,,0
29,2009,2009-11-26,11,25.108,DEN,,NYG,W 26-6,,0,0,,0,0,0,,,,,,2,2,100.0,4,4,100.0,0,14,0,0,,0
30,2009,2009-12-06,12,25.118,DEN,@,KAN,W 44-13,,0,0,,0,0,0,,,,,,5,5,100.0,3,3,100.0,0,14,0,0,,0
31,2009,2009-12-13,13,25.125,DEN,@,IND,L 16-28,,0,0,,0,0,0,,,,,,1,1,100.0,1,2,50.0,0,4,0,0,,0
32,2009,2009-12-20,14,25.132,DEN,,OAK,L 19-20,,0,0,,0,0,0,,,,,,1,1,100.0,4,4,100.0,0,13,0,0,,0
33,2009,2009-12-27,15,25.139,DEN,@,PHI,L 27-30,,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,0,9,0,0,,0
34,2009,2010-01-03,16,25.146,DEN,,KAN,L 24-44,,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,0,6,0,0,,0
35,2010,2010-09-12,1,26.033,DEN,@,JAX,L 17-24,,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
36,2010,2010-09-19,2,26.040,DEN,,SEA,W 31-14,,0,0,,0,0,0,,,,,,4,4,100.0,1,1,100.0,0,7,0,0,,0
37,2010,2010-09-26,3,26.047,DEN,,IND,L 13-27,,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0,0,,0
38,2010,2010-10-03,4,26.054,DEN,@,TEN,W 26-20,,0,0,,0,0,0,,,,,,2,2,100.0,4,4,100.0,0,14,0,0,,0
39,2010,2010-10-10,5,26.061,DEN,@,BAL,L 17-31,,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
40,2010,2010-10-17,6,26.068,DEN,,NYJ,L 20-24,,0,0,,0,0,0,,,,,,2,2,100.0,2,3,66.7,0,8,0,0,,0
41,2010,2010-10-24,7,26.075,DEN,,OAK,L 14-59,,0,0,,0,0,0,,,,,,2,2,100.0,,,,0,2,0,0,,0
42,2010,2010-10-31,8,26.082,DEN,@,SFO,L 16-24,,0,0,,0,0,0,,,,,,1,2,50.0,1,1,100.0,0,4,0,0,,0
43,2010,2010-11-14,9,26.096,DEN,,KAN,W 49-29,,0,0,,0,0,0,,,,,,7,7,100.0,,1,0.0,0,7,0,0,,0
44,2010,2010-11-22,10,26.104,DEN,@,SDG,L 14-35,,0,0,,0,0,0,,,,,,2,2,100.0,,,,0,2,0,0,,0
45,2010,2010-11-28,11,26.110,DEN,,STL,L 33-36,,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,0,9,0,0,,0
46,2010,2010-12-05,12,26.117,DEN,@,KAN,L 6-10,,0,0,,0,0,0,,,,,,,,,2,2,100.0,0,6,0,0,,0
47,2011,2011-09-12,1,27.033,DEN,,OAK,L 20-23,,0,0,,0,0,0,,0,0,,,2,2,100.0,2,3,66.7,0,8,0,0,,0
48,2011,2011-09-18,2,27.039,DEN,,CIN,W 24-22,,0,0,,0,0,0,,0,0,,,3,3,100.0,1,1,100.0,0,6,0,0,,0
49,2011,2011-09-25,3,27.046,DEN,@,TEN,L 14-17,,0,0,,0,0,0,,0,0,,,2,2,100.0,,,,0,2,0,0,,0
50,2011,2011-10-02,4,27.053,DEN,@,GNB,L 23-49,,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
