ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1977,1977-09-18,1,22.237,NYG,,WAS,W 20-17,
2,1977,1977-09-25,2,22.244,NYG,@,DAL,L 21-41,
3,1977,1977-10-02,3,22.251,NYG,@,ATL,L 3-17,
4,1977,1977-10-09,4,22.258,NYG,,PHI,L 10-28,
5,1977,1977-10-16,5,22.265,NYG,,SFO,W 20-17,
6,1977,1977-10-23,6,22.272,NYG,@,WAS,W 17-6,
7,1977,1977-10-31,7,22.280,NYG,@,STL,L 0-28,
8,1977,1977-11-06,8,22.286,NYG,,DAL,L 10-24,
9,1977,1977-11-13,9,22.293,NYG,@,TAM,W 10-0,
10,1977,1977-11-20,10,22.300,NYG,,CLE,L 7-21,
11,1977,1977-11-27,11,22.307,NYG,@,CIN,L 13-30,
12,1977,1977-12-04,12,22.314,NYG,,STL,W 27-7,
13,1977,1977-12-11,13,22.321,NYG,@,PHI,L 14-17,
14,1977,1977-12-18,14,22.328,NYG,,CHI,L 9-12,
15,1978,1978-09-02,1,23.221,NYG,@,TAM,W 19-13,
16,1978,1978-09-10,2,23.229,NYG,,DAL,L 24-34,
17,1978,1978-09-17,3,23.236,NYG,,KAN,W 26-10,
18,1978,1978-09-24,4,23.243,NYG,,SFO,W 27-10,
19,1978,1978-10-01,5,23.250,NYG,@,ATL,L 20-23,
20,1978,1978-10-08,6,23.257,NYG,@,DAL,L 3-24,
21,1978,1978-10-15,7,23.264,NYG,,TAM,W 17-14,
22,1978,1978-10-22,8,23.271,NYG,,WAS,W 17-6,
23,1978,1978-11-05,10,23.285,NYG,@,STL,L 10-20,
24,1978,1978-11-12,11,23.292,NYG,@,WAS,L 13-16,
25,1978,1978-11-19,12,23.299,NYG,,PHI,L 17-19,
26,1978,1978-11-26,13,23.306,NYG,@,BUF,L 17-41,
27,1978,1978-12-03,14,23.313,NYG,,RAM,L 17-20,
28,1979,1979-09-02,1,24.221,NYG,@,PHI,L 17-23,
29,1979,1979-09-09,2,24.228,NYG,,STL,L 14-27,
30,1979,1979-09-17,3,24.236,NYG,@,WAS,L 0-27,
31,1979,1979-09-23,4,24.242,NYG,,PHI,L 13-17,
32,1979,1979-09-30,5,24.249,NYG,@,NOR,L 14-24,
33,1979,1979-10-07,6,24.256,NYG,,TAM,W 17-14,
34,1979,1979-10-14,7,24.263,NYG,,SFO,W 32-16,
35,1979,1979-10-21,8,24.270,NYG,@,KAN,W 21-17,
36,1979,1979-10-28,9,24.277,NYG,@,RAM,W 20-14,
37,1979,1979-11-04,10,24.284,NYG,,DAL,L 14-16,
38,1979,1979-11-11,11,24.291,NYG,,ATL,W 24-3,
39,1979,1979-11-18,12,24.298,NYG,@,TAM,L 3-31,
40,1979,1979-11-25,13,24.305,NYG,,WAS,W 14-6,
41,1979,1979-12-02,14,24.312,NYG,@,DAL,L 7-28,
42,1979,1979-12-09,15,24.319,NYG,@,STL,L 20-29,
43,1979,1979-12-16,16,24.326,NYG,,BAL,L 7-31,
44,1980,1980-09-07,1,25.227,NYG,@,STL,W 41-35,
45,1980,1980-09-14,2,25.234,NYG,,WAS,L 21-23,
46,1980,1980-09-22,3,25.242,NYG,@,PHI,L 3-35,
47,1980,1980-09-28,4,25.248,NYG,,RAM,L 7-28,
48,1980,1980-10-05,5,25.255,NYG,@,DAL,L 3-24,
49,1980,1980-10-12,6,25.262,NYG,,PHI,L 16-31,
50,1980,1980-10-19,7,25.269,NYG,@,SDG,L 7-44,
51,1980,1980-10-26,8,25.276,NYG,,DEN,L 9-14,
