ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1962,1962-10-20,7,24.358,BUF,,OAK,W 14-6,0,0,,0,0,0,,0,1,18,0
2,1962,1962-10-28,8,25.001,BUF,@,DEN,W 45-38,0,0,,0,1,10,10.00,0,0,0,0
3,1962,1962-11-03,9,25.007,BUF,,BOS,T 28-28,2,53,26.50,0,1,2,2.00,0,0,0,0
4,1962,1962-11-11,10,25.015,BUF,@,SDG,W 40-20,2,29,14.50,0,1,5,5.00,0,0,0,0
5,1962,1962-11-18,11,25.022,BUF,@,OAK,W 10-6,1,20,20.00,0,0,0,,0,1,0,0
6,1962,1962-11-23,12,25.027,BUF,@,BOS,L 10-21,3,68,22.67,0,0,0,,0,0,0,0
7,1962,1962-12-02,13,25.036,BUF,,DTX,W 23-14,1,22,22.00,0,0,0,,0,0,0,0
8,1962,1962-12-08,14,25.042,BUF,@,NYT,W 20-3,1,2,2.00,0,0,0,,0,1,26,0
9,1963,1963-09-08,1,25.316,BUF,@,SDG,L 10-14,2,44,22.00,0,1,0,0.00,0,0,0,0
10,1963,1963-09-22,3,25.330,BUF,,KAN,T 27-27,3,52,17.33,0,1,6,6.00,0,0,0,0
11,1963,1963-09-28,4,25.336,BUF,,HOU,L 20-31,1,22,22.00,0,0,0,,0,0,0,0
12,1963,1963-10-20,7,25.358,BUF,@,HOU,L 14-28,0,0,,0,3,35,11.67,0,0,0,0
13,1963,1963-10-26,8,25.364,BUF,,BOS,W 28-21,0,0,,0,2,22,11.00,0,0,0,0
14,1963,1963-11-03,9,26.007,BUF,@,DEN,W 30-28,0,0,,0,2,17,8.50,0,0,0,0
15,1963,1963-11-17,11,26.021,BUF,,SDG,L 13-23,0,0,,0,1,9,9.00,0,0,0,0
16,1963,1963-12-01,12,26.035,BUF,@,BOS,L 7-17,0,0,,0,3,11,3.67,0,0,0,0
17,1963,1963-12-08,13,26.042,BUF,,NYJ,W 45-14,0,0,,0,1,32,32.00,0,1,0,0
18,1963,1963-12-14,14,26.048,BUF,@,NYJ,W 19-10,0,0,,0,3,20,6.67,0,1,0,0
19,1965,1965-09-12,1,27.320,NYJ,@,HOU,L 21-27,1,16,16.00,0,0,0,,0,0,0,0
20,1965,1965-10-31,7,28.004,NYJ,,DEN,W 45-10,0,0,,0,0,0,,0,1,13,0
21,1965,1965-12-12,13,28.046,NYJ,@,OAK,L 14-24,0,0,,0,0,0,,0,1,0,0
22,1966,1966-09-09,1,28.317,NYJ,@,MIA,W 19-14,0,0,,0,0,0,,0,1,0,0
23,1966,1966-10-16,6,28.354,NYJ,@,HOU,L 0-24,0,0,,0,0,0,,0,1,9,0
