ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2001,2001-09-09,1,23.260,ATL,@,SFO,L 13-16,,1,,,,,0.0%,,,,,,,,,,
2,2001,2001-09-23,2,23.274,ATL,,CAR,W 24-16,*,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,0.0,,
3,2001,2001-09-30,3,23.281,ATL,@,ARI,W 34-14,*,1,,,,,0.0%,,,,,,,,,,
4,2001,2001-10-07,4,23.288,ATL,,CHI,L 3-31,*,3,2,46,23.00,0,66.7%,15.33,0,0,,0,0,0,0.0,,
5,2001,2001-10-14,5,23.295,ATL,,SFO,L 31-37,*,3,2,58,29.00,0,66.7%,19.33,0,0,,0,0,0,0.0,,
6,2001,2001-10-21,6,23.302,ATL,@,NOR,W 20-13,,5,5,78,15.60,1,100.0%,15.60,0,0,,0,1,6,0.0,,
7,2001,2001-11-04,7,23.316,ATL,,NWE,L 10-24,*,2,2,20,10.00,0,100.0%,10.00,1,14,14.00,0,0,0,0.0,,
8,2001,2001-11-11,8,23.323,ATL,,DAL,W 20-13,*,2,1,9,9.00,1,50.0%,4.50,0,0,,0,1,6,0.0,,
9,2001,2001-11-18,9,23.330,ATL,@,GNB,W 23-20,*,7,2,10,5.00,0,28.6%,1.43,0,0,,0,0,0,0.0,,
10,2001,2001-11-25,10,23.337,ATL,@,CAR,W 10-7,*,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0,0.0,,
11,2001,2001-12-02,11,23.344,ATL,,STL,L 6-35,*,3,3,11,3.67,0,100.0%,3.67,1,8,8.00,0,0,0,0.0,,
12,2001,2001-12-09,12,23.351,ATL,,NOR,L 10-28,,0,,,,,0.0%,,,,,,,,,,
13,2001,2001-12-16,13,23.358,ATL,@,IND,L 27-41,*,3,1,15,15.00,0,33.3%,5.00,0,0,,0,0,0,0.0,,
14,2001,2001-12-23,14,24.000,ATL,,BUF,W 33-30,*,2,2,54,27.00,1,100.0%,27.00,0,0,,0,1,6,0.0,,
15,2001,2001-12-30,15,24.007,ATL,@,MIA,L 14-21,,3,0,0,,0,0.0%,0.00,1,10,10.00,0,0,0,0.0,,
16,2001,2002-01-06,16,24.014,ATL,@,STL,L 13-31,*,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,0.0,,
17,2002,2002-09-08,1,24.259,ATL,@,GNB,L 34-37,,2,2,14,7.00,1,100.0%,7.00,0,0,,0,1,6,0.0,,
18,2002,2002-09-15,2,24.266,ATL,,CHI,L 13-14,*,4,3,28,9.33,0,75.0%,7.00,0,0,,0,0,0,0.0,,
19,2002,2002-09-22,3,24.273,ATL,,CIN,W 30-3,*,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,0.0,,
20,2002,2002-10-06,4,24.287,ATL,,TAM,L 6-20,*,2,1,9,9.00,0,50.0%,4.50,1,9,9.00,0,0,0,0.0,,
21,2002,2002-10-13,5,24.294,ATL,@,NYG,W 17-10,,3,2,39,19.50,0,66.7%,13.00,0,0,,0,0,0,0.0,,
22,2002,2002-10-20,6,24.301,ATL,,CAR,W 30-0,,2,2,36,18.00,0,100.0%,18.00,0,0,,0,0,0,0.0,,
23,2002,2002-10-27,7,24.308,ATL,@,NOR,W 37-35,,6,4,62,15.50,0,66.7%,10.33,0,0,,0,0,0,0.0,,
24,2002,2002-11-03,8,24.315,ATL,,BAL,W 20-17,*,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,0.0,,
25,2002,2002-11-10,9,24.322,ATL,@,PIT,T 34-34,*,6,2,25,12.50,0,33.3%,4.17,0,0,,0,0,0,0.0,,
26,2002,2002-11-17,10,24.329,ATL,,NOR,W 24-17,*,4,3,21,7.00,1,75.0%,5.25,0,0,,0,1,6,0.0,,
27,2002,2002-11-24,11,24.336,ATL,@,CAR,W 41-0,,4,3,25,8.33,1,75.0%,6.25,0,0,,0,1,6,0.0,,
28,2002,2002-12-01,12,24.343,ATL,@,MIN,W 30-24,*,4,3,36,12.00,0,75.0%,9.00,0,0,,0,0,0,0.0,,
29,2002,2002-12-08,13,24.350,ATL,@,TAM,L 10-34,*,4,2,25,12.50,1,50.0%,6.25,0,0,,0,1,6,0.0,,
30,2002,2002-12-15,14,24.357,ATL,,SEA,L 24-30,,6,5,75,15.00,1,83.3%,12.50,0,0,,0,1,6,0.0,,
31,2002,2002-12-22,15,24.364,ATL,,DET,W 36-15,,1,,,,,0.0%,,,,,,,,,,
32,2002,2002-12-29,16,25.006,ATL,@,CLE,L 16-24,*,8,2,34,17.00,0,25.0%,4.25,0,0,,0,0,0,0.0,,
33,2003,2003-09-07,1,25.258,ATL,@,DAL,W 27-13,*,5,5,94,18.80,1,100.0%,18.80,0,0,,0,1,6,0.0,,
34,2003,2003-09-14,2,25.265,ATL,,WAS,L 31-33,*,6,4,54,13.50,1,66.7%,9.00,0,0,,0,1,6,0.0,,
35,2003,2003-09-21,3,25.272,ATL,,TAM,L 10-31,*,6,3,31,10.33,0,50.0%,5.17,0,0,,0,0,0,0.0,,
36,2003,2003-09-28,4,25.279,ATL,@,CAR,L 3-23,*,4,3,76,25.33,0,75.0%,19.00,0,0,,0,0,0,0.0,,
37,2003,2003-10-05,5,25.286,ATL,,MIN,L 26-39,*,6,4,31,7.75,0,66.7%,5.17,0,0,,0,0,0,0.0,,
38,2003,2003-10-13,6,25.294,ATL,@,STL,L 0-36,*,5,2,30,15.00,0,40.0%,6.00,0,0,,0,0,0,0.0,,
39,2003,2003-10-19,7,25.300,ATL,,NOR,L 17-45,*,3,2,37,18.50,0,66.7%,12.33,0,0,,0,0,0,0.0,,
40,2003,2003-11-02,8,25.314,ATL,,PHI,L 16-23,*,5,1,10,10.00,0,20.0%,2.00,0,0,,0,0,0,0.0,,
41,2003,2003-11-09,9,25.321,ATL,@,NYG,W 27-7,*,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0,0.0,,
42,2003,2003-11-16,10,25.328,ATL,@,NOR,L 20-23,*,4,1,10,10.00,0,25.0%,2.50,0,0,,0,0,0,0.0,,
43,2003,2003-11-23,11,25.335,ATL,,TEN,L 31-38,*,5,2,18,9.00,0,40.0%,3.60,0,0,,0,0,0,0.0,,
44,2003,2003-11-30,12,25.342,ATL,@,HOU,L 13-17,*,8,4,48,12.00,0,50.0%,6.00,0,0,,0,0,0,0.0,,
45,2003,2003-12-07,13,25.349,ATL,,CAR,W 20-14,*,9,5,57,11.40,0,55.6%,6.33,0,0,,0,0,0,0.0,,
46,2003,2003-12-14,14,25.356,ATL,@,IND,L 7-38,*,5,2,2,1.00,0,40.0%,0.40,0,0,,0,0,0,0.0,,
47,2003,2003-12-20,15,25.362,ATL,@,TAM,W 30-28,*,3,1,6,6.00,1,33.3%,2.00,0,0,,0,1,6,0.0,,
48,2003,2003-12-28,16,26.005,ATL,,JAX,W 21-14,*,4,3,27,9.00,0,75.0%,6.75,0,0,,0,0,0,0.0,,
49,2004,2004-09-12,1,26.264,ATL,@,SFO,W 21-19,*,7,6,82,13.67,1,85.7%,11.71,0,0,,0,1,6,0.0,,
50,2004,2004-09-19,2,26.271,ATL,,STL,W 34-17,*,4,3,49,16.33,0,75.0%,12.25,0,0,,0,0,0,0.0,,
