ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2013,2013-09-08,1,25.290,CLE,,MIA,L 10-23,,2,1,15,15.00,0,50.0%,7.50
2,2013,2013-09-15,2,25.297,CLE,@,BAL,L 6-14,,1,0,0,,0,0.0%,0.00
3,2013,2013-10-20,7,25.332,CLE,@,GNB,L 13-31,,,,,,,0.0%,
