ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1999,1999-09-12,1,23.172,PIT,@,CLE,W 43-0,,,,,,,0.0%,,,,,,,
2,1999,1999-09-19,2,23.179,PIT,@,BAL,W 23-20,,,,,,,0.0%,,,,,,,
3,1999,1999-09-26,3,23.186,PIT,,SEA,L 10-29,,,,,,,0.0%,,,,,,,
4,1999,1999-10-03,4,23.193,PIT,,JAX,L 3-17,,1,,,,,0.0%,,,,,,,
5,1999,1999-10-10,5,23.200,PIT,@,BUF,L 21-24,,,,,,,0.0%,,,,,,,
6,1999,1999-10-17,6,23.207,PIT,@,CIN,W 17-3,,,,,,,0.0%,,,,,,,
7,1999,1999-10-25,7,23.215,PIT,,ATL,W 13-9,,,,,,,0.0%,,,,,,,
8,2000,2000-09-03,1,24.163,PIT,,BAL,L 0-16,,,,,,,0.0%,,,,,,,
9,2000,2000-09-17,2,24.177,PIT,@,CLE,L 20-23,,,,,,,0.0%,,,,,,,
10,2000,2000-09-24,3,24.184,PIT,,TEN,L 20-23,,,,,,,0.0%,,,,,,,
11,2000,2000-10-01,4,24.191,PIT,@,JAX,W 24-13,,,,,,,0.0%,,,,,,,
12,2000,2000-10-08,5,24.198,PIT,@,NYJ,W 20-3,,,,,,,0.0%,,,,,,,
13,2000,2000-10-15,6,24.205,PIT,,CIN,W 15-0,*,,,,,,0.0%,,,,,,,
14,2000,2000-10-22,7,24.212,PIT,,CLE,W 22-0,,0,,,,,0.0%,,,,,,,
15,2000,2000-10-29,8,24.219,PIT,@,BAL,W 9-6,,1,,,,,0.0%,,,,,,,
16,2000,2000-11-05,9,24.226,PIT,@,TEN,L 7-9,,0,0,0,,0,0.0%,,1,-1,-1.00,0,0,0
17,2000,2000-11-12,10,24.233,PIT,,PHI,L 23-26,,,,,,,0.0%,,,,,,,
18,2000,2000-11-19,11,24.240,PIT,,JAX,L 24-34,,,,,,,0.0%,,,,,,,
19,2000,2000-11-26,12,24.247,PIT,@,CIN,W 48-28,,,,,,,0.0%,,,,,,,
20,2000,2000-12-03,13,24.254,PIT,,OAK,W 21-20,,,,,,,0.0%,,,,,,,
21,2000,2000-12-10,14,24.261,PIT,@,NYG,L 10-30,,,,,,,0.0%,,,,,,,
22,2000,2000-12-16,15,24.267,PIT,,WAS,W 24-3,,0,,,,,0.0%,,,,,,,
23,2000,2000-12-24,16,24.275,PIT,@,SDG,W 34-21,,1,,,,,0.0%,,,,,,,
24,2001,2001-09-09,1,25.169,PIT,@,JAX,L 3-21,,1,,,,,0.0%,,,,,,,
25,2001,2001-09-30,2,25.190,PIT,@,BUF,W 20-3,,0,,,,,0.0%,,,,,,,
26,2001,2001-10-07,3,25.197,PIT,,CIN,W 16-7,,,,,,,0.0%,,,,,,,
27,2001,2001-10-14,4,25.204,PIT,@,KAN,W 20-17,,1,1,23,23.00,0,100.0%,23.00,0,0,,0,0,0
28,2001,2001-10-21,5,25.211,PIT,@,TAM,W 17-10,,1,1,32,32.00,1,100.0%,32.00,0,0,,0,1,6
29,2001,2001-10-29,6,25.219,PIT,,TEN,W 34-7,,1,,,,,0.0%,,,,,,,
30,2001,2001-11-04,7,25.225,PIT,,BAL,L 10-13,,,,,,,0.0%,,,,,,,
31,2001,2001-11-11,8,25.232,PIT,@,CLE,W 15-12,,,,,,,0.0%,,,,,,,
32,2001,2001-11-18,9,25.239,PIT,,JAX,W 20-7,,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0
33,2001,2001-11-25,10,25.246,PIT,@,TEN,W 34-24,*,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0
34,2001,2001-12-02,11,25.253,PIT,,MIN,W 21-16,*,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0
35,2001,2001-12-09,12,25.260,PIT,,NYJ,W 18-7,*,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0
36,2001,2001-12-16,13,25.267,PIT,@,BAL,W 26-21,*,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0
37,2001,2001-12-23,14,25.274,PIT,,DET,W 47-14,*,,,,,,0.0%,,,,,,,
38,2001,2001-12-30,15,25.281,PIT,@,CIN,L 23-26,*,4,,,,,0.0%,,,,,,,
39,2001,2002-01-06,16,25.288,PIT,,CLE,W 28-7,*,,,,,,0.0%,,,,,,,
40,2002,2002-09-09,1,26.169,PIT,@,NWE,L 14-30,*,1,,,,,0.0%,,,,,,,
41,2002,2002-09-15,2,26.175,PIT,,OAK,L 17-30,,1,,,,,0.0%,,,,,,,
42,2002,2002-09-29,3,26.189,PIT,,CLE,W 16-13,,0,,,,,0.0%,,,,,,,
43,2002,2002-10-06,4,26.196,PIT,@,NOR,L 29-32,,2,,,,,0.0%,,,,,,,
44,2002,2002-10-13,5,26.203,PIT,@,CIN,W 34-7,,,,,,,0.0%,,,,,,,
45,2002,2002-11-10,9,26.231,PIT,,ATL,T 34-34,,1,1,18,18.00,1,100.0%,18.00,0,0,,0,1,6
46,2002,2002-11-17,10,26.238,PIT,@,TEN,L 23-31,*,,,,,,0.0%,,,,,,,
47,2002,2002-11-24,11,26.245,PIT,,CIN,W 29-21,,,,,,,0.0%,,,,,,,
48,2002,2002-12-01,12,26.252,PIT,@,JAX,W 25-23,*,1,1,27,27.00,0,100.0%,27.00,0,0,,0,0,0
49,2002,2002-12-08,13,26.259,PIT,,HOU,L 6-24,*,2,,,,,0.0%,,,,,,,
50,2002,2002-12-15,14,26.266,PIT,,CAR,W 30-14,*,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0
51,2002,2002-12-23,15,26.274,PIT,@,TAM,W 17-7,*,1,,,,,0.0%,,,,,,,
52,2002,2002-12-29,16,26.280,PIT,,BAL,W 34-31,*,3,1,12,12.00,0,33.3%,4.00,0,0,,0,0,0
53,2003,2003-09-07,1,27.167,PIT,,BAL,W 34-15,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0
54,2003,2003-09-14,2,27.174,PIT,@,KAN,L 20-41,*,,,,,,0.0%,,,,,,,
55,2003,2003-09-21,3,27.181,PIT,@,CIN,W 17-10,*,3,2,28,14.00,0,66.7%,9.33,0,0,,0,0,0
56,2003,2003-09-28,4,27.188,PIT,,TEN,L 13-30,,0,,,,,0.0%,,,,,,,
57,2003,2003-10-05,5,27.195,PIT,,CLE,L 13-33,*,3,1,5,5.00,0,33.3%,1.67,0,0,,0,0,0
58,2003,2003-10-12,6,27.202,PIT,@,DEN,L 14-17,,,,,,,0.0%,,,,,,,
59,2003,2003-10-26,7,27.216,PIT,,STL,L 21-33,*,2,1,21,21.00,0,50.0%,10.50,0,0,,0,0,0
60,2003,2003-11-02,8,27.223,PIT,@,SEA,L 16-23,*,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0
61,2003,2003-11-09,9,27.230,PIT,,ARI,W 28-15,*,,,,,,0.0%,,,,,,,
62,2003,2003-11-17,10,27.238,PIT,@,SFO,L 14-30,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0
63,2003,2003-11-23,11,27.244,PIT,@,CLE,W 13-6,*,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0
64,2003,2003-11-30,12,27.251,PIT,,CIN,L 20-24,*,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0
65,2003,2003-12-07,13,27.258,PIT,,OAK,W 27-7,*,1,,,,,0.0%,,,,,,,
66,2003,2003-12-14,14,27.265,PIT,@,NYJ,L 0-6,*,,,,,,0.0%,,,,,,,
67,2003,2003-12-21,15,27.272,PIT,,SDG,W 40-24,*,,,,,,0.0%,,,,,,,
68,2003,2003-12-28,16,27.279,PIT,@,BAL,L 10-13,*,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0
69,2004,2004-09-12,1,28.172,PIT,,OAK,W 24-21,*,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0
70,2004,2004-09-19,2,28.179,PIT,@,BAL,L 13-30,*,,,,,,0.0%,,,,,,,
71,2004,2004-09-26,3,28.186,PIT,@,MIA,W 13-3,*,1,,,,,0.0%,,,,,,,
72,2004,2004-10-03,4,28.193,PIT,,CIN,W 28-17,*,,,,,,0.0%,,,,,,,
73,2004,2004-10-10,5,28.200,PIT,,CLE,W 34-23,*,,,,,,0.0%,,,,,,,
74,2004,2004-10-17,6,28.207,PIT,@,DAL,W 24-20,*,5,4,21,5.25,1,80.0%,4.20,0,0,,0,1,6
75,2004,2004-10-31,7,28.221,PIT,,NWE,W 34-20,*,,,,,,0.0%,,,,,,,
76,2004,2004-11-07,8,28.228,PIT,,PHI,W 27-3,*,0,,,,,0.0%,,,,,,,
77,2004,2004-11-14,9,28.235,PIT,@,CLE,W 24-10,*,1,,,,,0.0%,,,,,,,
78,2004,2004-11-21,10,28.242,PIT,@,CIN,W 19-14,*,3,1,26,26.00,0,33.3%,8.67,0,0,,0,0,0
79,2004,2004-11-28,11,28.249,PIT,,WAS,W 16-7,*,,,,,,0.0%,,,,,,,
80,2004,2004-12-05,12,28.256,PIT,@,JAX,W 17-16,*,,,,,,0.0%,,,,,,,
81,2004,2004-12-12,13,28.263,PIT,,NYJ,W 17-6,*,1,1,10,10.00,1,100.0%,10.00,0,0,,0,1,6
82,2004,2004-12-18,14,28.269,PIT,@,NYG,W 33-30,*,,,,,,0.0%,,,,,,,
83,2004,2004-12-26,15,28.277,PIT,,BAL,W 20-7,*,4,2,26,13.00,1,50.0%,6.50,0,0,,0,1,6
84,2004,2005-01-02,16,28.284,PIT,@,BUF,W 29-24,*,3,,,,,0.0%,,,,,,,
85,2005,2005-09-11,1,29.171,PIT,,TEN,W 34-7,*,1,1,27,27.00,0,100.0%,27.00,0,0,,0,0,0
86,2005,2005-09-18,2,29.178,PIT,@,HOU,W 27-7,*,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
87,2005,2005-09-25,3,29.185,PIT,,NWE,L 20-23,*,,0,0,,0,0.0%,,0,0,,0,0,0
88,2005,2005-10-10,4,29.200,PIT,@,SDG,W 24-22,*,0,0,0,,0,0.0%,,0,0,,0,0,0
89,2005,2005-10-16,5,29.206,PIT,,JAX,L 17-23,*,,0,0,,0,0.0%,,0,0,,0,0,0
90,2005,2005-10-23,6,29.213,PIT,@,CIN,W 27-13,*,,0,0,,0,0.0%,,0,0,,0,0,0
91,2005,2005-10-31,7,29.221,PIT,,BAL,W 20-19,*,,0,0,,0,0.0%,,0,0,,0,0,0
92,2005,2005-11-06,8,29.227,PIT,@,GNB,W 20-10,,,0,0,,0,0.0%,,0,0,,0,0,0
93,2005,2005-11-20,10,29.241,PIT,@,BAL,L 13-16,,,0,0,,0,0.0%,,0,0,,0,0,0
94,2005,2005-11-28,11,29.249,PIT,@,IND,L 7-26,*,,0,0,,0,0.0%,,0,0,,0,0,0
95,2005,2005-12-04,12,29.255,PIT,,CIN,L 31-38,,2,1,26,26.00,0,50.0%,13.00,0,0,,0,0,0
96,2005,2005-12-11,13,29.262,PIT,,CHI,W 21-9,,,0,0,,0,0.0%,,0,0,,0,0,0
97,2005,2005-12-18,14,29.269,PIT,@,MIN,W 18-3,,,0,0,,0,0.0%,,0,0,,0,0,0
98,2005,2005-12-24,15,29.275,PIT,@,CLE,W 41-0,*,,0,0,,0,0.0%,,0,0,,0,0,0
99,2005,2006-01-01,16,29.283,PIT,,DET,W 35-21,,,0,0,,0,0.0%,,0,0,,0,0,0
100,2006,2006-09-18,2,30.178,PIT,@,JAX,L 0-9,*,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0
101,2006,2006-09-24,3,30.184,PIT,,CIN,L 20-28,*,,0,0,,0,0.0%,,0,0,,0,0,0
102,2006,2006-10-08,4,30.198,PIT,@,SDG,L 13-23,,,0,0,,0,0.0%,,0,0,,0,0,0
103,2006,2006-10-15,5,30.205,PIT,,KAN,W 45-7,,,0,0,,0,0.0%,,0,0,,0,0,0
104,2006,2006-10-22,6,30.212,PIT,@,ATL,L 38-41,,1,1,21,21.00,0,100.0%,21.00,0,0,,0,0,0
105,2006,2006-10-29,7,30.219,PIT,@,OAK,L 13-20,,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0
106,2006,2006-11-05,8,30.226,PIT,,DEN,L 20-31,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0
107,2006,2006-11-12,9,30.233,PIT,,NOR,W 38-31,,,0,0,,0,0.0%,,0,0,,0,0,0
108,2006,2006-11-19,10,30.240,PIT,@,CLE,W 24-20,*,,0,0,,0,0.0%,,0,0,,0,0,0
109,2006,2006-11-26,11,30.247,PIT,@,BAL,L 0-27,,,0,0,,0,0.0%,,0,0,,0,0,0
110,2006,2006-12-03,12,30.254,PIT,,TAM,W 20-3,,1,1,2,2.00,1,100.0%,2.00,0,0,,0,1,6
111,2006,2006-12-07,13,30.258,PIT,,CLE,W 27-7,,1,1,18,18.00,0,100.0%,18.00,0,0,,0,0,0
112,2006,2006-12-17,14,30.268,PIT,@,CAR,W 37-3,,,0,0,,0,0.0%,,0,0,,0,0,0
113,2006,2006-12-24,15,30.275,PIT,,BAL,L 7-31,*,,0,0,,0,0.0%,,0,0,,0,0,0
114,2006,2006-12-31,16,30.282,PIT,@,CIN,W 23-17,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0
115,2007,2007-09-09,1,31.169,PIT,@,CLE,W 34-7,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
116,2007,2007-09-16,2,31.176,PIT,,BUF,W 26-3,,,0,0,,0,0.0%,,0,0,,0,0,0
117,2007,2007-09-23,3,31.183,PIT,,SFO,W 37-16,,1,1,9,9.00,1,100.0%,9.00,0,0,,0,1,6
118,2007,2007-09-30,4,31.190,PIT,@,ARI,L 14-21,*,0,0,0,,0,0.0%,,0,0,,0,0,0
119,2007,2007-10-07,5,31.197,PIT,,SEA,W 21-0,,,0,0,,0,0.0%,,0,0,,0,0,0
120,2007,2007-10-28,7,31.218,PIT,@,CIN,W 24-13,,,0,0,,0,0.0%,,0,0,,0,0,0
121,2008,2008-10-12,6,32.202,ARI,,DAL,W 30-24,*,,,,,,0.0%,,,,,,,
122,2008,2008-10-26,7,32.216,ARI,@,CAR,L 23-27,,3,3,41,13.67,0,100.0%,13.67,0,0,,0,0,0
123,2008,2008-11-02,8,32.223,ARI,@,STL,W 34-13,*,,,,,,0.0%,,,,,,,
