ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2004,2004-09-11,1,20.272,TEN,@,MIA,W 17-7,,1.0,,,0,0,0
2,2004,2004-10-03,4,20.294,TEN,@,SDG,L 17-38,,,,,,,
3,2004,2004-10-11,5,20.302,TEN,@,GNB,W 48-27,,,,,,,
4,2004,2004-10-17,6,20.308,TEN,,HOU,L 10-20,,,,,,,
5,2004,2004-10-24,7,20.315,TEN,@,MIN,L 3-20,,,,,,,
6,2004,2004-10-31,8,20.322,TEN,,CIN,W 27-20,*,0.5,,,0,0,0
7,2004,2004-11-14,9,20.336,TEN,,CHI,L 17-19,*,1.0,,,0,0,0
8,2004,2004-11-21,10,20.343,TEN,@,JAX,W 18-15,*,,,,,,
9,2004,2004-11-28,11,20.350,TEN,@,HOU,L 21-31,*,2.0,,,0,0,0
10,2004,2004-12-05,12,20.357,TEN,@,IND,L 24-51,*,,,,,,
11,2004,2004-12-13,13,20.365,TEN,,KAN,L 38-49,*,,,,,,
12,2004,2004-12-19,14,21.005,TEN,@,OAK,L 35-40,*,,,,,,
13,2004,2004-12-25,15,21.011,TEN,,DEN,L 16-37,*,,,,,,
14,2004,2005-01-02,16,21.019,TEN,,DET,W 24-19,,,,,,,
15,2005,2005-09-11,1,21.271,TEN,@,PIT,L 7-34,*,,,,,,
16,2005,2005-09-18,2,21.278,TEN,,BAL,W 25-10,*,0.5,,,0,0,0
17,2005,2005-09-25,3,21.285,TEN,@,STL,L 27-31,*,1.0,,,0,0,0
18,2005,2005-10-02,4,21.292,TEN,,IND,L 10-31,*,,,,,,
19,2005,2005-10-09,5,21.299,TEN,@,HOU,W 34-20,*,,,,,,
20,2005,2005-10-16,6,21.306,TEN,,CIN,L 23-31,*,,,,,,
21,2005,2005-10-23,7,21.313,TEN,@,ARI,L 10-20,*,,,,,,
22,2005,2005-10-30,8,21.320,TEN,,OAK,L 25-34,*,,,,,,
23,2005,2005-11-06,9,21.327,TEN,@,CLE,L 14-20,*,,,,,,
24,2005,2005-11-20,10,21.341,TEN,,JAX,L 28-31,*,,,,,,
25,2005,2005-11-27,11,21.348,TEN,,SFO,W 33-22,*,,,,,,
26,2005,2005-12-04,12,21.355,TEN,@,IND,L 3-35,*,,,,,,
27,2005,2005-12-11,13,21.362,TEN,,HOU,W 13-10,*,,,,,,
28,2005,2005-12-18,14,22.004,TEN,,SEA,L 24-28,*,,,,,,
29,2005,2005-12-24,15,22.010,TEN,@,MIA,L 10-24,*,1.5,,,0,0,0
30,2005,2006-01-01,16,22.018,TEN,@,JAX,L 13-40,*,,,,,,
31,2006,2006-09-10,1,22.270,TEN,,NYJ,L 16-23,,,,,,,
32,2006,2006-09-17,2,22.277,TEN,@,SDG,L 7-40,*,,,,,,
33,2006,2006-09-24,3,22.284,TEN,@,MIA,L 10-13,*,,,,,,
34,2006,2006-10-01,4,22.291,TEN,,DAL,L 14-45,*,,,,,,
35,2006,2006-10-08,5,22.298,TEN,@,IND,L 13-14,*,,,,,,
36,2006,2006-10-15,6,22.305,TEN,@,WAS,W 25-22,*,,,,,,
37,2006,2006-10-29,7,22.319,TEN,,HOU,W 28-22,*,,,,,,
38,2006,2006-11-05,8,22.326,TEN,@,JAX,L 7-37,*,0.5,,,0,0,0
39,2006,2006-11-12,9,22.333,TEN,,BAL,L 26-27,,,,,,,
40,2006,2006-11-19,10,22.340,TEN,@,PHI,W 31-13,,,,,,,
41,2006,2006-11-26,11,22.347,TEN,,NYG,W 24-21,,,,,,,
42,2006,2006-12-03,12,22.354,TEN,,IND,W 20-17,,,,,,,
43,2006,2006-12-10,13,22.361,TEN,@,HOU,W 26-20,,1.0,,,0,0,0
44,2006,2006-12-17,14,23.003,TEN,,JAX,W 24-17,,0.5,,,0,0,0
45,2006,2006-12-24,15,23.010,TEN,@,BUF,W 30-29,,1.0,,,0,0,0
46,2006,2006-12-31,16,23.017,TEN,,NWE,L 23-40,*,,,,,,
47,2007,2007-09-09,1,23.269,TEN,@,JAX,W 13-10,,,,,,,
48,2007,2007-09-24,3,23.284,TEN,@,NOR,W 31-14,,,,,,,
49,2007,2007-10-14,5,23.304,TEN,@,TAM,L 10-13,,,,,,,
50,2007,2007-10-21,6,23.311,TEN,@,HOU,W 38-36,,,,,,,
51,2007,2007-10-28,7,23.318,TEN,,OAK,W 13-9,,,,,,,
52,2007,2007-11-04,8,23.325,TEN,,CAR,W 20-7,,,,,,,
53,2007,2007-11-11,9,23.332,TEN,,JAX,L 13-28,*,,,,,,
54,2007,2007-11-19,10,23.340,TEN,@,DEN,L 20-34,*,,,,,,
55,2007,2007-11-25,11,23.346,TEN,@,CIN,L 6-35,*,,,,,,
56,2007,2007-12-02,12,23.353,TEN,,HOU,W 28-20,,,,,,,
57,2007,2007-12-09,13,23.360,TEN,,SDG,L 17-23,,,,,,,
58,2007,2007-12-16,14,24.002,TEN,@,KAN,W 26-17,*,,,,,,
59,2007,2007-12-23,15,24.009,TEN,,NYJ,W 10-6,,,,,,,
60,2007,2007-12-30,16,24.016,TEN,@,IND,W 16-10,,,,,,,
61,2008,2008-09-07,1,24.268,MIA,,NYJ,L 14-20,,0.0,0,2,0,0,0
62,2008,2008-09-14,2,24.275,MIA,@,ARI,L 10-31,,1.0,4,0,0,0,0
63,2008,2008-09-21,3,24.282,MIA,@,NWE,W 38-13,,0.0,1,1,1,8,0
64,2008,2008-10-05,4,24.296,MIA,,SDG,W 17-10,,,,,,,
65,2008,2008-10-12,5,24.303,MIA,@,HOU,L 28-29,,0.0,3,1,0,0,0
66,2008,2008-10-19,6,24.310,MIA,,BAL,L 13-27,,0.0,4,1,0,0,0
67,2008,2008-10-26,7,24.317,MIA,,BUF,W 25-16,,0.0,1,0,0,0,0
68,2008,2008-11-02,8,24.324,MIA,@,DEN,W 26-17,,0.0,1,0,0,0,0
69,2008,2008-11-09,9,24.331,MIA,,SEA,W 21-19,,0.5,0,1,0,0,0
70,2008,2008-11-16,10,24.338,MIA,,OAK,W 17-15,*,0.0,2,0,0,0,0
71,2008,2008-11-23,11,24.345,MIA,,NWE,L 28-48,*,0.0,2,0,0,0,0
72,2008,2008-11-30,12,24.352,MIA,@,STL,W 16-12,,0.0,2,0,0,0,0
73,2008,2008-12-07,13,24.359,MIA,@,BUF,W 16-3,*,0.5,1,1,0,0,0
74,2008,2008-12-14,14,25.000,MIA,,SFO,W 14-9,,,,,,,
75,2008,2008-12-21,15,25.007,MIA,@,KAN,W 38-31,,1.0,0,0,0,0,0
76,2008,2008-12-28,16,25.014,MIA,@,NYJ,W 24-17,*,,,,,,
77,2009,2009-09-13,1,25.273,MIA,@,ATL,L 7-19,*,0.0,2,0,0,0,0
78,2009,2009-09-21,2,25.281,MIA,,IND,L 23-27,*,0.0,1,0,0,0,0
79,2009,2009-09-27,3,25.287,MIA,@,SDG,L 13-23,*,0.0,3,0,0,0,0
80,2009,2009-10-04,4,25.294,MIA,,BUF,W 38-10,*,1.0,1,1,0,0,0
81,2009,2009-10-12,5,25.302,MIA,,NYJ,W 31-27,*,1.0,4,0,0,0,0
82,2009,2009-10-25,6,25.315,MIA,,NOR,L 34-46,*,0.5,1,6,0,0,0
83,2009,2009-11-01,7,25.322,MIA,@,NYJ,W 30-25,*,1.0,7,0,0,0,0
84,2009,2009-11-08,8,25.329,MIA,@,NWE,L 17-27,*,1.0,2,0,0,0,0
85,2009,2009-11-15,9,25.336,MIA,,TAM,W 25-23,*,,,,,,
86,2009,2009-11-19,10,25.340,MIA,@,CAR,W 24-17,*,1.0,5,0,0,0,0
87,2009,2009-11-29,11,25.350,MIA,@,BUF,L 14-31,*,0.5,2,3,0,0,0
88,2009,2009-12-06,12,25.357,MIA,,NWE,W 22-21,*,0.0,4,0,0,0,0
89,2009,2009-12-13,13,25.364,MIA,@,JAX,W 14-10,*,0.0,4,0,0,0,0
90,2009,2009-12-20,14,26.006,MIA,@,TEN,L 24-27,*,0.0,1,2,0,0,0
91,2009,2009-12-27,15,26.013,MIA,,HOU,L 20-27,*,0.0,2,1,0,0,0
92,2009,2010-01-03,16,26.020,MIA,,PIT,L 24-30,*,1.0,3,1,0,0,0
