ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2006,2006-09-10,1,22.112,GNB,,CHI,L 0-26,,,,,,,,,,,
2,2006,2006-09-17,2,22.119,GNB,,NOR,L 27-34,,,,,,,,,,,
3,2006,2006-09-24,3,22.126,GNB,@,DET,W 31-24,,,,,,,,,,,
4,2006,2006-10-02,4,22.134,GNB,@,PHI,L 9-31,,,,,,,,,,,
5,2006,2006-10-08,5,22.140,GNB,,STL,L 20-23,,,,,,,,,,,
6,2006,2006-10-22,6,22.154,GNB,@,MIA,W 34-24,,,,,,,,,,,
7,2006,2006-10-29,7,22.161,GNB,,ARI,W 31-14,,,,,,,,,,,
8,2006,2006-11-05,8,22.168,GNB,@,BUF,L 10-24,,,,,,,,,,,
9,2006,2006-11-12,9,22.175,GNB,@,MIN,W 23-17,,,,,,,,,,,
10,2006,2006-11-19,10,22.182,GNB,,NWE,L 0-35,,,,,,,,,,,
11,2006,2006-11-27,11,22.190,GNB,@,SEA,L 24-34,,,,,,,,,,,
12,2006,2006-12-03,12,22.196,GNB,,NYJ,L 10-38,,,,,,,,,,,
13,2006,2006-12-10,13,22.203,GNB,@,SFO,W 30-19,,,,,,,,,,,
14,2006,2006-12-17,14,22.210,GNB,,DET,W 17-9,,,,,,,,,,,
15,2006,2006-12-21,15,22.214,GNB,,MIN,W 9-7,,,,,,,,,,,
16,2006,2006-12-31,16,22.224,GNB,@,CHI,W 26-7,,,,,,,,,,,
17,2007,2007-09-09,1,23.111,GNB,,PHI,W 16-13,,,,,,,,,,,
18,2007,2007-09-16,2,23.118,GNB,@,NYG,W 35-13,,,,,,,,,,,
19,2007,2007-09-23,3,23.125,GNB,,SDG,W 31-24,,,,,,,,,,,
20,2007,2007-09-30,4,23.132,GNB,@,MIN,W 23-16,,,,,,,,,,,
