ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1982,1982-11-28,4,22.315,KAN,@,RAM,L 14-20
2,1982,1982-12-05,5,22.322,KAN,@,PIT,L 14-35
3,1982,1982-12-12,6,22.329,KAN,,RAI,L 16-21
4,1982,1982-12-19,7,22.336,KAN,@,DEN,W 37-16
5,1982,1982-12-26,8,22.343,KAN,,SFO,L 13-26
6,1982,1983-01-02,9,22.350,KAN,,NYJ,W 37-13
7,1983,1983-09-04,1,23.230,KAN,,SEA,W 17-13
8,1983,1983-09-12,2,23.238,KAN,,SDG,L 14-17
9,1983,1983-09-18,3,23.244,KAN,@,WAS,L 12-27
10,1983,1983-09-25,4,23.251,KAN,@,MIA,L 6-14
11,1983,1983-10-02,5,23.258,KAN,,STL,W 38-14
