ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1970,1970-12-20,14,23.333,STL,@,WAS,L 27-28,,,,,,,
2,1971,1971-09-19,1,24.241,ATL,,SFO,W 20-17,,,,,,,
3,1971,1971-09-26,2,24.248,ATL,@,RAM,T 20-20,,,,,,,
4,1971,1971-11-22,10,24.305,ATL,,GNB,W 28-21,,,,,,,
5,1971,1971-11-28,11,24.311,ATL,@,MIN,L 7-24,,,,,,,
6,1971,1971-12-05,12,24.318,ATL,,OAK,W 24-13,,,,,,,
7,1971,1971-12-12,13,24.325,ATL,@,SFO,L 3-24,,,,,,,
8,1971,1971-12-19,14,24.332,ATL,@,NOR,W 24-20,,,,,,,
9,1972,1972-09-17,1,25.240,ATL,@,CHI,W 37-21,,,,,,,
10,1972,1972-09-24,2,25.247,ATL,@,NWE,L 20-21,,,,,,,
11,1972,1972-10-01,3,25.254,ATL,,RAM,W 31-3,,,,,,,
12,1972,1972-10-08,4,25.261,ATL,,DET,L 23-26,,,,,,,
13,1972,1972-10-15,5,25.268,ATL,@,NOR,W 21-14,,,,,,,
14,1972,1972-10-22,6,25.275,ATL,@,GNB,W 10-9,,,,,,,
15,1972,1972-10-29,7,25.282,ATL,,SFO,L 14-49,1,21,21.00,0,0,0,0
16,1972,1972-11-05,8,25.289,ATL,@,RAM,L 7-20,,,,,,,
17,1972,1972-11-12,9,25.296,ATL,,NOR,W 36-20,,,,,,,
18,1972,1972-11-20,10,25.304,ATL,@,WAS,L 13-24,,,,,,,
19,1972,1972-11-26,11,25.310,ATL,,DEN,W 23-20,,,,,,,
20,1972,1972-12-03,12,25.317,ATL,,HOU,W 20-10,,,,,,,
21,1972,1972-12-10,13,25.324,ATL,@,SFO,L 0-20,,,,,,,
22,1972,1972-12-17,14,25.331,ATL,,KAN,L 14-17,,,,,,,
23,1973,1973-09-16,1,26.238,ATL,@,NOR,W 62-7,1,37,37.00,0,0,0,0
24,1973,1973-09-23,2,26.245,ATL,@,RAM,L 0-31,2,37,18.50,0,0,0,0
25,1973,1973-10-01,3,26.253,ATL,@,DET,L 6-31,1,16,16.00,0,0,0,0
26,1973,1973-10-07,4,26.259,ATL,,SFO,L 9-13,,,,,,,
27,1973,1973-10-14,5,26.266,ATL,,CHI,W 46-6,,,,,,,
28,1973,1973-10-21,6,26.273,ATL,@,SDG,W 41-0,,,,,,,
29,1973,1973-10-28,7,26.280,ATL,@,SFO,W 17-3,,,,,,,
30,1973,1973-11-04,8,26.287,ATL,,RAM,W 15-13,,,,,,,
31,1973,1973-11-11,9,26.294,ATL,@,PHI,W 44-27,1,25,25.00,0,0,0,0
32,1973,1973-11-19,10,26.302,ATL,,MIN,W 20-14,,,,,,,
33,1973,1973-11-25,11,26.308,ATL,@,NYJ,W 28-20,0,0,,0,1,39,0
34,1973,1973-12-02,12,26.315,ATL,,BUF,L 6-17,,,,,,,
35,1973,1973-12-09,13,26.322,ATL,,STL,L 10-32,,,,,,,
36,1973,1973-12-16,14,26.329,ATL,,NOR,W 14-10,,,,,,,
37,1974,1974-11-17,10,27.300,RAM,@,NOR,L 7-20,,,,,,,
38,1974,1974-11-24,11,27.307,RAM,,MIN,W 20-17,,,,,,,
39,1974,1974-12-01,12,27.314,RAM,@,ATL,W 30-7,,,,,,,
40,1974,1974-12-09,13,27.322,RAM,,WAS,L 17-23,,,,,,,
41,1974,1974-12-15,14,27.328,RAM,,BUF,W 19-14,,,,,,,
