ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1971,1971-09-20,1,23.110,MIN,@,DET,W 16-13,,,,,,,,,,,,,,
2,1971,1971-09-26,2,23.116,MIN,,CHI,L 17-20,,,,,,,,,,,,,,
3,1971,1971-10-03,3,23.123,MIN,,BUF,W 19-0,,,,,,,,,,,,,,
4,1971,1971-10-10,4,23.130,MIN,@,PHI,W 13-0,,,,,,,,,,,,,,
5,1971,1971-10-17,5,23.137,MIN,@,GNB,W 24-13,,,,,,,,,,,,,,
6,1971,1971-10-25,6,23.145,MIN,,BAL,W 10-3,,,,,,,,,,,,,,
7,1971,1971-10-31,7,23.151,MIN,@,NYG,W 17-10,,,,,,,,,,,,,,
8,1972,1972-10-29,7,24.149,STL,,CHI,L 10-27,,,,,,,,,,,,,,
9,1972,1972-11-12,9,24.163,STL,@,DAL,L 24-33,1,1,1.00,1,0,0,,0,0,0,,0,1,6
10,1972,1972-11-27,11,24.178,STL,@,MIA,L 10-31,1,3,3.00,0,1,17,17.00,0,0,0,,0,0,0
11,1972,1972-12-03,12,24.184,STL,,DAL,L 6-27,6,7,1.17,0,0,0,,0,0,0,,0,0,0
12,1973,1973-10-21,6,25.141,STL,@,WAS,L 13-31,0,0,,0,0,0,,0,2,43,21.50,0,0,0
13,1973,1973-10-28,7,25.148,STL,,NYG,W 35-27,0,0,,0,0,0,,0,3,55,18.33,0,0,0
