ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2015,2015-11-08,8,24.048,STL,@,MIN,L 18-21,,0,0,,0,0.0,4,0
2,2015,2015-11-22,10,24.062,STL,@,BAL,L 13-16,,0,0,,0,0.0,0,3
3,2015,2015-11-29,11,24.069,STL,@,CIN,L 7-31,,0,0,,0,0.0,1,1
4,2015,2015-12-06,12,24.076,STL,,ARI,L 3-27,,0,0,,0,0.0,1,0
5,2015,2016-01-03,16,24.104,STL,@,SFO,L 16-19,,0,0,,0,0.0,1,0
6,2016,2016-10-02,4,25.011,LAR,@,ARI,W 17-13,,0,0,,0,0.0,2,0
7,2016,2016-10-09,5,25.018,LAR,,BUF,L 19-30,,0,0,,0,0.0,1,0
8,2016,2016-10-16,6,25.025,LAR,@,DET,L 28-31,,0,0,,0,0.0,1,0
9,2016,2016-10-23,7,25.032,LAR,,NYG,L 10-17,,0,0,,0,0.0,0,0
10,2016,2016-12-04,12,25.074,LAR,@,NWE,L 10-26,,0,0,,0,0.0,0,2
11,2016,2016-12-11,13,25.081,LAR,,ATL,L 14-42,,0,0,,0,0.0,0,0
12,2017,2017-09-10,1,25.354,LAR,,IND,W 46-9,,0,0,,0,1.0,1,0
13,2017,2017-09-17,2,25.361,LAR,,WAS,L 20-27,,0,0,,0,0.0,1,1
14,2017,2017-09-21,3,26.000,LAR,@,SFO,W 41-39,,0,0,,0,1.0,2,1
15,2017,2017-10-01,4,26.010,LAR,@,DAL,W 35-30,,0,0,,0,0.0,2,0
16,2017,2017-10-08,5,26.017,LAR,,SEA,L 10-16,,0,0,,0,1.0,2,1
17,2017,2017-10-15,6,26.024,LAR,@,JAX,W 27-17,,0,0,,0,0.0,1,0
18,2017,2017-10-22,7,26.031,LAR,,ARI,W 33-0,,0,0,,0,1.0,2,0
19,2017,2017-11-05,8,26.045,LAR,@,NYG,W 51-17,,0,0,,0,0.0,1,1
20,2017,2017-11-12,9,26.052,LAR,,HOU,W 33-7,*,0,0,,0,0.0,0,2
21,2017,2017-11-19,10,26.059,LAR,@,MIN,L 7-24,,0,0,,0,0.0,0,0
22,2017,2017-11-26,11,26.066,LAR,,NOR,W 26-20,,0,0,,0,0.0,0,0
23,2017,2017-12-03,12,26.073,LAR,@,ARI,W 32-16,,1,0,0.00,0,1.0,3,0
24,2017,2017-12-10,13,26.080,LAR,,PHI,L 35-43,,0,0,,0,0.0,1,0
25,2017,2017-12-17,14,26.087,LAR,@,SEA,W 42-7,,0,0,,0,0.5,0,1
26,2018,2018-09-10,1,26.354,LAR,@,OAK,W 33-13,,0,0,,0,0.0,0,1
27,2018,2018-09-16,2,26.360,LAR,,ARI,W 34-0,,0,0,,0,0.0,0,0
28,2018,2018-09-23,3,27.002,LAR,,LAC,W 35-23,,0,0,,0,0.0,0,0
29,2018,2018-09-27,4,27.006,LAR,,MIN,W 38-31,*,0,0,,0,0.0,0,1
