ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1979,1979-09-02,1,23.144,OAK,@,RAM,W 24-17,,0,0,,0,0,0,,,0,,,3,3,100.0,1,1,100.0,0,6,0,0,,0
2,1979,1979-09-09,2,23.151,OAK,@,SDG,L 10-30,,0,0,,0,0,0,,,0,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
3,1979,1979-09-16,3,23.158,OAK,@,SEA,L 10-27,,0,0,,0,0,0,,,0,,,1,1,100.0,1,3,33.3,0,4,0,0,,0
4,1979,1979-09-23,4,23.165,OAK,@,KAN,L 7-35,,0,0,,0,0,,,,,,,1,1,100.0,,,,0,1,,,,
5,1979,1979-09-30,5,23.172,OAK,,DEN,W 27-3,,0,0,,0,0,0,,,0,,,3,3,100.0,2,2,100.0,0,9,0,0,,0
6,1979,1979-10-08,6,23.180,OAK,,MIA,W 13-3,,0,0,,0,0,0,,,0,,,1,2,50.0,,1,0.0,0,1,0,0,,0
7,1979,1979-10-14,7,23.186,OAK,,ATL,W 50-19,,0,0,,0,0,0,,,0,,,5,6,83.3,3,4,75.0,0,14,0,0,,0
8,1979,1979-10-21,8,23.193,OAK,@,NYJ,L 19-28,,0,0,,0,0,0,,,0,,,1,2,50.0,2,3,66.7,0,7,0,0,,0
9,1979,1979-10-25,9,23.197,OAK,,SDG,W 45-22,,0,0,,0,0,0,,,0,,,6,6,100.0,1,1,100.0,0,9,0,0,,0
10,1979,1979-11-04,10,23.207,OAK,,SFO,W 23-10,,0,0,,0,0,0,,,0,,,2,3,66.7,1,1,100.0,0,5,0,0,,0
11,1979,1979-11-11,11,23.214,OAK,@,HOU,L 17-31,,0,0,,0,0,0,,,0,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
12,1979,1979-11-18,12,23.221,OAK,,KAN,L 21-24,,0,0,,0,0,0,,,0,,,3,3,100.0,,1,0.0,0,3,0,0,,0
13,1979,1979-11-25,13,23.228,OAK,@,DEN,W 14-10,,0,0,,0,0,0,,,0,,,2,2,100.0,,1,0.0,0,2,0,0,,0
14,1979,1979-12-03,14,23.236,OAK,@,NOR,W 42-35,,0,0,,0,0,0,,,0,,,6,6,100.0,,1,0.0,0,6,0,0,,0
15,1979,1979-12-09,15,23.242,OAK,,CLE,W 19-14,,0,0,,0,0,0,,,0,,,1,1,100.0,4,4,100.0,0,13,0,0,,0
16,1979,1979-12-16,16,23.249,OAK,,SEA,L 24-29,,0,0,,0,0,0,,,0,,,3,3,100.0,1,2,50.0,0,6,0,0,,0
17,1980,1980-11-30,13,24.233,CIN,@,KAN,W 20-6,,0,0,,0,0,0,,0,0,,,2,3,66.7,,1,0.0,0,2,0,0,,0
18,1980,1980-12-07,14,24.240,CIN,,BAL,W 34-33,,0,0,,0,0,0,,0,0,,,4,4,100.0,2,2,100.0,0,10,0,0,,0
19,1980,1980-12-14,15,24.247,CIN,@,CHI,W 17-14,,0,0,,0,0,0,,0,0,,,2,2,100.0,1,2,50.0,0,5,0,0,,0
20,1980,1980-12-21,16,24.254,CIN,,CLE,L 24-27,,0,0,,0,0,0,,0,0,,,3,3,100.0,1,2,50.0,0,6,2,67,33.50,0
21,1981,1981-09-06,1,25.148,CIN,,SEA,W 27-21,,0,0,,0,0,0,,,,,,3,3,100.0,2,3,66.7,0,9,0,0,,0
22,1981,1981-09-13,2,25.155,CIN,@,NYJ,W 31-30,,0,0,,0,0,0,,,,,,4,4,100.0,1,2,50.0,0,7,0,0,,0
23,1981,1981-09-20,3,25.162,CIN,,CLE,L 17-20,,0,0,,0,0,0,,,,,,2,2,100.0,1,3,33.3,0,5,0,0,,0
24,1981,1981-09-27,4,25.169,CIN,,BUF,W 27-24,,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,0,9,0,0,,0
25,1981,1981-10-04,5,25.176,CIN,@,HOU,L 10-17,,0,0,,0,0,0,,,,,,1,1,100.0,1,3,33.3,0,4,0,0,,0
26,1981,1981-10-11,6,25.183,CIN,@,BAL,W 41-19,,0,0,,0,0,0,,,,,,5,5,100.0,2,2,100.0,0,11,0,0,,0
27,1981,1981-10-18,7,25.190,CIN,,PIT,W 34-7,,0,0,,0,0,0,,,,,,4,4,100.0,2,2,100.0,0,10,0,0,,0
28,1981,1981-10-25,8,25.197,CIN,@,NOR,L 7-17,,0,0,,0,0,,,,,,,1,1,100.0,,,,0,1,,,,
29,1981,1981-11-01,9,25.204,CIN,,HOU,W 34-21,,0,0,,0,0,0,,,,,,4,4,100.0,2,2,100.0,0,10,0,0,,0
30,1981,1981-11-08,10,25.211,CIN,@,SDG,W 40-17,,0,0,,0,0,0,,,,,,4,5,80.0,2,2,100.0,0,10,0,0,,0
31,1981,1981-11-15,11,25.218,CIN,,RAM,W 24-10,,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,0,6,0,0,,0
32,1981,1981-11-22,12,25.225,CIN,,DEN,W 38-21,,0,0,,0,0,0,,,,,,5,5,100.0,1,3,33.3,0,8,0,0,,0
33,1981,1981-11-29,13,25.232,CIN,@,CLE,W 41-21,,0,0,,0,0,,,,,,,5,6,83.3,,,,0,5,,,,
34,1981,1981-12-06,14,25.239,CIN,,SFO,L 3-21,,0,0,,0,0,0,,,,,,,,,1,1,100.0,0,3,0,0,,0
35,1981,1981-12-13,15,25.246,CIN,@,PIT,W 17-10,,0,0,,0,0,0,,,,,,2,2,100.0,1,2,50.0,0,5,0,0,,0
36,1981,1981-12-20,16,25.253,CIN,@,ATL,W 30-28,,0,0,,0,0,0,,,,,,3,3,100.0,3,4,75.0,0,12,0,0,,0
37,1982,1982-09-12,1,26.154,CIN,,HOU,W 27-6,,0,0,,0,0,0,,,,,,3,3,100.0,2,4,50.0,0,9,0,0,,0
38,1982,1982-09-19,2,26.161,CIN,@,PIT,L 20-26,,0,0,,0,0,0,,,,,,2,2,100.0,2,3,66.7,0,8,0,0,,0
39,1982,1982-11-21,3,26.224,CIN,@,PHI,W 18-14,,0,0,,0,0,0,,,,,,1,1,100.0,3,3,100.0,0,10,0,0,,0
40,1982,1982-11-28,4,26.231,CIN,,RAI,W 31-17,,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,0,6,0,0,,0
41,1982,1982-12-05,5,26.238,CIN,@,BAL,W 20-17,,0,0,,0,0,,,,,,,2,3,66.7,,,,0,2,,,,
42,1982,1982-12-12,6,26.245,CIN,,CLE,W 23-10,,0,0,,0,0,0,,,,,,2,2,100.0,3,3,100.0,0,11,0,0,,0
43,1982,1982-12-20,7,26.253,CIN,@,SDG,L 34-50,,0,0,,0,0,0,,,,,,4,4,100.0,2,2,100.0,0,10,0,0,,0
44,1982,1982-12-26,8,26.259,CIN,,SEA,W 24-10,,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,0,6,0,0,,0
45,1982,1983-01-02,9,26.266,CIN,@,HOU,W 35-27,,0,0,,0,0,0,,,,,,5,5,100.0,,1,0.0,0,5,0,0,,0
46,1983,1983-09-04,1,27.146,CIN,,RAI,L 10-20,,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
47,1983,1983-09-11,2,27.153,CIN,,BUF,L 6-10,,0,0,,0,0,0,,,,,,,,,2,3,66.7,0,6,0,0,,0
48,1983,1983-09-15,3,27.157,CIN,@,CLE,L 7-17,,0,0,,0,0,,,,,,,1,1,100.0,,,,0,1,,,,
49,1983,1983-09-25,4,27.167,CIN,@,TAM,W 23-17,,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
50,1983,1983-10-02,5,27.174,CIN,,BAL,L 31-34,,0,0,,0,0,0,,,,,,4,4,100.0,1,1,100.0,0,7,0,0,,0
51,1983,1983-10-10,6,27.182,CIN,,PIT,L 14-24,,0,0,,0,0,0,,,,,,2,2,100.0,,1,0.0,0,2,0,0,,0
52,1983,1983-10-16,7,27.188,CIN,@,DEN,L 17-24,,0,0,,0,0,0,,,,,,2,2,100.0,1,2,50.0,0,5,0,0,,0
53,1983,1983-10-23,8,27.195,CIN,,CLE,W 28-21,,0,0,,0,0,,,,,,,4,4,100.0,,,,0,4,,,,
54,1983,1983-10-30,9,27.202,CIN,,GNB,W 34-14,,0,0,,0,0,,,,,,,4,5,80.0,,,,0,4,,,,
55,1983,1983-11-06,10,27.209,CIN,@,HOU,W 55-14,,0,0,,0,0,0,,,,,,6,6,100.0,2,2,100.0,0,12,0,0,,0
56,1983,1983-11-13,11,27.216,CIN,@,KAN,L 15-20,,0,0,,0,0,0,,,,,,,1,0.0,3,3,100.0,0,9,0,0,,0
57,1983,1983-11-20,12,27.223,CIN,,HOU,W 38-10,,0,0,,0,0,0,,,,,,5,5,100.0,1,1,100.0,0,8,0,0,,0
58,1983,1983-11-28,13,27.231,CIN,@,MIA,L 14-38,,0,0,,0,0,,,,,,,2,2,100.0,,,,0,2,,,,
59,1983,1983-12-04,14,27.237,CIN,@,PIT,W 23-10,,0,0,,0,0,0,,,,,,2,2,100.0,3,3,100.0,0,11,0,0,,0
60,1983,1983-12-11,15,27.244,CIN,,DET,W 17-9,,0,0,,0,0,0,,,,,,2,2,100.0,1,2,50.0,0,5,0,0,,0
61,1983,1983-12-17,16,27.250,CIN,@,MIN,L 14-20,,0,0,,0,0,0,,,,,,2,2,100.0,,3,0.0,0,2,0,0,,0
62,1984,1984-09-02,1,28.144,CIN,@,DEN,L 17-20,,0,0,,0,0,0,,,,,,2,2,100.0,1,3,33.3,0,5,0,0,,0
63,1984,1984-09-09,2,28.151,CIN,,KAN,L 22-27,,0,0,,0,0,0,,,,,,2,2,100.0,2,3,66.7,0,8,0,0,,0
64,1984,1984-09-16,3,28.158,CIN,@,NYJ,L 23-43,,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
65,1984,1984-09-23,4,28.165,CIN,,RAM,L 14-24,,0,0,,0,0,,,,,,,2,2,100.0,,,,0,2,,,,
66,1984,1984-10-01,5,28.173,CIN,@,PIT,L 17-38,,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
67,1984,1984-10-07,6,28.179,CIN,,HOU,W 13-3,,0,0,,0,0,0,,,,,,1,1,100.0,2,3,66.7,0,7,0,0,,0
68,1984,1984-10-14,7,28.186,CIN,@,NWE,L 14-20,,0,0,,0,0,0,,,,,,2,2,100.0,,2,0.0,0,2,0,0,,0
69,1984,1984-10-21,8,28.193,CIN,,CLE,W 12-9,,0,0,,0,0,0,,,,,,,,,4,4,100.0,0,12,0,0,,0
70,1984,1984-10-28,9,28.200,CIN,@,HOU,W 31-13,,0,0,,0,0,0,,,,,,4,4,100.0,1,1,100.0,0,7,0,0,,0
71,1984,1984-11-04,10,28.207,CIN,@,SFO,L 17-23,,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
