ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1975,1975-09-21,1,22.057,BUF,,NYJ,W 42-14,,,,
2,1975,1975-09-28,2,22.064,BUF,@,PIT,W 30-21,1,4,4.00,0
3,1975,1975-10-05,3,22.071,BUF,,DEN,W 38-14,,,,
4,1975,1975-10-12,4,22.078,BUF,@,BAL,W 38-31,,,,
5,1975,1975-10-20,5,22.086,BUF,,NYG,L 14-17,,,,
6,1975,1975-10-26,6,22.092,BUF,,MIA,L 30-35,,,,
7,1975,1975-11-02,7,22.099,BUF,@,NYJ,W 24-23,,,,
8,1975,1975-11-09,8,22.106,BUF,,BAL,L 35-42,,,,
9,1975,1975-11-17,9,22.114,BUF,@,CIN,L 24-33,,,,
10,1975,1975-11-23,10,22.120,BUF,,NWE,W 45-31,,,,
11,1975,1975-11-27,11,22.124,BUF,@,STL,W 32-14,,,,
12,1975,1975-12-07,12,22.134,BUF,@,MIA,L 21-31,,,,
13,1975,1975-12-14,13,22.141,BUF,@,NWE,W 34-14,,,,
14,1975,1975-12-20,14,22.147,BUF,,MIN,L 13-35,,,,
15,1976,1976-09-13,1,23.049,BUF,,MIA,L 21-30,,,,
16,1976,1976-09-19,2,23.055,BUF,,HOU,L 3-13,,,,
17,1976,1976-09-26,3,23.062,BUF,@,TAM,W 14-9,,,,
18,1976,1976-10-03,4,23.069,BUF,,KAN,W 50-17,,,,
19,1976,1976-10-10,5,23.076,BUF,@,NYJ,L 14-17,,,,
20,1976,1976-10-17,6,23.083,BUF,,BAL,L 13-31,,,,
21,1976,1976-10-24,7,23.090,BUF,,NWE,L 22-26,,,,
22,1976,1976-10-31,8,23.097,BUF,,NYJ,L 14-19,2,29,14.50,0
23,1976,1976-11-07,9,23.104,BUF,@,NWE,L 10-20,,,,
24,1976,1976-11-15,10,23.112,BUF,@,DAL,L 10-17,1,0,0.00,0
25,1976,1976-11-21,11,23.118,BUF,,SDG,L 13-34,,,,
26,1976,1976-11-25,12,23.122,BUF,@,DET,L 14-27,,,,
27,1976,1976-12-05,13,23.132,BUF,@,MIA,L 27-45,3,39,13.00,0
28,1976,1976-12-12,14,23.139,BUF,@,BAL,L 20-58,,,,
29,1977,1977-10-30,7,24.096,BUF,@,SEA,L 17-56,,,,
30,1977,1977-11-06,8,24.103,BUF,@,NWE,W 24-14,,,,
31,1977,1977-11-13,9,24.110,BUF,,BAL,L 13-31,,,,
32,1977,1977-11-20,10,24.117,BUF,,NWE,L 7-20,,,,
33,1977,1977-11-28,11,24.125,BUF,@,OAK,L 13-34,,,,
34,1977,1977-12-04,12,24.131,BUF,,WAS,L 0-10,,,,
35,1977,1977-12-11,13,24.138,BUF,@,NYJ,W 14-10,,,,
36,1977,1977-12-17,14,24.144,BUF,@,MIA,L 14-31,,,,
37,1978,1978-11-05,10,25.102,CIN,@,SDG,L 13-22,,,,
38,1978,1978-11-13,11,25.110,CIN,,OAK,L 21-34,,,,
39,1978,1978-11-19,12,25.116,CIN,@,PIT,L 6-7,,,,
40,1978,1978-11-26,13,25.123,CIN,@,HOU,L 10-17,,,,
41,1978,1978-12-03,14,25.130,CIN,,ATL,W 37-7,,,,
42,1978,1978-12-11,15,25.138,CIN,@,RAM,W 20-19,,,,
43,1978,1978-12-17,16,25.144,CIN,,CLE,W 48-16,,,,
44,1979,1979-09-02,1,26.038,CIN,@,DEN,L 0-10,,,,
45,1979,1979-09-09,2,26.045,CIN,@,BUF,L 24-51,,,,
46,1979,1979-09-16,3,26.052,CIN,,NWE,L 14-20,,,,
47,1979,1979-09-23,4,26.059,CIN,,HOU,L 27-30,,,,
48,1979,1979-09-30,5,26.066,CIN,@,DAL,L 13-38,,,,
49,1979,1979-10-07,6,26.073,CIN,,KAN,L 7-10,,,,
50,1979,1979-10-14,7,26.080,CIN,,PIT,W 34-10,,,,
51,1979,1979-10-21,8,26.087,CIN,@,CLE,L 27-28,,,,
52,1979,1979-10-28,9,26.094,CIN,,PHI,W 37-13,,,,
53,1979,1979-11-04,10,26.101,CIN,@,BAL,L 28-38,,,,
54,1979,1979-11-11,11,26.108,CIN,,SDG,L 24-26,,,,
55,1979,1979-11-18,12,26.115,CIN,@,HOU,L 21-42,,,,
56,1979,1979-11-25,13,26.122,CIN,,STL,W 34-28,,,,
57,1979,1979-12-02,14,26.129,CIN,@,PIT,L 17-37,,,,
58,1979,1979-12-09,15,26.136,CIN,@,WAS,L 14-28,,,,
59,1979,1979-12-16,16,26.143,CIN,,CLE,W 16-12,,,,
