ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2013,2013-11-17,10,23.115,SFO,@,NOR,L 20-23,,,,,,,0.0%,,,,,,,,,,,,,,
2,2013,2013-11-25,11,23.123,SFO,@,WAS,W 27-6,,,,,,,0.0%,,,,,,,,,,,,,,
3,2013,2013-12-01,12,23.129,SFO,,STL,W 23-13,,,,,,,0.0%,,,,,,,,,,,,,,
4,2013,2013-12-08,13,23.136,SFO,,SEA,W 19-17,,,,,,,0.0%,,,,,,,,,,,,,,
5,2013,2013-12-15,14,23.143,SFO,@,TAM,W 33-14,,,,,,,0.0%,,,,,,,,,,,,,,
6,2014,2014-09-07,1,24.044,SFO,@,DAL,W 28-17,,,,,,,0.0%,,,,,,,,,,,,,,
7,2014,2014-09-14,2,24.051,SFO,,CHI,L 20-28,,4,3,41,13.67,0,75.0%,10.25,0,0,,0,0,0,,0,0,0,0.0,0,0
8,2014,2014-09-21,3,24.058,SFO,@,ARI,L 14-23,*,2,1,23,23.00,0,50.0%,11.50,0,0,,0,0,0,,0,0,0,0.0,0,0
9,2014,2014-09-28,4,24.065,SFO,,PHI,W 26-21,,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0,0.0,0,0
10,2014,2014-10-05,5,24.072,SFO,,KAN,W 22-17,,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,0.0,0,0
11,2014,2014-10-13,6,24.080,SFO,@,STL,W 31-17,,,,,,,0.0%,,,,,,,,,,,,,,
12,2014,2014-10-19,7,24.086,SFO,@,DEN,L 17-42,,3,1,9,9.00,0,33.3%,3.00,1,2,2.00,0,0,0,,0,0,0,0.0,0,0
13,2014,2014-11-02,8,24.100,SFO,,STL,L 10-13,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,1,0
14,2014,2014-11-09,9,24.107,SFO,@,NOR,W 27-24,,,,,,,0.0%,,,,,,,,,,,,,,
15,2014,2014-11-16,10,24.114,SFO,@,NYG,W 16-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,2,0
16,2014,2014-11-23,11,24.121,SFO,,WAS,W 17-13,,,,,,,0.0%,,,,,,,,,,,,,,
17,2015,2015-09-13,1,25.050,WAS,,MIA,L 10-17,*,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,0.0,0,0
18,2015,2015-09-20,2,25.057,WAS,,STL,W 24-10,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
19,2015,2015-09-24,3,25.061,WAS,@,NYG,L 21-32,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
20,2015,2015-10-04,4,25.071,WAS,,PHI,W 23-20,*,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,0.0,0,0
21,2015,2015-10-11,5,25.078,WAS,@,ATL,L 19-25,*,3,2,27,13.50,1,66.7%,9.00,0,0,,0,0,0,,0,1,6,0.0,0,0
22,2015,2015-10-18,6,25.085,WAS,@,NYJ,L 20-34,*,4,4,39,9.75,0,100.0%,9.75,0,0,,0,0,0,,0,0,0,0.0,0,0
23,2015,2015-10-25,7,25.092,WAS,,TAM,W 31-30,*,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,0,0,0.0,0,0
24,2015,2015-11-08,8,25.106,WAS,@,NWE,L 10-27,*,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
25,2015,2015-11-15,9,25.113,WAS,,NOR,W 47-14,,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,0,0.0,0,0
26,2015,2015-11-22,10,25.120,WAS,@,CAR,L 16-44,*,3,2,7,3.50,0,66.7%,2.33,0,0,,0,0,0,,0,0,0,0.0,0,0
27,2015,2015-11-29,11,25.127,WAS,,NYG,W 20-14,*,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,0,0
28,2015,2015-12-13,13,25.141,WAS,@,CHI,W 24-21,*,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,0.0,0,0
29,2016,2016-11-13,9,26.111,WAS,,MIN,W 26-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
30,2016,2016-11-20,10,26.118,WAS,,GNB,W 42-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
31,2016,2016-11-24,11,26.122,WAS,@,DAL,L 26-31,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,0.0,0,0
32,2016,2016-12-04,12,26.132,WAS,@,ARI,L 23-31,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,0,0
33,2016,2016-12-11,13,26.139,WAS,@,PHI,W 27-22,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
34,2016,2016-12-19,14,26.147,WAS,,CAR,L 15-26,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
35,2016,2016-12-24,15,26.152,WAS,@,CHI,W 41-21,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
36,2016,2017-01-01,16,26.160,WAS,,NYG,L 10-19,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
37,2017,2017-09-10,1,27.047,LAR,,IND,W 46-9,,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,0,0
38,2017,2017-09-17,2,27.054,LAR,,WAS,L 20-27,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,0.0,0,0
39,2017,2017-09-21,3,27.058,LAR,@,SFO,W 41-39,*,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0,,0,0,0,0.0,0,0
40,2017,2017-10-01,4,27.068,LAR,@,DAL,W 35-30,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
41,2017,2017-10-08,5,27.075,LAR,,SEA,L 10-16,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
42,2017,2017-10-15,6,27.082,LAR,@,JAX,W 27-17,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
43,2017,2017-10-22,7,27.089,LAR,,ARI,W 33-0,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
44,2017,2017-11-05,8,27.103,LAR,@,NYG,W 51-17,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,0.0,0,0
45,2017,2017-11-26,11,27.124,LAR,,NOR,W 26-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
46,2017,2017-12-03,12,27.131,LAR,@,ARI,W 32-16,,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,0,0.0,0,0
47,2017,2017-12-10,13,27.138,LAR,,PHI,L 35-43,,0,0,0,,0,0.0%,,0,0,,0,2,28,14.00,0,0,0,0.0,0,0
48,2017,2017-12-17,14,27.145,LAR,@,SEA,W 42-7,,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,0,0.0,0,0
49,2017,2017-12-24,15,27.152,LAR,@,TEN,W 27-23,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
50,2017,2017-12-31,16,27.159,LAR,,SFO,L 13-34,,2,2,10,5.00,0,100.0%,5.00,0,0,,0,1,13,13.00,0,0,0,0.0,0,0
51,2018,2018-09-10,1,28.047,OAK,,LAR,L 13-33,*,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0,,0,0,0,0.0,0,0
52,2018,2018-09-16,2,28.053,OAK,@,DEN,L 19-20,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0,0.0,0,0
53,2018,2018-09-23,3,28.060,OAK,@,MIA,L 20-28,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
